source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,22645253,Barratt Impulsiveness Scale resting-state fMRI,Impulsivity and the modular organization of resting-state neural networks.,2013,"Cerebral cortex (New York, N.Y. : 1991)",unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"Using graph theory analyses, we characterized the relationship between impulsivity and the functional segregation ('modularity') of the whole-brain network architecture derived from resting-state functional magnetic resonance imaging (fMRI) data.",22645253,vllm:qwen2.5-7b-instruct,high
pubmed,23555827,Barratt Impulsiveness Scale resting-state fMRI,Altered default network resting-state functional connectivity in adolescents with Internet gaming addiction.,2013,PloS one,unknown,functional connectivity,impulsivity (general),Internet gaming addiction,correlates_with,unclear,,direct,0.7,"Connectivity with the PCC was positively correlated with CIAS scores in the right precuneus, posterior cingulate gyrus, thalamus, caudate, nucleus accumbens, supplementary motor area, and lingual gyrus. It was negatively correlated with the right cerebellum anterior lobe and left superior parietal lobule.",23555827,vllm:qwen2.5-7b-instruct,high
pubmed,39577688,Barratt Impulsiveness Scale resting-state fMRI,Resting-state voxel-wise dynamic effective connectivity predicts risky decision-making in patients with bipolar disorder type I.,2025,Neuroscience,unknown,dynamic connectivity,nonplanning impulsivity,bipolar disorder type I,predicts,lower,,direct,0.85,"Furthermore, this model successfully predicted non-planning impulsiveness, motor impulsiveness, and BIS total score, but failed for attentional impulsiveness in BD-I.",39577688,vllm:qwen2.5-7b-instruct,high
pubmed,30178423,Barratt Impulsiveness Scale resting-state fMRI,Sex differences in resting-state cerebral activity alterations in internet gaming disorder.,2019,Brain imaging and behavior,unknown,BOLD variability,nonplanning impulsivity,Internet gaming disorder,correlates_with,lower,,direct,0.85,"The ALFF values in the orbital part of the left superior frontal gyrus (SFG) were lower in IGDm than in HCm, which were negatively correlated with BIS-11 scores.",30178423,vllm:qwen2.5-7b-instruct,high
pubmed,26040546,Barratt Impulsiveness Scale resting-state fMRI,Model-free functional connectivity and impulsivity correlates of alcohol dependence: a resting-state study.,2017,Addiction biology,"default mode network, frontoparietal/control network, salience/ventral attention network, somatomotor network",functional connectivity,impulsivity (general),alcohol dependence,correlates_with,unclear,,direct,0.8,"Using probabilistic independent component analysis on resting-state functional magnetic resonance imaging (rs-fMRI) data from 25 alcohol-dependent (AD) and 26 healthy control (HC) participants, we compared the within- and between-network FC between AD and HC.",26040546,vllm:qwen2.5-7b-instruct,high
pubmed,33519558,Barratt Impulsiveness Scale resting-state fMRI,Impulsivity and Response Inhibition Related Brain Networks in Adolescents With Internet Gaming Disorder: A Preliminary Study Utilizing Resting-State fMRI.,2020,Frontiers in psychiatry,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,higher,,direct,0.8,"We found significant differences in impulsivity between the IGD group and RGU group, with members of the IGD group exhibiting higher impulsivity.",33519558,vllm:qwen2.5-7b-instruct,high
pubmed,31264888,Barratt Impulsiveness Scale resting-state fMRI,Striatal functional connectivity in chronic ketamine users: a pilot study.,2020,The American journal of drug and alcohol abuse,unknown,functional connectivity,impulsivity (general),chronic ketamine users,correlates_with,higher,,direct,0.85,"In ketamine users, putamen showed higher connectivity with the left orbitofrontal cortex (OFC) in association with both BIS-11 score and months of ketamine use.",31264888,vllm:qwen2.5-7b-instruct,high
pubmed,33528803,Barratt Impulsiveness Scale resting-state fMRI,Impulsivity in heroin-dependent individuals: structural and functional abnormalities within frontostriatal circuits.,2021,Brain imaging and behavior,unknown,functional connectivity,motor impulsivity,heroin-dependent individuals,correlates_with,higher,,direct,0.85,"Higher motor impulsivity (t = 2.347, p = 0.0253) and larger right NAc volume (F (1,38) = 4.719, p = 0.036) was observed in HDI.",33528803,vllm:qwen2.5-7b-instruct,high
pubmed,32651411,Barratt Impulsiveness Scale resting-state fMRI,Increased large-scale inter-network connectivity in relation to impulsivity in Parkinson's disease.,2020,Scientific reports,unknown,functional connectivity,nonplanning impulsivity,Parkinson's disease,associated_with,higher,,direct,0.9,FC between the right frontoparietal network (FPN) and medial visual network (MVN) was significantly higher in PD-HI patients than PD-LI patients (false discovery rate [FDR]-adjusted p = 0.0315).,32651411,vllm:qwen2.5-7b-instruct,high
pubmed,35385563,Barratt Impulsiveness Scale resting-state fMRI,A single-arm open-label pilot study of brief mindfulness meditation to control impulsivity in Parkinson's disease.,2022,PloS one,"default mode network, frontoparietal/control network",functional connectivity,impulsivity (general),Parkinson's disease,associated_with,lower,,direct,0.85,"After the intervention, the BIS-11 score was decreased from 59.5 [55.6, 63.3] (mean [95% confidence interval]) to 55.2 [50.3, 60.1] (ΔBIS-11: -4.2, [-7.5, -0.9]).",35385563,vllm:qwen2.5-7b-instruct,high
pubmed,34012386,Barratt Impulsiveness Scale resting-state fMRI,Association of Disinhibited Eating and Trait of Impulsivity With Insula and Amygdala Responses to Palatable Liquid Consumption.,2021,Frontiers in systems neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"the resting-state fMRI experiment showed that increased disinhibited eating was positively correlated with strengthened intrinsic functional connectivity between the insula and the amygdala, adjusting for sex (estimates of the beta coefficients = 0.146, standard error = 0.068, p = 0.040)",34012386,vllm:qwen2.5-7b-instruct,high
pubmed,38914808,Barratt Impulsiveness Scale resting-state fMRI,Association between sleep problems and impulsivity mediated through regional homogeneity abnormalities in male methamphetamine abstainers.,2024,Brain imaging and behavior,unknown,BOLD variability,impulsivity (general),male methamphetamine abstainers,mediated_through,unclear,reduced ReHo values in the left precentral gyrus,direct,0.85,Mediation analysis indicated that reduced ReHo values in the left precentral gyrus mediated the association between impulsivity and the need for sleep medications.,38914808,vllm:qwen2.5-7b-instruct,high
pubmed,37086305,Barratt Impulsiveness Scale resting-state fMRI,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,unknown,structural connectivity,impulsivity (general),BPD,correlates_with,lower,,direct,0.7,BPD patients showed a lower cortical thickness of the left insula (p = 0.027) that negatively correlated with the Anger Rumination Scale (p = 0.019; r = - 0.450).,37086305,vllm:qwen2.5-7b-instruct,high
pubmed,29101492,Barratt Impulsiveness Scale resting-state fMRI,Intrinsic Network Connectivity Patterns Underlying Specific Dimensions of Impulsiveness in Healthy Young Adults.,2018,Brain topography,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,direct,0.8,There were significant relationships between right frontoparietal network function and all three BIS domains.,29101492,vllm:qwen2.5-7b-instruct,high
pubmed,26364127,Barratt Impulsiveness Scale resting-state fMRI,Neurobiological underpinnings of sensation seeking trait in heroin abusers.,2015,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,"ventromedial prefrontal cortex, dorsolateral prefrontal cortex",functional connectivity,impulsivity (general),heroin abusers,correlates_with,unclear,,direct,0.8,there was stronger coupling between the midbrain and ventromedial prefrontal cortex and weaker coupling between the midbrain and dorsolateral prefrontal cortex in heroin users.,26364127,vllm:qwen2.5-7b-instruct,high
pubmed,33158664,Barratt Impulsiveness Scale resting-state fMRI,Delta resting-state functional connectivity in the cognitive control network as a prognostic factor for maintaining abstinence: An eLORETA preliminary study.,2021,Drug and alcohol dependence,cognitive control network,functional connectivity,impulsivity (general),alcohol-dependent patients,predicts,higher,,direct,0.9,Regression analysis showed that the increased left frontoparietal delta connectivity in the early period of abstinence significantly predicted maintaining abstinence over the ensuing 12 months.,33158664,vllm:qwen2.5-7b-instruct,high
pubmed,28185093,Barratt Impulsiveness Scale resting-state fMRI,Altered spontaneous brain activity in adolescent boys with pure conduct disorder revealed by regional homogeneity analysis.,2017,European child & adolescent psychiatry,unknown,BOLD variability,impulsivity (general),conduct disorder,correlates_with,higher,,direct,0.8,"In the CD group, mean ReHo values in the left and the right insula correlated positively with Barratt Impulsivity Scale (BIS) total scores.",28185093,vllm:qwen2.5-7b-instruct,high
pubmed,25944613,Barratt Impulsiveness Scale resting-state fMRI,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,unknown,functional connectivity,impulsivity (general),abstinent heroin-dependent subjects and nondrug-using subjects,associated_with,higher,imbalanced functional connectivity between β- and δ-networks,direct,0.85,"the functional link between the β- and δ-networks is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity. The imbalanced link is associated with impulsivity",25944613,vllm:qwen2.5-7b-instruct,high
pubmed,23937918,Barratt Impulsiveness Scale resting-state fMRI,Voxel-level comparison of arterial spin-labeled perfusion magnetic resonance imaging in adolescents with internet gaming addiction.,2013,Behavioral and brain functions : BBF,unknown,unknown,impulsivity (general),internet gaming addiction,correlates_with,unclear,,background,0.2,,23937918,vllm:qwen2.5-7b-instruct,medium
pubmed,24971323,Barratt Impulsiveness Scale resting-state fMRI,A functional polymorphism of the MAOA gene modulates spontaneous brain activity in pons.,2014,BioMed research international,unknown,BOLD variability,impulsivity (general),unknown,correlates_with,lower,,direct,0.8,"Compared with the MAOA-H group, the MAOA-L group showed significantly lower ALFFs in the pons. There was a significant correlation between the BIS scores and the ALFF values in the pons for MAOA-L group, but not for the MAOA-H group.",24971323,vllm:qwen2.5-7b-instruct,high
pubmed,26830141,Barratt Impulsiveness Scale resting-state fMRI,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,unknown,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,correlates_with,unclear,,direct,0.75,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",26830141,vllm:qwen2.5-7b-instruct,high
pubmed,24200212,Barratt Impulsiveness Scale resting-state fMRI,Striatal-insula circuits in cocaine addiction: implications for impulsivity and relapse risk.,2013,The American journal of drug and alcohol abuse,unknown,functional connectivity,impulsivity (general),cocaine addiction,associated_with,higher,reduced connectivity in putamen-posterior insula/postcentral gyrus circuits,direct,0.85,"Impulsivity (BIS-11a) was higher in cocaine-addicted participants, an effect that was partially mediated by reduced putamen-posterior insula connectivity in this group.",24200212,vllm:qwen2.5-7b-instruct,high
pubmed,32093319,Barratt Impulsiveness Scale resting-state fMRI,"Random Forest Classification of Alcohol Use Disorder Using fMRI Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,Brain sciences,default mode network,functional connectivity,impulsivity (general),Alcohol Use Disorder,associated_with,higher,,direct,0.85,Individuals with AUD also showed poorer memory performance and increased impulsivity compared to CTL individuals.,32093319,vllm:qwen2.5-7b-instruct,high
pubmed,27688124,Barratt Impulsiveness Scale resting-state fMRI,Association between abnormal default mode network activity and suicidality in depressed adolescents.,2016,BMC psychiatry,default mode network,functional connectivity,impulsivity (general),depressed adolescents,associated_with,unclear,,direct,0.7,"Compared with the healthy controls, all of the evaluated depressed patients showed increased functional connectivity in select DMN regions.",27688124,vllm:qwen2.5-7b-instruct,high
pubmed,28602816,Barratt Impulsiveness Scale resting-state fMRI,Neurobiological correlates of impulsivity in healthy adults: Lower prefrontal gray matter volume and spontaneous eye-blink rate but greater resting-state functional connectivity in basal ganglia-thalamo-cortical circuitry.,2017,NeuroImage,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"greater resting-state functional connectivity between the basal ganglia and thalamus, motor cortices, and prefrontal cortex was associated with worse no-go trial accuracy on the task and with higher BIS-11 motor impulsivity scores",28602816,vllm:qwen2.5-7b-instruct,high
pubmed,20851718,Barratt Impulsiveness Scale resting-state fMRI,Identification of hyperactive intrinsic amygdala network connectivity associated with impulsivity in abstinent heroin addicts.,2011,Behavioural brain research,unknown,functional connectivity,impulsivity (general),abstinent heroin dependent,associated_with,higher,,direct,0.9,"In the HD group, higher impulsivity scores and significantly enhanced iAFC network activity were found, especially in bilateral thalamus, right insula, and inferior frontal gyrus.",20851718,vllm:qwen2.5-7b-instruct,high
pubmed,39756804,Barratt Impulsiveness Scale resting-state fMRI,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,unknown,functional connectivity,impulsivity (general),Bipolar Disorder,associated_with,higher,,direct,0.85,BDSA had higher trait impulsivity than BDNS and the controls.,39756804,vllm:qwen2.5-7b-instruct,high
pubmed,29988765,Barratt Impulsiveness Scale resting-state fMRI,Abnormal degree centrality in chronic users of codeine-containing cough syrups: A resting-state functional magnetic resonance imaging study.,2018,NeuroImage. Clinical,unknown,unknown,impulsivity (general),chronic users of codeine-containing cough syrups,correlated_with,unclear,,direct,0.8,"The degree centrality (DC) changes were correlated to the Barratt Impulsiveness Scale (BIS-11) total score, dose, duration of CCS use, and the age at first use of cough syrups.",29988765,vllm:qwen2.5-7b-instruct,high
pubmed,41207270,Barratt Impulsiveness Scale resting-state fMRI,Sex-specific alterations in brain network topology in methamphetamine use disorder: A graph theory-based fMRI study.,2025,Drug and alcohol dependence,unknown,functional connectivity,impulsivity (general),methamphetamine use disorder,correlates_with,unclear,,indirect,0.7,"Furthermore, significant sex-related main effects were observed in widespread brain areas, involving key nodal metrics such as degree centrality, local efficiency, clustering coefficient, and nodal efficiency. Female patients with MUD demonstrated higher global network measures and showed more extensive nodal metric differences compared to males.",41207270,vllm:qwen2.5-7b-instruct,medium
pubmed,24223847,Barratt Impulsiveness Scale resting-state fMRI,Reduced regional homogeneity in bilateral frontostriatal system relates to higher impulsivity behavior in codeine-containing cough syrups dependent individuals.,2013,PloS one,unknown,BOLD variability,impulsivity (general),codeine-containing cough syrups dependence,correlates_with,higher,,direct,0.8,"There were negative correlations between mean ReHo in the bilateral medial OFC, left dorsal striatum and duration of CCS use, BIS.11 total scores, and the subscale of attentional impulsivity in CCS-dependent individuals.",24223847,vllm:qwen2.5-7b-instruct,high
pubmed,26908392,Barratt Impulsiveness Scale resting-state fMRI,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,correlates_with,lower,,direct,0.85,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",26908392,vllm:qwen2.5-7b-instruct,high
pubmed,25008351,Barratt Impulsiveness Scale resting-state fMRI,Altered intrinsic hippocmapus declarative memory network and its association with impulsivity in abstinent heroin dependent subjects.,2014,Behavioural brain research,unknown,functional connectivity,impulsivity (general),abstinent heroin dependent subjects,correlates_with,higher,"enhanced coherence between hippocampus and non-declarative reward-guided learning memory system, and attenuated intrinsic functional link between hippocampus and top-down control system",direct,0.9,This alteration was furthered found to have behavioral significance over the behavioral index 'impulsivity' measured with Barratt Impulsiveness Scale (BIS).,25008351,vllm:qwen2.5-7b-instruct,high
pubmed,25496980,Barratt Impulsiveness Scale resting-state fMRI,Abnormal regional homogeneity in young adult suicide attempters with no diagnosable psychiatric disorder: a resting state functional magnetic imaging study.,2015,Psychiatry research,unknown,BOLD variability,impulsivity (general),suicide attempters without a psychiatric diagnosis,correlates_with,higher,,direct,0.8,The SA group also had significantly higher total Barratt Impulsiveness Scale scores compared with the HC group.,25496980,vllm:qwen2.5-7b-instruct,high
pubmed,41104323,Barratt Impulsiveness Scale resting-state fMRI,Effect of Precision-based HD-tDCS Over Conventional HD-tDCS in Young-onset Mania: Protocol for an Active Comparison fMRI and TMS Study.,2026,Indian journal of psychological medicine,unknown,unknown,impulsivity (general),young-onset mania,correlates_with,unclear,,indirect,0.5,"By correlating perturbation-induced changes in cortical inhibition paradigms and functional connectivity of cerebral circuits, we aim to introduce a more objective measure of therapeutic efficacy and response, as opposed to relying solely on subjective clinical scales.",41104323,vllm:qwen2.5-7b-instruct,medium
pubmed,35040662,Barratt Impulsiveness Scale fMRI,Role of White Matter Microstructure in Impulsive Behavior.,2022,The Journal of neuropsychiatry and clinical neurosciences,unknown,structural connectivity,nonplanning impulsivity,unknown,correlates_with,lower,,direct,0.85,"Whole-brain total average FA was inversely correlated with motor impulsiveness (r=-0.32, p=0.007) and positively correlated with nonplanning impulsiveness (r=0.29, p=0.02); these correlations were significant after correction for multiple comparisons.",35040662,vllm:qwen2.5-7b-instruct,high
pubmed,37137256,Barratt Impulsiveness Scale fMRI,Transdiagnostic brain correlates of self-reported trait impulsivity: A dimensional structure-symptom investigation.,2023,NeuroImage. Clinical,unknown,structural connectivity,impulsivity (general),"healthy controls, opioid use disorder, cocaine use disorder, borderline personality disorder, schizophrenia",negatively correlated,lower,,direct,0.8,"Volume of the left opercular part of the inferior frontal gyrus (IFG) was negatively related to global impulsivity across the entire sample and specifically to motor impulsivity in the subsample of HCs, OUD and BPD patients.",37137256,vllm:qwen2.5-7b-instruct,high
pubmed,37004979,Barratt Impulsiveness Scale fMRI,Chronic cannabis use alters dACC-striatal glutamatergic balance.,2023,"Pharmacology, biochemistry, and behavior",unknown,unknown,impulsivity (general),chronic cannabis use disorder,correlates_with,unclear,,direct,0.8,"Self-reported BIS and its subscales were significantly altered among the users compared to the controls across the study timeline (total F(1,28) = 7.0, p = 0.013; non-planning F(1,28) = 16.1, p < 0.0005; motor F(1,28) = 5.9, p = 0.022; cognitive F(1,28) = 6.1, p = 0.019).",37004979,vllm:qwen2.5-7b-instruct,high
pubmed,37556131,Barratt Impulsiveness Scale fMRI,Alcohol Cue Processing in Co-Occurring Bipolar Disorder and Alcohol Use Disorder.,2023,JAMA psychiatry,unknown,unknown,impulsivity (general),"BD + AUD, AUD alone, BD alone, healthy controls",associated_with,higher,,direct,0.8,These hypoactivations were associated with increased impulsivity and obsessive-compulsive alcohol craving exclusively among individuals with BD + AUD.,37556131,vllm:qwen2.5-7b-instruct,high
pubmed,34175744,Barratt Impulsiveness Scale fMRI,Brain morphometry in adults with gambling disorder.,2021,Journal of psychiatric research,unknown,unknown,impulsivity (general),Gambling Disorder,correlates_with,unclear,,indirect,,,34175744,vllm:qwen2.5-7b-instruct,medium
pubmed,40630648,Barratt Impulsiveness Scale fMRI,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,unknown,unknown,impulsivity (general),unknown,correlates_with,unclear,,indirect,0.2,"Within the TBI group, amygdala normative percentile and/or amygdala asymmetry index were included in the final models for NSI, SWLS, PCL5, BIS, BPAQ, and ISI.",40630648,vllm:qwen2.5-7b-instruct,medium
pubmed,37080490,Barratt Impulsiveness Scale fMRI,Brain structural abnormalities and trait impulsivity in suicidal and non-suicidal patients with bipolar disorder.,2023,Journal of affective disorders,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,higher,,direct,0.85,"In patients with SA history, higher BIS scores were associated with greater GMV in the left pars triangularis and greater surface area in left pars opercularis (all p < 0.01).",37080490,vllm:qwen2.5-7b-instruct,high
pubmed,15309395,Barratt Impulsiveness Scale fMRI,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,unknown,functional connectivity,motor impulsivity,unknown,correlates_with,lower,,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,15309395,vllm:qwen2.5-7b-instruct,high
pubmed,33360853,Barratt Impulsiveness Scale fMRI,Novel circuit biomarker of impulsivity and craving in male heroin-dependent individuals.,2021,Drug and alcohol dependence,unknown,structural connectivity,impulsivity (general),heroin-dependent individuals,correlates_with,lower,,direct,0.85,"HDI showed significantly weaker tract strength of the left striatum-medial orbitofrontal cortex (mOFC) (Bonferroni corrected, p < 0.05/20 = 0.0025) and significantly higher BIS total, attention, motor, and non-planning scores (Bonferroni corrected, p < 0.05/4 = 0.0125) than controls.",33360853,vllm:qwen2.5-7b-instruct,high
pubmed,38627081,Barratt Impulsiveness Scale fMRI,Neural Correlates of Trait Impulsivity among Adult Healthy Individuals.,2024,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,unknown,structural connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.9,Total BIS scores were significantly and negatively correlated with mean CT values in the left lateral occipital cortex (OC) and LGIs in the inferior frontal gyrus (IFG).,38627081,vllm:qwen2.5-7b-instruct,high
pubmed,35181384,Barratt Impulsiveness Scale fMRI,"Rethinking ""aggression"" and impulsivity in bipolar disorder: Risk, clinical and brain circuitry features.",2022,Journal of affective disorders,unknown,structural connectivity,impulsivity (general),Bipolar Disorder,associated_with,lower,,direct,0.8,"BGA scores were increased by items corresponding to dysregulation of emotional and social behavior and associated with elevated mood states and suicide ideation and GMV decreases in bilateral orbitofrontal cortex and left posterior insula brain regions, previously associated with these behaviors and clinical features.",35181384,vllm:qwen2.5-7b-instruct,high
pubmed,35247193,Barratt Impulsiveness Scale fMRI,Cerebellar Grey Matter Volumes in Reactive Aggression and Impulsivity in Healthy Volunteers.,2023,"Cerebellum (London, England)",unknown,structural connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,Results showed that impulsivity was positively associated with grey matter volumes of the cerebellar vermis and inversely correlated with grey matter volumes of the right posterior lobule.,35247193,vllm:qwen2.5-7b-instruct,high
pubmed,26911382,Barratt Impulsiveness Scale fMRI,Impulsivity in abstinent alcohol and polydrug dependence: a multidimensional approach.,2016,Psychopharmacology,unknown,unknown,impulsivity (general),abstinent substance-dependent individuals,correlates_with,higher,,indirect,0.7,"All participants completed self-report measures of impulsivity: Barratt Impulsiveness Scale, UPPS Impulsive Behaviour Scale, Behaviour Inhibition/Activation System and Obsessive-Compulsive Inventory.",26911382,vllm:qwen2.5-7b-instruct,medium
pubmed,21827861,Barratt Impulsiveness Scale fMRI,Cortical thickness correlates with impulsiveness in healthy adults.,2012,NeuroImage,unknown,unknown,impulsivity (general),unknown,correlates_with,lower,,direct,0.9,"We observed a significant negative correlation between left middle frontal gyrus (MFG) CT and the attention BIS score (FDR p<.05), motor, nonplanning and total BIS score (each p<0.001 uncorrected).",21827861,vllm:qwen2.5-7b-instruct,high
pubmed,29751017,Barratt Impulsiveness Scale fMRI,Differential contributions of cortical thickness and surface area to trait impulsivity in healthy young adults.,2018,Behavioural brain research,unknown,unknown,impulsivity (general),unknown,associated_with,lower,,direct,0.85,"Higher BIS-11 total scores were negatively associated with cortical thickness variations in the left lingual gyrus, left superior temporal gyrus, right cuneus, and right superior parietal gyrus (p < 0.05 cluster-wise probability [CWP] corrected).",29751017,vllm:qwen2.5-7b-instruct,high
