pmid,title,response,mentions_pmid,has_anchored_sentence,unparseable_as_schema,error
36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.," Evidence Summary: The study published in bioRxiv (PMID: 36747838) investigates the relationship between individual differences in impulsive choice, as measured by delay discounting, and functional connectivity in a large sample of youth. Using resting-state fMRI at 3T, the researchers found that higher delay discounting was associated with increased functional connectivity from the left dorsal prefrontal cortex, a hub of the default mode network, to other parts of the default mode network. Additionally, there was reduced connectivity between the dorsal prefrontal cortex and regions in the dorsal and ventral attention networks. These findings suggest that delay discounting in youth is associated with individual differences in relationships both within the default mode network and between the default mode and networks involved in attentional and cognitive control, particularly the dorsal prefrontal cortex. This study provides insights into the neural basis of impulsivity during adolescence.",True,False,True,
39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response."," Evidence Summary:

The study published in Biological Psychiatry (PMID: 39284401) investigates the use of task-based functional magnetic resonance imaging (fMRI) to predict clinical outcomes of repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention in Obsessive-Compulsive Disorder (OCD). Sixty-one adults with OCD were randomized into three groups: left dorsolateral prefrontal cortex (DLPFC), left presupplementary motor area (PMA), and control stimulation at the vertex at low intensity. The Tower of London task and stop signal task were used to assess pretreatment activation during planning and inhibitory control, respectively.

The results showed that for the vertex group, higher activation in several task-relevant regions during planning and response inhibition, and lower error-related activation, corresponded with better short-term clinical improvement. In the DLPFC group, lower precuneus activation with increased planning taskload was correlated with symptom reduction. In the PMA group, higher error-related activation and lower inhibition-related insular-amygdalar",True,True,True,
35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.," Evidence Summary: The study published in The Journal of Neuroscience (PMID: 35277392) investigates the relationship between noradrenaline, originating from the locus coeruleus, and response inhibition, a key executive function. Using magnetization transfer (MT)-sensitive magnetic resonance imaging (MRI) to estimate locus coeruleus integrity, the researchers found a correlation between better response inhibition and locus coeruleus integrity. This association was mediated by stronger connectivity between the presupplementary motor area (preSMA) and the right inferior frontal gyrus (rIFG), two regions involved in inhibitory control. The effect of locus coeruleus integrity on behavior was moderated by age, suggesting that noradrenergic regulation of behavioral control may be particularly important in older adults. This study supports the hypothesis that the locus coeruleus noradrenergic system plays a role in regulating inhibitory control in healthy populations, and may be a potential target for treating impulsivity in clinical populations. However, age and locus coeruleus integrity could be important factors to consider in the development of such treatments.",True,False,True,
29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.," Evidence Summary: The study published in NeuroImage with PMID: 29454934 investigates the time scale properties of functional connectivity during rest and a stop signal task using detrended partial cross-correlation analysis (DPCCA). The results suggest that the time scales of within-network connectivity in the default mode network (DMN) and task networks differ between rest and task, with the time scale increasing during rest versus task in the DMN and vice versa in task networks. In regions of interest analysis, the within-network connectivity time scale of the pre-supplementary motor area, a critical region for proactive inhibitory control and impulsivity, was inversely correlated with Barratt impulsivity and stop signal reaction time. This research provides evidence supporting a role of low-frequency fluctuations of BOLD signals in behavioral control, suggesting that time scale properties of brain networks may vary across mental states.",True,False,True,
40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.," Evidence Summary:

In the study with PMID: 40630648, published in Neurotrauma Reports in 2025, researchers compared participants at risk for trauma-related neurodegeneration due to repeated traumatic brain injuries (TBIs) with a healthy control group. The study assessed various outcomes associated with Alzheimer's disease, including neurocognitive performance, plasma biomarkers, volumetrics, amyloid-beta (Aβ) positron emission tomography (PET), and tau PET.

The TBI group, who had an average of five TBIs, reported significantly higher scores on the Neurobehavioral Symptom Inventory (NSI), Insomnia Severity Index (ISI), Epworth Sleepiness Severity (ESS), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Satisfaction with Life Scale (SWLS), Barratt Impulsivity Scale (BIS), and Buss Perry Aggression Questionnaire (BPAQ) compared to the control group. However",True,False,True,
14572528,Response inhibition and impulsivity: an fMRI study.," Evidence Summary:

The study published in Neuropsychologia (PMID: 14572528) investigates the neural correlates of response inhibition and impulsivity using functional magnetic resonance imaging (fMRI). The research involved 19 normal subjects who performed a Go/NoGo task and completed various impulsivity scales. The results suggest that the right lateral orbitofrontal cortex plays a significant role in response inhibition. Greater activation of paralimbic areas, particularly in the right orbitofrontal cortex, was observed in subjects with higher impulsivity scores and more errors. Conversely, less impulsive individuals activated higher order association areas. The study also found that lower IQ was more important than impulsivity scores in determining errors of commission during the task. The authors propose that neuroimaging of brain activity during the Go/NoGo task may aid in understanding the functional neuroanatomy of response inhibition and could potentially be useful in studying the effects of interventions on response inhibition in clinical conditions such as antisocial personality disorder.",True,False,True,
33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.," In the study with PMID: 33426970, published in The American Journal of Drug and Alcohol Abuse in 2021, the authors conducted a pilot trial to examine the effects of repetitive transcranial magnetic stimulation (rTMS) on opioid use disorder (OUD) patients undergoing methadone maintenance therapy (MMT). The study focused on the impact of rTMS on craving and heroin use behavior, depression, impulsivity, and attention.

The results showed that after 12 weeks of follow-up, active rTMS did not significantly improve heroin use behavior, craving, or urine morphine test results compared to the sham group. However, the active rTMS group demonstrated lower Hamilton Depression Rating Scale (HDRS) scores, better performance on the Barratt Impulsiveness Scale-11 (BIS-11) attentional subscales, and lower commission T-scores (C-TS) on the Continuous Performance Tests (CPTs) compared to the sham group. This suggests that add-on rTMS may have benefited depressive symptoms, impulse control, and",True,False,True,
41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.," Evidence Summary:

The study published in The European Physical Journal. Special Topics (PMID: 41098388) provides an overview of functional connectivity in resting-state fMRI (rs-fMRI) among individuals with opioid use disorder. The review focuses on the impact of opioid addiction on key brain networks, such as the default mode network (DMN), salience network (SN), and executive control network (ECN).

The authors conducted a preliminary study involving 23 healthy controls and 19 patients with opioid use disorder. Each participant underwent an MRI scanning procedure, and the neuroimaging data was processed using the CONN Toolbox. The findings revealed significant disruptions in functional connectivity within DMN and SN networks in individuals with opioid addiction, which are associated with cognitive functions like decision-making and impulse control.

The authors emphasize the need for standardizing research practices, conducting longitudinal randomized studies, and developing a more holistic approach to understanding the effects of heroin addiction. These efforts could contribute to the development of personalized and effective intervention strategies.",True,False,True,
24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.," Evidence Summary:

The study published in Frontiers in Behavioral Neuroscience (PMID: 24834038) investigates the relationship between impulsivity and brain functional connectivity in typically developing children. Using magnetic resonance imaging (MRI) at rest and parent-reported impulsivity scores, the researchers found that higher impulsivity scores were negatively correlated with functional connectivity in two clusters within the default mode network (DMN), specifically the posterior cingulate cortex and the right angular gyrus. Furthermore, the study revealed that the impulsivity trait modulated the classic network of correlating and anti-correlating areas with respect to the DMN, suggesting a reduced anti-phasic relation between the DMN and action-related network in high impulsive children. This research provides initial evidence that impulsivity, as a personality trait, exerts a modulatory influence over the functional connectivity of resting state brain networks in typically developing children. The study bridges developmental approaches and behavioral neuroscience, offering insights into how differences in brain structure and functions may reflect in differences in behavior.",True,False,True,
28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.," Evidence Summary: The study published in NeuroImage with PMID: 28189592 investigates the relationship between frontostriatal white matter connectivity and reward and motor impulsivity. The research found a double dissociation, where individual differences in white matter connectivity between the ventral striatum and ventromedial prefrontal cortex and dorsolateral prefrontal cortex were associated with reward impulsivity, as measured by delay discounting. On the other hand, connectivity between the dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa. This suggests that different types of impulsivity may be driven by distinct frontostriatal neural circuitry, and that structural connectivity can account for a significant amount of behavioral variation in impulsivity.",True,False,True,
31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.," Evidence Summary: The study published in Addiction Biology (PMID: 31886611) investigates the neural changes associated with Internet Gaming Disorder (IGD) using longitudinal magnetic resonance imaging (MRI) assessments. The research involved 18 individuals with IGD and 18 controls, with a mean age of 23.8 and 23.9 years, respectively.

The results showed that individuals with IGD had reduced gray matter volume in the anterior/middle cingulate cortex compared to controls during both initial and follow-up assessments. Additionally, they exhibited decreased functional connectivity (FC) between the left dorsal putamen and left medial prefrontal cortex (mPFC) compared to controls. However, during the follow-up, there was an increase in FC strength between the right dorsal putamen and right middle occipital gyrus (MOG) in individuals with IGD.

Furthermore, a significant correlation was found between changes in the dorsal putamen-MOG FC and gaming time per day in individuals with IGD. These findings suggest that IGD is associated with altered functional neural",True,False,True,
28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.," Evidence Summary: The study published in Scientific Reports (PMID: 28860514) investigates the association between delay discounting (DD), a measure of impulsivity, and the fractional amplitude of low-frequency fluctuations (fALFF) and resting-state functional connectivity (RSFC) in late adolescence. Using resting-state functional magnetic resonance imaging (RS-fMRI) on 228 high school students, the researchers found that higher DD was associated with increased fALFF in the dorsal anterior cingulate cortex (dACC), a region involved in conflict monitoring and strategy adaptation. Additionally, DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a critical functional circuit in the cognitive control network. These effects remained significant even after accounting for general intelligence and trait impulsivity. This study suggests that fALFF and RSFC may serve as functional brain bases for DD in late adolescents, contributing to a better understanding of the neural underpinnings of impulsivity.",True,False,True,
34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.," Evidence Summary:

The study published in Chronic Stress (PMID: 34993375) investigates the association between unique brain networks and the risk of contracting COVID-19. Using functional magnetic resonance imaging scans from a cohort of 3662 participants, the researchers identified six fingerprints associated with COVID-19 positive status. These fingerprints indicate lower integration across brain modules and increased segregation, particularly in the central executive, ventral salience, dorsal salience, default mode, subcortical, and sensorimotor networks.

The findings suggest that individuals with reduced connectivity in top-down attention and executive networks, along with increased internal connectivity in introspective and instinctive networks, may be at higher risk of COVID-19 infections. These identified risk networks could potentially be targeted for treatment of illnesses with impulse control deficits. However, further research is needed to confirm these findings and explore their implications for understanding and managing COVID-19 risk.",True,False,True,
37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.," Evidence Summary:

The study published in the Journal of Behavioral Addictions (PMID: 37561637) investigates the neurobiological mechanisms of gambling disorder, focusing on frontostriatal connectivity and key neurotransmitter systems. Fifteen individuals with gambling disorder and 17 healthy controls were compared using resting-state functional connectivity MRI and positron emission tomography (PET) scans.

The results indicate that individuals with gambling disorder exhibit a loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC). Furthermore, there was a significant Group x right NAcc interaction in right DLPFC 11C-MADAM binding, suggesting abnormal serotonin function in this connection. This finding was confirmed in voxelwise analyses showing a widespread Group x right NAcc interaction in the prefrontal cortex 11C-MADAM binding.

Interestingly, right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder, suggesting a link between serotonerg",True,False,True,
22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.," Evidence Summary: The study published in Behavioral and Brain Functions (PMID: 22901705) investigates the brain functions in individuals with Internet Gaming Addiction (IGA) using Resting-State Functional Magnetic Resonance Imaging (fMRI) and Regional Homogeneity (ReHo) measures. The results suggest that compared to healthy controls, IGA subjects exhibit enhanced brain synchronization in regions associated with sensory-motor coordination, such as the brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. Conversely, IGA subjects show decreased brain synchronization in regions responsible for visual and auditory functions, including temporal, occipital, and parietal brain regions. These findings suggest that long-term online game playing may alter brain functions, particularly in areas related to sensory-motor coordination and visual/auditory processing. However, further research is needed to fully understand the neurobiological underpinnings of IGA.",True,False,True,
41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.," Evidence Summary:

The study published in Frontiers in Neurology (PMID: 41281564) investigates the relationships between structural injury and task-based corticomuscular connectivity (CMC) in individuals with early subacute stroke. The research used simultaneous electroencephalography (EEG) and electromyography (EMG) recordings during a grip task, focusing on CMC between electrodes overlying sensorimotor cortical regions and affected upper-extremity musculature.

The results showed no significant structure-function associations across the entire group. However, when the participants were divided into subgroups based on the severity of corticospinal tract (CST) injury and integrity, specific associations were observed. In the mild-moderate CST injury subgroup, greater injury correlated with higher coherence between the supplementary motor area and the affected extensor digitorum in the high beta frequency band (ρ = 0.83, p = 0.001). Conversely, in the subgroup with higher CST integrity, CST integrity positively related to coherence between the ipsilesional primary",True,False,True,
38002468,Insula Connectivity Abnormalities Predict Impulsivity in Chronic Heroin Use Disorder: A Cross-Sectional Resting-State fMRI Study.," In the study with PMID: 38002468, published in Brain Sciences in 2023, researchers investigated the relationship between impulsivity and neuroimaging in individuals with chronic heroin use disorder (HUD). The study involved 24 male HUD patients and 16 healthy controls. The Barratt Impulsiveness Scale (BIS-11) and resting-state functional magnetic resonance imaging (rs-fMRI) were used. The insula was used as a seed point to understand the association between trait impulsivity and its neural correlates.

The results showed that individuals with HUD had higher total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity compared to the control group. The study further found significant positive correlations between changes in functional connectivity (FC) between the right insula and the lateral occipital cortex and the right angular gyrus with total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity. On the other hand, changes in FC between the left insula and the left superior frontal gyrus and left frontopolar brain region were negatively correlated with",True,False,True,
15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.," In the study with PMID: 15309395, published in the European Archives of Psychiatry and Clinical Neuroscience in 2004, the authors investigated the relationship between impulsiveness and brain activity during a Go/No-Go task using functional magnetic resonance imaging (fMRI). The results showed that regions such as the right middle frontal gyrus and the inferior parietal lobe were activated during No-Go trials, consistent with previous neuroimaging studies. A negative correlation was found between the motor impulsiveness score from the Barratt Impulsiveness Scale-11 (BIS-11) and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC). This suggests that the RDLPFC may be a key area for individual capacity for response inhibition, with less activity in this region associated with higher levels of impulsiveness.",True,False,True,
34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.," In the study with PMID: 34461353, published in the Journal of Psychiatric Research in 2021, the authors investigated the relationship between impulsivity and risk-taking behavior in individuals with Attention-Deficit/Hyperactivity Disorder (ADHD). Using a Bayesian modeling approach and functional magnetic resonance imaging (fMRI) data, they found that impulsivity in ADHD patients is associated with overhasty updating of beliefs during risk learning. Specifically, they observed a significant correlation between the degree of overhasty learning and the Barratt Impulsiveness Scale (BIS) scores. Furthermore, they developed a connectome-based predictive model (CPM) that predicted the degree of overhasty learning, with the 'hub nodes' in the predictive network being in the frontal lobe, including the orbitofrontal area. This suggests that weak functional connectivity to the dorso-lateral prefrontal and orbitofrontal lobes may be predictive of the degree of overhasty learning in ADHD patients.",True,False,True,
28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.," Evidence Summary: The study published in Psychiatry Research (PMID: 28783574) investigates the relationship between impulsivity and compulsivity personality traits and performance on the Go/No-Go task, a measure of response inhibition. Sixty-three healthy participants were divided into two groups based on their false alarm rates in the Go/No-Go task. The results showed that participants with high false alarms (H-FA) displayed a high-risk strategy of responding and higher scores in the Maudsley Obsessional Compulsive Questionnaire (MOCI) Total and MOCI Checking subscale compared to participants with low false alarms (L-FA). However, no relationship was found between the Go/No-Go task and the Barratt Impulsiveness Scale (BIS-11). The study suggests that the Go/No-Go task may be more closely related to compulsivity than impulsivity, and further research is needed to better understand and differentiate these personality traits.",True,False,True,
37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.," Evidence Summary:

Impulsivity, a key feature of Borderline Personality Disorder (BPD), has been associated with alterations in resting-state functional connectivity (rs-FC) within and between several brain networks, as revealed by resting-state functional magnetic resonance imaging (rs-fMRI) studies. Specifically, abnormal rs-FC has been observed in the default mode network (DMN), salience network (SN), and central executive network (CEN) in BPD individuals compared to healthy controls. Additionally, selective functional impairments have been noted in regions such as the bilateral amyggdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex. However, the findings are limited by the observational design, small sample sizes, high rates of concurrent comorbidities and medications, and heterogeneity across imaging methodologies, which may affect the generalizability of the results. Further research using multimodal methodologies and longitudinal designs is needed to better understand the neural correlates of BPD and its impulsivity symptoms.

PMID: 37673288",True,False,True,
37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk."," Evidence Summary:

The study published in Behavioral Sciences (PMID: 37887440) explores the role of neurophysiological, neuroimaging, and neuropsychological measures in understanding alcohol use disorder (AUD) and associated risks. Seven articles were included in this special issue, each focusing on specific topics such as EEG source functional connectivity, delta event-related oscillations, prefrontal cortex volume trajectories, fMRI response inhibition, reward network functional connectivity, epigenetic effects, and machine learning predictions of alcohol-related memory problems.

One of the articles (i) used EEG source functional connectivity, neuropsychological functioning, and impulsivity measures to classify AUD. This suggests that these measures could potentially be used to predict AUD risk.

The study also highlights the relationship between delta event-related oscillations and a history of extreme binge drinking in adolescence and lifetime suicide risk (ii). This finding indicates a potential link between impulsivity, alcohol use, and suicide risk.

Overall, this special issue provides valuable insights into the neural mechanisms underlying AUD and its risk, emphasizing the utility of various",True,False,True,
38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.," Evidence Summary:

The review article published in the Journal of Addictive Diseases (PMID: 38468374) focuses on the functional connectivity alterations observed in individuals with Internet Gaming Disorder (IGD) using functional magnetic resonance imaging (fMRI). The study, conducted between 2020 and January 2023, identified 18 relevant studies through a systematic search in PubMed and Embase databases.

The main findings suggest that individuals with IGD exhibit significant changes in functional connectivity in various brain regions, including the prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex, and striatum. These changes may contribute to impulsivity issues, such as the loss of inhibitory control in decision-making, and the transformation of leisure activities into dependence.

However, the review highlights the need for more long-term, comparative studies across different age groups to gain a comprehensive understanding of the effects of video game addiction on various stages of human development. The study underscores the potential negative impacts of uncontrolled technology use among the young population and emphasizes",True,False,True,
32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.," Evidence Summary:

The study published in Cortex (PMID: 32987241) investigates the relationship between intrinsic functional connectivity of the default mode network (DMN) and cognitive control network (CCN) and changes in cognitive control behaviors over a two-year period. The research involved 109 healthy individuals aged 8 to 38 years, who were tested twice using fMRI to assess intrinsic functional connectivity of the CCN and DMN, and a validated cognitive battery.

The findings suggest that increased within-network connectivity through central and left DMN is associated with improved memory performance. Additionally, decreased connectivity between posterior parietal CCN and DMN nodes, and decreased connectivity between left and right dorsolateral prefrontal nodes, was associated with improved cognitive performance. These associations were found to be age and gender controlled, indicating that age-independent plastic changes in intrinsic connectivity through these networks directly relate to changing behavior. This study implies that targeting intrinsic connectivity could potentially be a mechanism to improve cognitive function.",True,False,True,
41098856,The CB1 receptor: linking impulsivity and substance use disorder.," Evidence Summary: The review article titled ""The CB1 receptor: linking impulsivity and substance use disorder"" (PMID: 41098856) published in Frontiers in Neuroscience in 2025, discusses the role of the cannabinoid receptor type 1 (CB1R) in impulsivity and its association with substance use disorders (SUDs). The CB1R, which is highly concentrated in the basal ganglia, hippocampus, and cerebellum, modulates synaptic transmission and plays a crucial role in neuroplasticity during adolescence, a period characterized by heightened impulsivity and increased vulnerability to SUDs. The review suggests that while the prefrontal cortex is traditionally associated with self-control, subcortical structures such as the hippocampus and cerebellum, rich in CB1R, also contribute to the regulation of impulsive behavior. CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition, all processes critical to the emergence of impulsive traits and drug-seeking behavior. The article proposes a distributed CB1R-",True,False,True,
