record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
11,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,right nucleus accumbens (NAcc) and right dorsolateral prefrontal cortex (DLPFC),functional connectivity,unknown,,associated with,unclear,serotonergic function,unclear,,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,sensory-motor coordination,unknown,unknown,,enhanced,unclear,long-time online game playing,unclear,,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
13,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,cortical and muscular systems,structural connectivity,unknown,stroke,associations,unclear,structural injury modulates task-based corticomuscular connectivity,unclear,,"In the mild-moderate CST injury subgroup (n = 11), greater injury correlated with higher coherence between electrodes overlying the supplementary motor area and affected extensor digitorum (high beta: ρ = 0.83, p = 0.001). Similarly, in the subgroup depicting higher CST integrity (n = 9), CST integrity positively related to coherence between electrodes overlying the ipsilesional primary motor cortex and affected biceps (low beta: r = 0.94, p = 0.0001).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
1,38002468,Insula Connectivity Abnormalities Predict Impulsivity in Chronic Heroin Use Disorder: A Cross-Sectional Resting-State fMRI Study.,2023,Brain sciences,Barratt Impulsiveness Scale resting-state fMRI,insula,functional connectivity,impulsivity (general),Heroin Use Disorder,correlation,higher,,unclear,,"Changes in FC between the right insula and the lateral occipital cortex and the right angular gyrus were significantly positively correlated with total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
2,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,['Right dorsolateral prefrontal cortex (RDLPFC)'],unknown,motor impulsivity,,Negative correlation,unclear,,unclear,,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
3,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,"frontal lobe, including the orbitofrontal area",unknown,impulsivity (general),Attention-deficit/hyperactivity disorder (ADHD),associated with,unclear,overhasty updating of beliefs during risk learning,unclear,,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),,Does not predict,unclear,,unclear,,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"['default mode network (DMN)', 'salience network (SN)', 'central executive network (CEN)']",functional connectivity,unknown,,observed,unclear,,unclear,,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
6,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,,functional connectivity,unknown,,association,unclear,,unclear,,"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex, striatum",functional connectivity,unknown,,changes,unclear,,unclear,,"Conclusion, the brain regions with the most significant changes in functional connectivity in individuals with IGD symptoms are the prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
8,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,"['Default Mode Network (DMN)', 'Cognitive Control Network (CCN)']",functional connectivity,unknown,,['Associated with'],higher,,unclear,,"We found that increased within-network connectivity through central and left DMN was associated with increased memory performance. Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,"['basal ganglia', 'hippocampus', 'cerebellum']",unknown,unknown,,contributes to the modulation of,unclear,CB1R signaling,unclear,,"CB1R signaling in these regions influences decision-making, reward sensitivity, and response inhibition-all processes critical to the emergence of impulsive traits and drug-seeking behavior.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus,functional connectivity,unknown,,positive association,unclear,,unclear,,There was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
11,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,with and without childhood ADHD,expanded functional connectivity,unclear,,unclear,,"IGD subjects without childhood ADHD showed expanded functional connectivity between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
12,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,left anterior putamen,functional connectivity,impulsivity (general),,disconnection,unclear,,unclear,,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
13,31907881,Human Brain Imaging Links Dopaminergic Systems to Impulsivity.,2020,Current topics in behavioral neurosciences,motor impulsivity functional connectivity,striatal D2-type dopamine receptors,unknown,motor impulsivity,,correlation,unclear,,unclear,,"Low levels of striatal and midbrain D2-type receptor availability correlate with self-reported impulsivity, whereas striatal D2-type receptor availability shows positive correlation with motor response inhibition and cognitive flexibility.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,amygdala,functional connectivity,impulsivity (general),Borderline Personality Disorder,association,higher,,unclear,,"Reduced functional connectivity was found in BPD between amygdala and frontal pole, precuneus and temporal pole. This functional connectivity alterations correlated with Barratt Impulsiveness Scale (p=0.020; r=-0.447).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
2,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,,unknown,impulsivity (general),,,unclear,,unclear,,"Here, an eight-week mindfulness intervention did not reduce impulsivity on the Barratt Impulsiveness Scale (BIS-11)",no,evidence_strength not a number,yes,yes,no,,,,,,,,,
3,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,Right lateral prefrontal cortex,unknown,impulsivity (general),,Reduced,unclear,,unclear,,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
4,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),Alcohol-related problems,Predictor,unclear,,unclear,,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
5,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,"Amygdala, Dorsolateral Prefrontal Cortex (DLPFC), Inferior Frontal Gyrus, Dorsal Anterior Cingulate Cortex, Anterior Insula",functional connectivity,impulsivity (general),,Positively correlated,unclear,,unclear,,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
6,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,,functional connectivity,unknown,,significantly different,unclear,,unclear,,"We found that this relationship varied across brain regions in a way that is consistent across animals, with delays increasing by600 ms towards posterior cortical regions. Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
7,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,"default network, attentional network",functional connectivity,unknown,,positively correlated,unclear,impaired effortful control and decreased response inhibition of impulsivity,unclear,,Functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
8,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"['Salience Network', 'Central Executive Network', 'Default Mode Network']",functional connectivity,impulsivity (general),neurodevelopmental difficulties in cognition and behavior,associated with,unclear,,unclear,,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
9,38451271,Trait anxiety and corresponding neuromarkers predict internet addiction: A longitudinal study.,2024,Journal of behavioral addictions,trait impulsivity functional connectivity,"cognitive control and emotion-regulation circuits, default mode network (DMN)",functional connectivity,unknown,,correlated with,unclear,,unclear,,CPM results revealed that the functional connectivity of cognitive control and emotion-regulation circuits and DMN were significantly correlated with TA.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
10,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,,unknown,unknown,,mediates,unclear,executive functions and driving self-regulation,unclear,,Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
11,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,"['Default mode network (DMN)', 'Ventral attention network (VAN)', 'Sensorimotor network (SMN)', 'Limbic network (LN)']",BOLD variability,unknown,,Comparison,unclear,,unclear,,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
12,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,subthalamic nucleus,unknown,unknown,,causally implicated in increasing,higher,deep brain stimulation,unclear,,Stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,no,evidence_strength not a number,yes,yes,no,,,,,,,,,
13,33304251,Neural Basis of Increased Cognitive Control of Impulsivity During the Mid-Luteal Phase Relative to the Late Follicular Phase of the Menstrual Cycle.,2020,Frontiers in human neuroscience,ADHD impulsivity resting-state fMRI connectivity,"['dorsal striatum', 'dorsal lateral prefrontal cortex']",functional connectivity,impulsivity (general),,regulates,unclear,,unclear,,"Discount rate (transformed k) correlated with functional connectivity between the DS and dorsal lateral prefrontal cortex (dlPFC), consistent with previous findings indicating that DS-dlPFC circuitry may regulate impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
1,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,"['ventral medial prefrontal cortex', 'δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex)', 'β-network (regions of the reward system involved in the mesocorticolimbic pathway)']",functional connectivity,impulsivity (general),"['abstinent heroin-dependent subjects', 'nondrug-using subjects']",influence,unclear,,unclear,,"We demonstrated that through functional connectivity with the ventral medial prefrontal cortex, the δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex) and the β-network (regions of the reward system involved in the mesocorticolimbic pathway), jointly influence impulsivity measured by the Barratt impulsiveness scale scores.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,
