pmid,title,response,mentions_pmid,has_anchored_sentence,unparseable_as_schema,error
39218589,[A review of functional electrical stimulation based on brain-computer interface].,"The abstract discusses the application of functional electrical stimulation (FES) based on brain-computer interfaces (BCIs) for individuals with motor dysfunction due to central nervous system damage. This method aims to bridge the gap between neural signals and muscle contractions, thereby promoting nerve function recovery. The review covers three main areas: BCI paradigms, FES parameters, and rehabilitation efficacy. 

In terms of BCI paradigms, the review highlights various methods used to interpret neural signals, which are crucial for initiating FES. FES parameters, such as the timing and intensity of electrical impulses, are also discussed, emphasizing their importance in achieving effective muscle contractions and limb movements. The efficacy of this approach in rehabilitation is noted, particularly for conditions like stroke and spinal cord injury, where traditional rehabilitation methods may be less effective due to long treatment cycles and high costs.

While the abstract does not directly address impulsivity, it indirectly touches upon the neural mechanisms involved in motor control, which can be related to impulsivity in certain contexts. Impulsivity often involves difficulties in controlling actions and behaviors, which could be improved through better motor control facilitated by FES and BCIs. Future developments in this technology are anticipated to enhance its effectiveness and accessibility, potentially leading to more comprehensive treatments for neurological disorders.",False,False,True,
37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.","This study investigates the neural correlates of emotion dysregulation, impulsivity, and anger rumination in individuals with Borderline Personality Disorder (BPD). The research focuses on the amygdala and insula, two key limbic structures involved in emotional processing and regulation. 

The study included 28 BPD patients and 28 matched healthy controls who underwent brain MRI scans and neuropsychiatric assessments. Key findings include:

1. **Amygdala Volume**: Female BPD patients exhibited reduced right amygdala volumes, which correlated with measures of emotion regulation difficulties, depression, and rumination. This suggests that amygdala volume reductions may be particularly relevant for understanding emotional and behavioral dysregulation in women with BPD.

2. **Insula Cortical Thickness**: BPD patients showed a lower left insula cortical thickness, which negatively correlated with the Anger Rumination Scale. This indicates that structural changes in the insula might contribute to the tendency to ruminate over feelings of anger.

3. **Functional Connectivity**: Reduced functional connectivity was observed between the amygdala and several regions, including the frontal pole, precuneus, and temporal pole, in BPD patients. These connectivity alterations correlated with measures of anger rumination and impulsivity, suggesting that disrupted communication between these brain",False,False,True,
37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,"This study investigates the triple network model of psychopathology, which suggests that altered connectivity between the Salience Network (SN), Central Executive Network (CEN), and Default Mode Network (DMN) may underlie neurodevelopmental conditions. The research was conducted on a transdiagnostic cohort of 175 children (60 girls) experiencing neurodevelopmental difficulties, including hyperactivity/impulsivity and inattention, as well as a comparison group of 60 children (33 girls).

Using resting-state functional Magnetic Resonance Imaging (fMRI) data, the researchers found that hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in the at-risk children. Conversely, in the comparison group, hyperactivity/impulsivity was linked to decreased functional connectivity between the CEN and DMN. These findings were consistent across different adult parcellations of brain function and even when applying more stringent criteria for motion during the imaging process.

The results indicate that altered connectivity within these networks may characterize transdiagnostic neurodevelopmental difficulties, particularly hyperactivity/impulsivity. The authors propose that these connectivity patterns could arise from delayed network segregation, difficulties in sustaining CEN activity necessary for regulating behavior, or a heightened developmental mismatch",False,False,True,
40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.","This study, identified by PMID:40297839, explores the relationship between impulsivity and subsequent substance use (specifically tobacco and marijuana) in adolescents through the lens of hippocampal functional connectivity (rsFC). The research utilized data from the Adolescent Brain Cognitive Development (ABCD) study, focusing on resting-state fMRI scans to assess the connectivity of the hippocampus with several key brain networks, including the cingulo-parietal network, visual network, sensory-motor network, and default mode network (DMN).

The study found that baseline hippocampal rsFC with these networks had marginal associations with future substance use. More importantly, it demonstrated that hippocampal rsFC was significantly related to impulsivity, which then predicted higher levels of substance use at follow-up. This suggests that hippocampal connectivity may mediate the link between impulsivity and substance use behaviors in adolescents.

The findings highlight the potential role of hippocampal functional connectivity in understanding the neural mechanisms underlying risk behaviors such as substance use. This research underscores the importance of considering brain connectivity when developing interventions aimed at reducing substance use among adolescents.",True,False,True,
24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,"This study, published in 2014 in Frontiers in Behavioral Neuroscience (PMID: 24834038), explores the relationship between impulsivity and brain functional connectivity in typically developing children. Using magnetic resonance imaging (MRI) to measure brain functional connectivity at rest and impulsivity scores derived from parent-reported questionnaires, the researchers identified specific areas within the default mode network (DMN) that showed negative correlations with impulsivity scores. Specifically, they found that the posterior cingulate cortex and the right angular gyrus had reduced functional connectivity with other regions in high-impulsive children compared to their low-impulsive counterparts.

The study also observed that the typical anti-phasic relationship between the DMN and the action-related network was diminished in children with higher levels of impulsivity. This suggests that impulsivity may influence the way different brain networks interact during rest, potentially reflecting underlying differences in cognitive and emotional processing.

Overall, this research provides novel insights into how individual differences in personality traits can shape brain function in a developmentally typical population, bridging the gap between psychological assessments and neuroimaging techniques.",True,False,True,
34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,"This study, identified by PMID: 34993375, explores the relationship between brain networks and the risk of COVID-19 infection among a general population sample of 3662 participants from the UK Biobank. Using functional magnetic resonance imaging (fMRI) data, the researchers computed whole-brain functional connectomes and applied a network-informed machine learning approach to identify specific brain network patterns associated with positive COVID-19 status.

The findings indicate that individuals with reduced connectivity in top-down attention and executive networks, along with increased internal connectivity in introspective and instinctive networks, are at a higher risk of contracting COVID-19. Specifically, the study found that:

1. Reduced connectivity was observed between the central executive and ventral salience networks, as well as between the dorsal salience and default mode networks.
2. Increased internal connectivity was noted within the default mode, ventral salience, subcortical, and sensorimotor networks.
3. Enhanced connectivity was observed between the ventral salience, subcortical, and sensorimotor networks.

These results suggest that individuals with certain brain network configurations may be more susceptible to COVID-19 due to potential differences in their cognitive and emotional processing. The study highlights the importance",True,False,True,
28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,"This study, published in 2017 in Psychiatry Research (PMID: 28783574), investigated the relationship between performance on the Go/No-Go task and personality traits related to impulsivity and compulsivity. The Go/No-Go task is used to measure inhibitory control, specifically the ability to withhold inappropriate responses. The researchers divided 63 healthy participants into two groups based on their false alarm rates during the task. They then assessed these participants using the Barratt Impulsiveness Scale (BIS-11) and the Maudsley Obsessional Compulsive Questionnaire (MOCI).

The findings indicated that participants with higher false alarm rates (H-FA) exhibited a higher risk-taking strategy and scored higher on the MOCI Total and MOCI Checking subscales, which are associated with compulsive behaviors. Importantly, there was no significant correlation between Go/No-Go task performance and scores on the BIS-11, which measures various aspects of impulsivity. This suggests that while the Go/No-Go task can provide insights into compulsive tendencies, it may not be as effective in measuring general impulsivity.

The study highlights the complexity of distinguishing between impulsivity and compulsivity, as evidenced by the lack of",True,False,True,
29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,"This study, identified by PMID: 29442271, investigates the functional connectivity (FC) within the basal ganglia network (BGN) in healthy older adults, focusing on its relationship with dopaminergic processes and other factors such as impulsive behavior. Using resting-state functional magnetic resonance imaging (fMRI) data from 486 participants in the Whitehall-II imaging sub-study, the researchers employed both region-of-interest (ROI) and voxel-based approaches to analyze FC patterns. 

The findings indicate that age is the primary factor significantly associated with changes in FC within the BGN, suggesting that alterations in the dopaminergic system might contribute to these changes. However, the study did not find any specific dopamine-related functions that could explain the observed FC variations beyond what is already evident in healthy aging. Notably, the study did not identify a unique link between FC in the BGN and impulsive behavior, indicating that while age-related changes in the BGN are influenced by dopaminergic processes, impulsive behavior does not appear to play a distinct role in modulating these connections in healthy aging individuals.",True,False,True,
12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.","This study, identified by PMID: 12860356, investigates the relationship between impulsivity and neuroimaging markers in individuals with Borderline Personality Disorder (BPD), specifically focusing on gender differences. The research involved 64 BPD subjects (20 males, 44 females) and 57 control participants (36 males, 21 females), all assessed using structured interviews for Axis I and II disorders, including BPD, and suicidal histories. Behavioral impulsivity and aggression were measured using various scales such as the Buss-Durkee Hostility Inventory, Barratt Impulsiveness Scale, and the Minnesota Multiphasic Personality Inventory-Psychopathic Deviate subscale.

Key findings include:
- Male BPD subjects showed significantly reduced prolactin responses to D,L-fenfluramine (FEN) compared to controls, whereas female BPD subjects did not show this difference.
- Both impulsivity and aggression predicted prolactin responses.
- When impulsivity was controlled for, the effect of BPD diagnosis on prolactin response was no longer significant.
- Among male subjects, impulsivity and aggression were inversely related to changes in prolactin levels (delta-prolactin and peak-prolactin responses), but",True,False,True,
41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,"This mini-review, published in *The European Physical Journal. Special Topics* (PMID: 41098388), explores the functional connectivity in resting-state functional magnetic resonance imaging (rs-fMRI) among individuals with opioid use disorder (OUD). The study highlights how opioid addiction affects key brain networks, particularly the default mode network (DMN), salience network (SN), and executive control network (ECN).

The review begins by discussing the neurological basis of opioid addiction and the principles of rs-fMRI, along with the various methodologies used in such research. It also addresses the inconsistencies and methodological challenges that can complicate the interpretation of findings. The authors then present their own research, which involved 42 participants—23 healthy controls and 19 patients with OUD. Each participant underwent MRI scans including structural, resting-state, and task sequences, with data processed using the CONN Toolbox in MATLAB.

Key findings indicate significant disruptions in functional connectivity within the DMN and SN networks in individuals with OUD. These networks play crucial roles in cognitive functions such as decision-making and impulse control. The review concludes by stressing the need for standardized research practices, longitudinal randomized studies, and a more comprehensive approach to understanding the effects of heroin addiction. Such efforts are essential",True,False,True,
34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,"This study, identified by PMID: 34964209, investigates the neural mechanisms underlying impulsivity in individuals with Complex Posttraumatic Stress Disorder (CPTSD). The research employed a Go/NoGo response inhibition task using both functional magnetic resonance imaging (fMRI) and electroencephalogram (EEG) to examine neural activity in CPTSD patients (n=30), PTSD patients (n=40), and healthy controls (n=40).

Key findings indicate reduced bilateral thalamic activation in CPTSD patients compared to both PTSD patients and healthy controls during inhibition tasks. Notably, there were no significant differences in functional connectivity between the thalamus and other cognitive control regions among the three groups. Additionally, no group differences were observed in EEG responses.

These results suggest that CPTSD is characterized by distinct neural processes in inhibitory control, particularly involving the thalamus, which may contribute to the impulsivity often observed in this condition. This finding highlights the importance of the thalamus in understanding the neural underpinnings of response inhibition in CPTSD and differentiates it from PTSD, where no such differences were found.",True,False,True,
32699511,Neurobiological mechanisms underlying internet gaming disorder .,"The review by Kuss and Griffiths (2020) [PMID: 32699511] provides a comprehensive overview of the neurobiological mechanisms underlying Internet Gaming Disorder (IGD). The authors highlight several key findings from brain imaging studies that suggest similarities between IGD and other forms of addiction. Specifically, they note that IGD is associated with:

1. **Activation in Reward Regions**: Studies show increased activity in brain regions linked to reward processing, such as the ventral striatum, when gamers are exposed to game-related cues or experience cravings. These findings point to the involvement of dopamine-mediated reward pathways.

2. **Impaired Impulse Control and Decision Making**: Reduced activity in areas responsible for impulse control and decision-making, such as the prefrontal cortex, indicates difficulties in inhibitory control and rational decision-making among individuals with IGD.

3. **Reduced Functional Connectivity**: There is a decrease in functional connectivity within brain networks that play crucial roles in cognitive control, executive function, motivation, and reward processing. This suggests disruptions in the coordination between different brain regions necessary for these functions.

4. **Structural Changes**: The review also mentions structural alterations, including reductions in gray-matter volume and white-matter density, which could contribute to",True,False,True,
14572528,Response inhibition and impulsivity: an fMRI study.,"This 2003 study, identified by PMID: 14572528, utilized functional magnetic resonance imaging (fMRI) to investigate the neural correlates of response inhibition in a group of 19 healthy participants. The participants were assessed using various measures of impulsivity, including the Eysenck's Impulsivity Scale, Barratt's Impulsivity Scale (BIS), and behavioral impulsivity tasks. The researchers found that during the Go/NoGo task, the most prominent neural response was in the right lateral orbitofrontal cortex, with additional activations observed in the superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, and inferior parietal lobule, predominantly on the right side.

The study revealed that individuals with higher scores on impulsivity scales and those who made more errors during the task showed increased activation in paralimbic areas, particularly the right orbitofrontal cortex. In contrast, less impulsive individuals and those with fewer errors activated higher-order association areas. While exploratory factor analysis did not reveal a single dimension of impulsivity, the strong correlation between right orbital activation and Eysenck's impulsivity score suggested that greater engagement of the right orbitofrontal cortex was necessary for maintaining",True,False,True,
10570690,What is attention-deficit/hyperactivity disorder?,"The abstract from the 1999 article by Swanson et al. (PMID: 10570690) highlights the core symptoms of Attention-Deficit/Hyperactivity Disorder (ADHD), which include significant impairments in sustained attention and impulsivity, alongside overactivity. Impulsivity is a critical aspect of ADHD, often manifesting as difficulty in controlling actions and emotions. Neuroimaging studies have suggested that individuals with ADHD might exhibit differences in the circuitry involving frontal cortical-basal ganglia connections, though the specificity and robustness of these findings are still under investigation. While the abstract does not provide extensive details on neuroimaging techniques used, it underscores the importance of understanding the neural basis of ADHD, particularly in relation to impulsivity. The authors also note that ADHD symptoms are heritable but highlight the need for further research into the exact etiological factors and optimal treatment strategies.",True,False,True,
39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,"This study, identified by the PMID 39424632, explores the use of deep learning techniques to enhance the classification of Attention Deficit Hyperactivity Disorder (ADHD) using dynamic resting-state functional connectivity (rs-fMRI) analysis. The research employs a novel deep learning network called Skip-Vote-Net, which leverages dynamic connectivity patterns derived from rs-fMRI data. The study involved 222 participants from the NYU dataset within the ADHD-200 database, including both ADHD and typically developing children (TDC).

The methodology involves constructing functional connectivity matrices from overlapping segments using Pearson's correlation between mean time series of 116 regions of interest defined by the AAL 116 atlas. Skip-Vote-Net uses a majority voting mechanism to classify ADHD from TDC and further distinguishes between the inattentive subtype (ADHDI) and the predominantly combined subtype (ADHDC).

The study evaluates the method across four classification scenarios, achieving high accuracy rates. For the balanced and unbalanced classification cases, the mean classification accuracies were 97% ± 1.87 and 97.7% ± 2.2, respectively. The accuracy for discriminating between ADHDI and ADHDC",True,False,True,
31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,"This study, identified by PMID: 31073695, explores the neural correlates of binge drinking using resting-state functional connectivity (RSFC) analysis in young adults. The research focuses on the altered connectivity within key brain networks involved in reward processing, salience detection, and top-down control. Specifically, the study found that binge drinkers (BDs) showed increased connectivity between the striatal reward regions (nucleus accumbens and caudate nucleus) and the orbitofrontal cortex and anterior cingulate cortex (ACC), which is consistent with previous findings in alcohol use disorders (AUDs). This enhanced connectivity might reflect alcohol-motivated appetitive behaviors. In contrast, BDs exhibited reduced connectivity between the inferior frontal cortex (IFC) and the hippocampus, which correlated with higher levels of craving. This reduced connectivity suggests difficulties in inhibitory control and the inability to recall the negative consequences of heavy drinking, potentially contributing to the continuation of binge drinking behaviors. The findings highlight the importance of network-level dysregulation in the development and maintenance of binge drinking patterns, providing insights into the neurobiological mechanisms underlying this form of alcohol consumption.",True,False,True,
27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,"This study, published in 2017 in the journal *Brain Imaging and Behavior* (PMID: 27743376), explores the relationship between impulsivity and cortical folding in healthy young adults. The researchers utilized magnetic resonance imaging (MRI) to measure the local gyrification index (LGI) and assessed impulsivity using the Barratt Impulsiveness Scale (BIS-11). They found that impulsivity, particularly in its attention, motor, and non-planning subdomains, was positively correlated with cortical folding in various brain regions, including the postcentral gyrus, cingulate gyrus, precentral gyrus, inferior frontal gyrus, middle temporal gyrus, superior parietal gyrus, and occipital gyrus. These findings suggest that alterations in early brain development, as indicated by cortical folding, may contribute to higher levels of impulsivity in healthy individuals. Additionally, the study revealed gender-specific differences in the correlation between BIS-11 scores and LGI in certain frontal gyri, highlighting the importance of considering sex when studying these relationships. Overall, this research underscores the potential of cortical folding as a marker of early brain development and its relevance to understanding impulsivity in young adults.",True,False,True,
35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,"This study, identified by the PMID 35277392, investigates the relationship between the locus coeruleus (LC) noradrenergic system and inhibitory control in older adults. The research employs magnetization transfer (MT)-sensitive magnetic resonance imaging (MRI) to assess LC integrity and examines how this integrity influences response inhibition through connectivity changes in specific brain regions.

The study involved 63 healthy adults aged 50 years or older who performed a Stop-Signal Task (SST). Key findings include:

1. **Locus Coeruleus Integrity and Response Inhibition**: Better response inhibition was found to be correlated with higher integrity of the locus coeruleus.
   
2. **Prefrontal Connectivity**: Stronger connectivity between the presupplementary motor area (preSMA) and the right inferior frontal gyrus (rIFG) was observed in individuals with better response inhibition. However, no significant correlation was found with the volumes of prefrontal cortical regions.

3. **Mediation Effect**: The study confirms that the effect of locus coeruleus integrity on response inhibition is partially mediated by changes in connectivity within the prefrontal cortex. This mediation effect was moderated by age, indicating that the influence of LC integrity on inhibitory control varies depending",True,False,True,
39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,"This study, as reported in the article with PMID 39315326, investigates the neural mechanisms underlying cognitive control impairments in adolescents with Internet Gaming Disorder (IGD). The researchers used functional magnetic resonance imaging (fMRI) to analyze resting-state brain networks in a sample of 44 adolescents diagnosed with IGD and 50 healthy controls. Key findings include:

1. **Impulsivity Correlation**: Adolescents with IGD exhibited higher impulsivity scores, which were positively correlated with the severity of their IGD (r = 0.6350, p < 0.001).

2. **Brain Network Alterations**: The study identified alterations in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r = 0.4307, p = 0.0021; r = -0.5147, p = 0.0034). Additionally, there was decreased resting-state activity in the Dorsal Attention Network (DAN), linked to attentional dysregulation in IGD (r = 0.4071, p = 0.0017).

3",True,False,True,
39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,"This PubMed abstract discusses the role of oxidative stress (OS) and the gut-brain axis in the pathogenesis of Attention Deficit Hyperactivity Disorder (ADHD), particularly in adults with comorbid conditions. The study highlights that individuals with ADHD often exhibit reduced levels of key antioxidant enzymes such as glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as lower total antioxidant status (TOS) compared to healthy controls. The review also emphasizes the bidirectional interaction between the nervous system and gut microbiota through the gut-brain axis, suggesting that dietary interventions aimed at improving gut health might help manage ADHD symptoms and associated comorbidities like depression, criminal behavior, and anxiety. The findings suggest that addressing oxidative stress and gut microbiota could be a promising approach for developing more targeted treatments for ADHD. Further research is needed to explore the therapeutic potential of these interventions.",False,False,True,
