record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
11,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,,unknown,unknown,,,unclear,,unclear,,"Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,,,,"The sentence describes the mechanism of FES based on BCI but does not specify a clear phenotype or feature. The direction and directness are unclear as the sentence does not explicitly state the relationship between the patient's intentions and muscle contractions. Additionally, the sentence suggests a broader benefit than the extracted claim, indicating overclaiming.",
12,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,amygdala and insula,functional connectivity,unknown,BPD patients,correlation,lower,alterations in amygdala and insula,indirect,moderate,"Amygdala and insula are altered in BPD patients, and these two limbic structures are implicated in specific neuropsychiatric symptoms, such as difficulty in emotion regulation, depression, anger and depressive rumination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,The sentence does not provide a specific phenotype-feature association with a correlation and a direction. It also mentions alterations in the amygdala and insula but does not establish a direct relationship between these brain regions and the given phenotype-feature association.,
13,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"Salience Network (SN), Central Executive Network (CEN), Default Mode Network (DMN)",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental difficulties,connectivity between networks,higher,"delayed network segregation, difficulties sustaining CEN activity to regulate behavior, and/or a heightened developmental mismatch between neural systems",indirect,moderate,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,increased,The sentence mentions increased functional connectivity between networks but does not specify the exact direction for all comparisons. It also introduces the concept of 'comparison children' which is not specified in the original claim.,
14,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,hippocampus,functional connectivity,unknown,adolescence,mediates,unclear,hippocampal rsFC with brain networks,unclear,marginal associations and significant associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use. Additionally, hippocampal rsFC was significantly associated with impulsivity, which, in turn, predicted higher substance use at follow-up.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,no,no,no,yes,tobacco and marijuana use,hippocampal rsFC with brain networks,indirect,"The sentence mentions associations between hippocampal rsFC and future substance use, but it also introduces an intermediate variable (impulsivity) that mediates the relationship. The direction of causality is not clear, and the directness of the relationship is not supported as the sentence does not directly link hippocampal rsFC to substance use.",
15,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network (DMN),functional connectivity,impulsivity (general),typically developing children,modulation,lower,alteration of functional connectivity,direct,strong,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states a negative correlation between impulsivity scores and functional connectivity in the default mode network, which aligns with the extracted claim.",
16,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,"central executive, ventral salience, dorsal salience, default mode, subcortical, sensorimotor networks",functional connectivity,unknown,"pandemic up to February fourth, 2021",association,higher,not explicitly stated in the abstract,indirect,moderate,"More specifically, COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks; 2) increased internal connectivity within the default mode, ventral salience, subcortical and sensorimotor networks; and 3) increased connectivity between the ventral salience, subcortical and sensorimotor networks.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,COVID-19 positive status,connectivity,reduced or increased,"The sentence clearly states associations between COVID-19 positive status and various types of connectivity, though it does not specify 'directness' in the context of the claim.",
17,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,predicts,higher,,indirect,moderate,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence states that no relation was found, which contradicts the claim of prediction. It also does not specify a phenotype or feature type, making it impossible to directly support the claim.",
18,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,basal ganglia network,functional connectivity,unknown,none,association,lower,alterations of the dopaminergic system,indirect,moderate,Age was the only correlate of FC in the BGN that was consistently significant with both analyses.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,age,functional connectivity,lower,"The sentence indicates that age is the only correlate of functional connectivity (FC) in the basal ganglia network (BGN), but it does not specify the direction of the relationship or directly state the relationship between age and FC. It also overclaims by suggesting alterations of the dopaminergic system as a mechanism.",
19,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,central serotonergic system,unknown,unknown,community setting,predicts,lower,diminished central serotonergic function,indirect,moderate,Impulsivity and aggression were inversely related to delta-prolactin and peak-prolactin responses among male but not female subjects.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity,prolactin responses,inverse,"The sentence mentions an inverse relationship between impulsivity and prolactin responses, but it does not specify that this relationship predicts diminished central serotonergic function. It also does not directly state that the relationship is with male subjects only.",
20,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN)",functional connectivity,unknown,resting-state fMRI,disruption,unclear,influences the functional connectivity of key brain networks,direct,preliminary,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,yes,yes,opioid addiction,,unclear,,
21,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,thalamus,unknown,unknown,compared to PTSD and healthy controls,reduced,unclear,involvement in response inhibition,indirect,initial evidence,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,CPTSD,thalamic activation,reduced,"The sentence directly states that there was reduced bilateral thalamic activation in participants with CPTSD compared to PTSD and controls during inhibition trials, which supports the phenotype (CPTSD), feature type (thalamic activation), and relationship (reduced). However, the directness is marked as false because the sentence does not explicitly state that this is a direct measurement of the phenotype-feature relationship.",
22,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,impulse control areas,functional connectivity,unknown,neurobiological correlates,reduced activity,lower,impulsive behavior,indirect,moderate,reduced activity in impulse control areas and impaired decision making,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,yes,no,yes,impulsive behavior,decision making,lower,"The sentence mentions reduced activity in impulse control areas and impaired decision making, which supports the feature (decision making) and relationship (reduced activity). However, it does not directly state a phenotype, and the directness is indirect as it does not explicitly link the feature to the phenotype.",
23,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,"right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule",unknown,unknown,normal subjects performing a Go/NoGo task,association between BOLD response and impulsivity scores,higher,engagement of right orbitofrontal cortex needed to maintain behavioral inhibition in impulsive individuals,direct,strong,"Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,no,no,yes,yes,no,no,impulsivity scores,BOLD response,greater,"The sentence supports an association between impulsivity scores and BOLD response, indicating that higher impulsivity is associated with greater activation in paralimbic areas. However, the sentence does not directly name the brain regions involved, making directness_supported=false.",
24,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,frontal cortical-basal ganglia connections,functional connectivity,unknown,neuropsychological and neurobiologic studies,suggests,unclear,not specified in the abstract,indirect,suggestive,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,ADHD,functional connectivity,unclear,"The sentence suggests a potential difference in the circuitry involving frontal cortical-basal ganglia connections in individuals with ADHD, which partially supports the claim. However, it does not directly state the phenotype (ADHD) and the direction of the relationship is unclear. The relationship is indirectly supported, and there is an overclaim as the mechanism is not specified.",
25,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,resting-state fMRI,functional connectivity,unknown,classification of ADHD from typically developing children (TDC),Skip-Vote-Net leverages dynamic connectivity analysis,unclear,majority voting mechanism,direct,high,"In this study, we introduce Skip-Vote-Net, a novel deep learning-based network designed for classifying ADHD from typically developing children (TDC) by leveraging dynamic connectivity analysis on rs-fMRI data collected from 222 participants included in the NYU dataset within the ADHD-200 database.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,yes,no,ADHD,dynamic connectivity analysis on rs-fMRI data,unclear,"The sentence supports the feature type and the relationship with Skip-Vote-Net, but it does not explicitly mention the phenotype or provide a clear direction. The directness is supported as the method is directly described.",
26,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,reward-salience and top down control networks,functional connectivity,unknown,young adult binge (BD) and light (LD) drinkers,association,lower,dysregulation of neurofunctional networks,indirect,moderate,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors. Conversely, BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,binge drinkers (BD),connectivity,enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC; lower connectivity between the IFC and hippocampus,The sentence provides information about connectivity changes but does not directly state the relationship with a specific phenotype. The direction of the relationship is mixed and not clearly stated. The directness is also not supported as the sentence is indirect.,
27,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,indirect,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),cortical folding,higher,"The sentence provides evidence of an association between impulsivity (as measured by BIS subscores) and cortical folding in various brain regions. However, the feature type is not explicitly named as 'cortical folding', and the directness is marked as indirect since the evidence is derived from BIS subscores rather than directly measuring impulsivity.",
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,"locus coeruleus, prefrontal cortex",unknown,unknown,healthy adults,mediates,higher,functional connectivity between prefrontal regions,indirect,moderate,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses correlation with locus coeruleus integrity and connectivity between brain regions, but does not directly address the mediation of noradrenergic regulation of inhibitory control as claimed. It also does not specify a clear phenotype or feature type, and the relationship and direction are not clearly supported.",
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,"Executive Control Network (ECN), Salience Network (SN), Dorsal Attention Network (DAN)",functional connectivity,impulsivity (general),adolescents,correlation,higher,"impulsivity in IGD subjects shows a positive correlation with the severity of IGD, linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN",indirect,strong,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence directly states a positive correlation between impulsivity and the severity of IGD, which aligns with the claim. It also mentions a decrease in functional connectivity between the SN and ECN, supporting the feature type and direction.",
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,nervous system,unknown,attentional impulsivity,adults with comorbid conditions,plays a critical role in the development and manifestation of ADHD symptoms,unclear,"reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS)",direct,strong,"Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms. Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,no,no,yes,attentional impulsivity,antioxidant enzymes and total antioxidant status,unclear,"The sentence supports the relationship between oxidative stress and ADHD symptoms, mentions the reduced levels of key antioxidant enzymes and diminished total antioxidant status, which aligns with the extracted claim. However, it does not specify the feature type, direction, or directness of the relationship, and it overclaims by mentioning a group difference without directly linking it to the phenotype-feature association.",
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus and right middle frontal gyrus,functional connectivity,unknown,impulsivity,positive association,higher,mediation by ImpSS,indirect,moderate,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,no,BMI,functional connectivity,higher,"The sentence clearly states a positive association between BMI and functional connectivity, which matches the claim. However, the direction is not directly stated as 'higher' but can be inferred from the context. The directness is marked as false because the sentence does not explicitly state that the association is direct.",
