source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,39218589,motor impulsivity functional connectivity,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,,unknown,unknown,,,unclear,,unclear,,"Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements.",39218589,single_stage:qwen2.5-7b-instruct,
pubmed,37086305,Barratt Impulsiveness Scale resting-state fMRI,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,amygdala and insula,functional connectivity,unknown,BPD patients,correlation,lower,alterations in amygdala and insula,indirect,moderate,"Amygdala and insula are altered in BPD patients, and these two limbic structures are implicated in specific neuropsychiatric symptoms, such as difficulty in emotion regulation, depression, anger and depressive rumination.",37086305,single_stage:qwen2.5-7b-instruct,high
pubmed,37992501,impulsivity neuroimaging functional connectivity,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,"Salience Network (SN), Central Executive Network (CEN), Default Mode Network (DMN)",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental difficulties,connectivity between networks,higher,"delayed network segregation, difficulties sustaining CEN activity to regulate behavior, and/or a heightened developmental mismatch between neural systems",indirect,moderate,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",37992501,single_stage:qwen2.5-7b-instruct,high
pubmed,40297839,impulsivity resting-state fMRI functional connectivity,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,hippocampus,functional connectivity,unknown,adolescence,mediates,unclear,hippocampal rsFC with brain networks,unclear,marginal associations and significant associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use. Additionally, hippocampal rsFC was significantly associated with impulsivity, which, in turn, predicted higher substance use at follow-up.",40297839,single_stage:qwen2.5-7b-instruct,
pubmed,24834038,impulsivity resting-state fMRI functional connectivity,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,default mode network (DMN),functional connectivity,impulsivity (general),typically developing children,modulation,lower,alteration of functional connectivity,direct,strong,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,24834038,single_stage:qwen2.5-7b-instruct,
pubmed,34993375,trait impulsivity functional connectivity,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)","central executive, ventral salience, dorsal salience, default mode, subcortical, sensorimotor networks",functional connectivity,unknown,"pandemic up to February fourth, 2021",association,higher,not explicitly stated in the abstract,indirect,moderate,"More specifically, COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks; 2) increased internal connectivity within the default mode, ventral salience, subcortical and sensorimotor networks; and 3) increased connectivity between the ventral salience, subcortical and sensorimotor networks.",34993375,single_stage:qwen2.5-7b-instruct,
pubmed,28783574,Barratt Impulsiveness Scale neuroimaging,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,,unknown,unknown,,predicts,higher,,indirect,moderate,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",28783574,single_stage:qwen2.5-7b-instruct,
pubmed,29442271,impulsivity fMRI functional connectivity,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,basal ganglia network,functional connectivity,unknown,none,association,lower,alterations of the dopaminergic system,indirect,moderate,Age was the only correlate of FC in the BGN that was consistently significant with both analyses.,29442271,single_stage:qwen2.5-7b-instruct,high
pubmed,12860356,Barratt Impulsiveness Scale neuroimaging,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,central serotonergic system,unknown,unknown,community setting,predicts,lower,diminished central serotonergic function,indirect,moderate,Impulsivity and aggression were inversely related to delta-prolactin and peak-prolactin responses among male but not female subjects.,12860356,single_stage:qwen2.5-7b-instruct,high
pubmed,41098388,impulsivity resting-state fMRI functional connectivity,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,"default mode network (DMN), salience network (SN)",functional connectivity,unknown,resting-state fMRI,disruption,unclear,influences the functional connectivity of key brain networks,direct,preliminary,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,41098388,single_stage:qwen2.5-7b-instruct,
pubmed,34964209,impulsivity fMRI functional connectivity,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,thalamus,unknown,unknown,compared to PTSD and healthy controls,reduced,unclear,involvement in response inhibition,indirect,initial evidence,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",34964209,single_stage:qwen2.5-7b-instruct,
pubmed,32699511,impulsivity fMRI functional connectivity,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulse control areas,functional connectivity,unknown,neurobiological correlates,reduced activity,lower,impulsive behavior,indirect,moderate,reduced activity in impulse control areas and impaired decision making,32699511,single_stage:qwen2.5-7b-instruct,
pubmed,14572528,Barratt Impulsiveness Scale fMRI,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,"right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule",unknown,unknown,normal subjects performing a Go/NoGo task,association between BOLD response and impulsivity scores,higher,engagement of right orbitofrontal cortex needed to maintain behavioral inhibition in impulsive individuals,direct,strong,"Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas.",14572528,single_stage:qwen2.5-7b-instruct,high
pubmed,10570690,attentional impulsivity functional connectivity,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,frontal cortical-basal ganglia connections,functional connectivity,unknown,neuropsychological and neurobiologic studies,suggests,unclear,not specified in the abstract,indirect,suggestive,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",10570690,single_stage:qwen2.5-7b-instruct,high
pubmed,39424632,impulsivity resting-state fMRI functional connectivity,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,resting-state fMRI,functional connectivity,unknown,classification of ADHD from typically developing children (TDC),Skip-Vote-Net leverages dynamic connectivity analysis,unclear,majority voting mechanism,direct,high,"In this study, we introduce Skip-Vote-Net, a novel deep learning-based network designed for classifying ADHD from typically developing children (TDC) by leveraging dynamic connectivity analysis on rs-fMRI data collected from 222 participants included in the NYU dataset within the ADHD-200 database.",39424632,single_stage:qwen2.5-7b-instruct,
pubmed,31073695,impulsivity resting state functional connectivity,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,reward-salience and top down control networks,functional connectivity,unknown,young adult binge (BD) and light (LD) drinkers,association,lower,dysregulation of neurofunctional networks,indirect,moderate,"BDs exhibited enhanced connectivity between the striatal reward areas and the orbitofrontal cortex and the ACC, which is consistent with AUD studies and may be indicative of alcohol-motivated appetitive behaviors. Conversely, BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.",31073695,single_stage:qwen2.5-7b-instruct,
pubmed,27743376,Barratt Impulsiveness Scale fMRI,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,indirect,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.). BIS motor score was positively correlated with LGI in the left superior temporal, lingual and supramarginal gyrus (each p < 0.05 CWP corr.). BIS non-planning score showed a positive correlation with LGI in the pars opercularis of the right inferior frontal gyrus and the left middle temporal, precentral and superior parietal gyrus (each p < 0.05 CWP corr.).",27743376,single_stage:qwen2.5-7b-instruct,
pubmed,35277392,motor impulsivity functional connectivity,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,"locus coeruleus, prefrontal cortex",unknown,unknown,healthy adults,mediates,higher,functional connectivity between prefrontal regions,indirect,moderate,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",35277392,single_stage:qwen2.5-7b-instruct,
pubmed,39315326,Barratt Impulsiveness Scale resting-state fMRI,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,"Executive Control Network (ECN), Salience Network (SN), Dorsal Attention Network (DAN)",functional connectivity,impulsivity (general),adolescents,correlation,higher,"impulsivity in IGD subjects shows a positive correlation with the severity of IGD, linked to impairments in the ECN and a decrease in functional connectivity between the SN and ECN",indirect,strong,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",39315326,single_stage:qwen2.5-7b-instruct,
pubmed,39339712,attentional impulsivity functional connectivity,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,nervous system,unknown,attentional impulsivity,adults with comorbid conditions,plays a critical role in the development and manifestation of ADHD symptoms,unclear,"reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS)",direct,strong,"Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms. Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",39339712,single_stage:qwen2.5-7b-instruct,
pubmed,27896939,trait impulsivity functional connectivity,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",right inferior frontal gyrus and right middle frontal gyrus,functional connectivity,unknown,impulsivity,positive association,higher,mediation by ImpSS,indirect,moderate,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",27896939,single_stage:qwen2.5-7b-instruct,
pubmed,39592983,attentional impulsivity resting-state fMRI,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,"default mode network (DMN), salience networks (SN)",dynamic connectivity,attentional impulsivity,drug-naïve children,abnormal stability of dynamic functional architecture,higher,Stroop test performance correlated with decreased FS in the bilateral SFG,direct,strong,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN); (2) increased dFC between the bilateral SFG of DMN and the left insula of salience networks (SN) (GRF, voxel-wise p < 0.001, cluster-wise p < 0.05); (3) decreased dFC between the right MTG and the left cerebellum posterior lobe, and (3) worse performance in the Stroop test that significantly correlate with decreased FS in the bilateral SFG (p = 0.043, FDR corrected).",39592983,single_stage:qwen2.5-7b-instruct,high
pubmed,25944613,Barratt Impulsiveness Scale resting-state fMRI,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,"ventral medial prefrontal cortex, δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex), β-network (regions of the reward system involved in the mesocorticolimbic pathway)",functional connectivity,impulsivity (general),abstinent heroin-dependent subjects vs. nondrug-using subjects,influence,unclear,the imbalanced link between the β- and δ-networks is associated with impulsivity in abstinent heroin-dependent subjects,direct,strong,"In control nondrug-using subjects, the functional link between the β- and δ-networks is balanced, and the δ-network competitively controls impulsivity. However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",25944613,single_stage:qwen2.5-7b-instruct,
pubmed,38468374,impulsivity fMRI functional connectivity,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,alterations,higher,"uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence",direct,moderate,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,38468374,single_stage:qwen2.5-7b-instruct,
pubmed,28423021,Barratt Impulsiveness Scale fMRI,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,"fronto-parietal network, inferior parietal lobule, right dorsolateral prefrontal cortex (DLPFC), anterior cingulate cortex",unknown,unknown,,correlation,higher,impulsivity scores associated with brain activity in specific regions,direct,moderate,"Specifically, higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate contex. Higher attention impulsivity was associated with a smaller proactive control effect in the right DLPFC.",28423021,single_stage:qwen2.5-7b-instruct,
pubmed,36963562,impulsivity resting-state fMRI functional connectivity,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,resting-state brain,functional connectivity,impulsivity (general),,association,higher,,indirect,moderate,"The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity, more sensitivity to punishment/reward, and altered resting-state brain functional connectivity among brain areas implicated previously in cognitive processes.",36963562,single_stage:qwen2.5-7b-instruct,0.95
pubmed,36747838,attentional impulsivity resting-state fMRI,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,"default mode network, dorsal and ventral attention networks",functional connectivity,impulsivity (general),adolescence,association,higher,connectivity patterns emanating from the left dorsal prefrontal cortex,indirect,moderate,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",36747838,single_stage:qwen2.5-7b-instruct,
pubmed,37884552,trait impulsivity functional connectivity,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,fronto-temporal-limbic regions,unknown,unknown,Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),alterations,unclear,serotonergic and endocannabinoid signaling systems,indirect,moderate,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD.,37884552,single_stage:qwen2.5-7b-instruct,
pubmed,28040671,motor impulsivity resting-state fMRI,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,subthalamic nucleus,unknown,unknown,subjects with obsessive compulsive disorder who have undergone deep brain stimulation of the limbic and associative subthalamic nucleus,causally implicated,unclear,shifts evidence accumulation towards a functional less cautious style,direct,strong,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,28040671,single_stage:qwen2.5-7b-instruct,
pubmed,39284401,attentional impulsivity functional connectivity,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,"dorsolateral prefrontal cortex, presupplementary motor area, bilateral amygdala, precuneus, insula",functional connectivity,unknown,repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention psychotherapy,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity predict treatment response,higher,task-based functional magnetic resonance imaging-derived measures of task-related brain activation or functional connectivity during planning and inhibition-related processes are associated with clinical response for specific rTMS conditions in OCD,indirect,moderate,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.",39284401,single_stage:qwen2.5-7b-instruct,0.95
pubmed,39756804,Barratt Impulsiveness Scale resting-state fMRI,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,prefrontal cortex,functional connectivity,impulsivity (general),bipolar disorder with or without a history of suicide attempts,association,lower,specific PFC-based FC alterations,indirect,moderate,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,39756804,single_stage:qwen2.5-7b-instruct,
pubmed,37058964,trait impulsivity functional connectivity,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,,unknown,impulsivity (general),,mediation,unclear,"executive functions, reflective functioning, and driving self-regulation",indirect,moderate,"Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors. Executive functions, reflective functioning, and driving self-regulation mediated the relationship between motor impulsivity and driving errors.",37058964,single_stage:qwen2.5-7b-instruct,
pubmed,19758706,Barratt Impulsiveness Scale neuroimaging,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,,unknown,impulsivity (general),non-suicidal self-injury (NSSI),association,higher,,indirect,moderate,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",19758706,single_stage:qwen2.5-7b-instruct,0.95
pubmed,29277650,impulsivity resting-state fMRI functional connectivity,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,brain-wide,functional connectivity,unknown,"simultaneous resting-state measurements of electrophysiology, along with calcium and hemodynamic imaging",hemodynamic signal is significantly correlated with FC measured by calcium,higher,regional variation in the hemodynamic response,indirect,moderate,"Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",29277650,single_stage:qwen2.5-7b-instruct,
pubmed,26908392,Barratt Impulsiveness Scale resting-state fMRI,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,ventral striatum,functional connectivity,impulsivity (general),ASPD,association,lower,low MAO-A level in the VS,indirect,moderate,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",26908392,single_stage:qwen2.5-7b-instruct,
pubmed,36912839,trait impulsivity resting-state fMRI,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,functional connectome,unknown,unknown,"neurodevelopmental conditions (ASD, ADHD, OCD)",association,higher,resting-state functional magnetic resonance imaging (fMRI),indirect,moderate,"For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",36912839,single_stage:qwen2.5-7b-instruct,
pubmed,24373553,Barratt Impulsiveness Scale neuroimaging,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,,unknown,unknown,,association,higher,,indirect,moderate,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",24373553,single_stage:qwen2.5-7b-instruct,high
pubmed,33426970,Barratt Impulsiveness Scale neuroimaging,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,dorsolateral prefrontal cortex,unknown,impulsivity (general),opioid use disorder undergoing methadone maintenance therapy,association,lower,repetitive transcranial magnetic stimulation,indirect,moderate,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",33426970,single_stage:qwen2.5-7b-instruct,
