pmid,title,response,mentions_pmid,has_anchored_sentence,unparseable_as_schema,error
36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,"This study, published as a preprint on bioRxiv (PMID: 36747838), explores the neural correlates of impulsivity in youth through the lens of delay discounting, a behavioral measure of impulsive decision-making. The research involved 293 participants aged 9 to 23 years who completed a delay discounting task and had their brain activity measured using resting-state functional MRI (fMRI) at 3 Tesla.

The findings indicate that individual differences in delay discounting, which is a key aspect of impulsivity, are linked to specific patterns of functional connectivity within the brain. Specifically, the study found that variability in delay discounting was associated with increased connectivity from the left dorsal prefrontal cortex (dPFC) to other parts of the default mode network (DMN). Simultaneously, there was a reduction in connectivity between the dPFC and regions in the dorsal and ventral attention networks.

These results suggest that the default mode network, particularly the dorsal prefrontal cortex, plays a crucial role in modulating impulsive behavior. The dPFC, being a hub of the DMN, appears to influence the balance between default mode processes and those related to attention and cognitive control. This balance seems to be disrupted in",True,False,True,
39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.","This study explores the use of repetitive transcranial magnetic stimulation (rTMS) combined with exposure with response prevention therapy for treating obsessive-compulsive disorder (OCD). The researchers utilized task-based functional magnetic resonance imaging (fMRI) to predict treatment response based on pretreatment brain activity patterns. They randomized 61 adults with OCD into three groups: one receiving rTMS over the left dorsolateral prefrontal cortex, another over the left presupplementary motor area, and a control group receiving low-intensity stimulation at the vertex.

The study employed two tasks: the Tower of London task for assessing planning and the stop signal task for evaluating inhibitory control. Using a Bayesian region-based approach, they analyzed task-related brain activation and functional connectivity between task-relevant regions and the bilateral amygdala.

Key findings include:
- For the vertex group, higher activation in certain task-relevant regions during planning and response inhibition, along with lower error-related activation, correlated with better short-term clinical improvement.
- In the dorsolateral prefrontal cortex group, lower activation in the precuneus with increased planning taskload was linked to symptom reduction.
- In the presupplementary motor area group, higher error-related activation and lower inhibition-related insular-amygdalar connectivity were associated with symptom reduction",False,False,True,
35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,"This study, identified by the PMID 35277392, investigates the relationship between the locus coeruleus (LC) noradrenergic system and inhibitory control in older adults. The researchers used magnetization transfer (MT)-sensitive magnetic resonance imaging (MRI) to assess LC integrity and examined how this relates to response inhibition performance using a Stop-Signal Task (SST). They found that better response inhibition was associated with higher LC integrity and stronger connectivity between the presupplementary motor area (preSMA) and the right inferior frontal gyrus (rIFG). Importantly, the effect of LC integrity on response inhibition was partially mediated by prefrontal connectivity, and this mediation was moderated by age. 

The findings support the hypothesis that the LC noradrenergic system plays a crucial role in regulating inhibitory control, both in healthy older adults and potentially in clinical settings. The study highlights the importance of considering age and LC integrity when evaluating noradrenergic treatments aimed at improving behavioral control in impulsive individuals. These results align with previous psychopharmacological and genetic evidence suggesting a noradrenergic influence on behavioral control.",True,False,True,
29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,"This study, identified by the PMID 29454934, investigates the time scale properties of functional connectivity within the brain's default mode network (DMN) and task networks using a novel method called detrended partial cross-correlation analysis (DPCCA). The research involved 68 participants who underwent functional magnetic resonance imaging (fMRI) scans both at rest and during a stop signal task. 

The key findings indicate that the time scales of connectivity within the DMN and task networks exhibit opposite trends when comparing rest and task conditions. Specifically, the time scale of connectivity increases during rest relative to task in the DMN, whereas it increases during task relative to rest in task networks. This suggests that the brain's functional connectivity patterns adapt dynamically depending on the mental state.

Furthermore, the study found that the time scale of connectivity within the pre-supplementary motor area (a region crucial for proactive inhibitory control) was inversely related to Barratt impulsivity scores and stop signal reaction times. Barratt impulsivity is a measure of impulsivity, and stop signal reaction time reflects the speed and efficiency of inhibitory control. These results suggest that alterations in the time scale of connectivity within specific brain regions might be associated with individual differences in impulsivity and cognitive control.

Overall, this",True,False,True,
40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,"This study aimed to identify a biological signature of trauma-related neurodegeneration following repeated traumatic brain injuries (TBIs) compared to healthy controls. The research utilized a comprehensive assessment protocol including MRI, PET scans for tau and Aβ, blood draws, subjective symptom reports, and objective neurocognitive assessments. The participants included individuals with a history of multiple TBIs and a healthy control group.

Key findings indicate that there were no statistically significant differences between the TBI group and the control group in terms of neurocognitive outcomes, Aβ or tau PET results, MRI volumetrics, or plasma biomarkers. However, the TBI group exhibited significantly higher scores on subjective symptom measures such as the Neurobehavioral Symptom Inventory (NSI), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Buss Perry Aggression Questionnaire (BPAQ), Epworth Sleepiness Severity (ESS), and Insomnia Severity Index (ISI).

Notably, within the TBI group, amygdala normative percentile and/or amygdala asymmetry index were associated with several symptom domains, suggesting that cortical volumetrics, particularly in the amygdala, could serve as a more viable early biomarker of chronic symptom burden in this",False,False,True,
14572528,Response inhibition and impulsivity: an fMRI study.,"This 2003 study, identified by PMID: 14572528, utilized functional magnetic resonance imaging (fMRI) to investigate the neural correlates of response inhibition in a group of 19 healthy subjects performing a Go/NoGo task. The participants also completed various impulsivity scales and behavioral tasks to assess their trait impulsivity. The results showed that the right lateral orbitofrontal cortex was particularly active during response inhibition, along with other regions such as the superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, and inferior parietal lobule, which were predominantly on the right side.

The study found that individuals with higher scores on impulsivity scales and those making more errors during the task exhibited greater activation in paralimbic areas, specifically the right orbitofrontal cortex. Conversely, less impulsive individuals and those with fewer errors activated higher-order association areas. The researchers noted that lower intelligence quotient (IQ) was more influential than impulsivity scores in determining errors of commission during the task.

Exploratory factor analysis did not reveal a single dimension of impulsivity, but there was a strong association between posterior orbital activation and Eysenck's impulsivity score, suggesting that greater engagement of the right orbitof",True,False,True,
33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,"This study investigated the effects of repetitive transcranial magnetic stimulation (rTMS) on individuals with opioid use disorder (OUD) who were undergoing methadone maintenance therapy (MMT). The research involved an add-on, double-blinded, sham-controlled trial where rTMS was applied to the left dorsolateral prefrontal cortex (DLPFC) over 11 sessions over a period of 4 weeks. The primary outcomes included changes in craving, heroin use behavior, depression, impulsivity, and attention.

Twenty-two participants were enrolled in the study, with half receiving active rTMS and the other half receiving sham rTMS. After 12 weeks of follow-up, there were no significant differences between the active and sham groups regarding craving, heroin use severity, or urine morphine test results. However, the active rTMS group showed significantly better outcomes in terms of depression (as measured by the Hamilton Depression Rating Scale), impulsivity (specifically the attentional subscale of the Barratt Impulsiveness Scale-11), and attention (as measured by the Continuous Performance Test commission T-scores).

The findings suggest that while rTMS did not significantly reduce heroin use or craving, it may offer benefits in managing depressive symptoms and improving impulsivity and",False,False,True,
41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,"This mini-review, published in *The European Physical Journal. Special Topics* (PMID: 41098388), explores the functional connectivity in resting-state functional magnetic resonance imaging (rs-fMRI) among individuals with opioid use disorder (OUD). The study highlights how opioid addiction affects key brain networks, particularly the default mode network (DMN), salience network (SN), and executive control network (ECN).

The review begins by discussing the neurological basis of opioid addiction and the principles of rs-fMRI, along with the various methodologies used in such research. It also addresses the inconsistencies and methodological challenges that can complicate the interpretation of findings. The authors then present their own research, which involved 42 participants—23 healthy controls and 19 patients with OUD. Each participant underwent an MRI scan including structural, resting-state, and task sequences, with data processed using the CONN Toolbox in MATLAB.

Key findings indicate significant disruptions in functional connectivity within the DMN and SN networks in individuals with OUD. These networks play crucial roles in cognitive functions such as decision-making and impulse control. The review concludes by stressing the need for standardized research practices, longitudinal randomized studies, and a more comprehensive approach to understanding the effects of heroin addiction. Such efforts are",True,False,True,
24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,"This study, published in 2014 in Frontiers in Behavioral Neuroscience (PMID: 24834038), explores the relationship between impulsivity and brain functional connectivity in typically developing children. Using magnetic resonance imaging (MRI) to measure brain functional connectivity at rest and impulsivity scores derived from parent-reported questionnaires, the researchers identified specific areas within the default mode network (DMN) that showed negative correlations with impulsivity scores. Specifically, they found that the posterior cingulate cortex and the right angular gyrus had reduced functional connectivity with other regions in high-impulsive children compared to their low-impulsive counterparts.

The study also observed that the typical anti-phase relationship between the DMN and the action-related network was diminished in children with higher levels of impulsivity. This suggests that impulsivity may influence the way different brain networks interact during rest, potentially reflecting underlying differences in cognitive and emotional processing.

Overall, this research provides novel insights into how individual differences in personality traits, such as impulsivity, can shape brain function even in typically developing children. It bridges developmental psychology with behavioral neuroscience, highlighting the importance of considering personality traits when studying brain function and behavior.",True,False,True,
28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,"This study, identified by the PMID 28189592, investigates the relationship between frontostriatal white matter connectivity and different forms of impulsivity. The researchers used probabilistic tractography on diffusion imaging data to examine connections between specific brain regions and their association with reward and motor impulsivity.

The study found a double dissociation in connectivity patterns: 
- Ventral striatum and ventromedial prefrontal cortex connectivity was linked to reward impulsivity, as measured by delay discounting.
- Dorsal striatum and supplementary motor area connectivity was associated with motor impulsivity.

These findings support the idea that different types of impulsivity may be driven by distinct neural circuits, rather than a single generalized cognitive control mechanism. The study highlights the importance of frontostriatal white matter integrity in modulating impulsive behaviors, suggesting that variations in these connections can significantly influence individual differences in impulsive decision-making.",True,False,True,
31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,"This study, identified by PMID 31886611, explores the neuroimaging correlates of Internet gaming disorder (IGD) through longitudinal magnetic resonance imaging (MRI) assessments. The research involved 18 young males diagnosed with IGD and 18 healthy controls, all of similar mean age (23.8 ± 2.0 years for IGD group and 23.9 ± 2.7 years for controls). The subjects were re-evaluated approximately one year later, with a mean follow-up duration of 22.8 ± 6.7 months.

Key findings include:

1. **Gray Matter Volume (GMV) Changes**: Individuals with IGD exhibited reduced GMV in the anterior/middle cingulate cortex compared to controls at both initial and follow-up assessments.

2. **Functional Connectivity (FC) Alterations**:
   - Decreased FC between the left dorsal putamen and left medial prefrontal cortex (mPFC) in individuals with IGD relative to controls.
   - Increased FC between the right dorsal putamen and right middle occipital gyrus (MOG) in the IGD group during follow-up.
   - A significant correlation was found between changes in dorsal putamen-MOG FC",True,False,True,
28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,"This study explores the relationship between delay discounting (DD), a measure of impulsivity, and neuroimaging markers in late adolescents. Using resting-state functional magnetic resonance imaging (RS-fMRI), the researchers assessed fractional amplitude of low-frequency fluctuations (fALFF) and resting-state functional connectivity (RSFC) in 228 high school students. The findings indicate that higher levels of DD are associated with increased fALFF in the dorsal anterior cingulate cortex (dACC), a region involved in conflict monitoring and strategy adaptation. Additionally, DD was found to be positively correlated with RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC), a key component of the cognitive control network. These associations remained significant even when controlling for general intelligence and trait impulsivity. This research provides valuable insights into the neural mechanisms underlying impulsivity during adolescence, contributing to a deeper understanding of the development of self-regulatory behaviors.",False,False,True,
34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,"This study, identified by PMID: 34993375, explores the relationship between brain networks and the risk of COVID-19 infection among a general population sample of 3662 participants from the UK Biobank. Using functional magnetic resonance imaging (fMRI) data, the researchers computed whole-brain functional connectomes and applied a network-informed machine learning approach to identify specific brain network patterns associated with positive COVID-19 status.

The findings indicate that individuals with reduced connectivity in top-down attention and executive networks, along with increased internal connectivity in introspective and instinctive networks, are at a higher risk of contracting COVID-19. Specifically, the study found that:

1. Reduced connectivity was observed between the central executive and ventral salience networks, as well as between the dorsal salience and default mode networks.
2. Increased internal connectivity was noted within the default mode, ventral salience, subcortical, and sensorimotor networks.
3. Enhanced connectivity was observed between the ventral salience, subcortical, and sensorimotor networks.

These results suggest that brain network characteristics, particularly those related to impulsivity and cognitive control, may influence an individual's susceptibility to COVID-19. The study highlights the potential",True,False,True,
37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,"This study, published in the Journal of Behavioral Addictions (PMID: 37561637), explores the neurobiological underpinnings of gambling disorder through the lens of frontostriatal connectivity and neurotransmitter function. The research involved 15 individuals diagnosed with gambling disorder and 17 healthy controls, who underwent both resting-state functional connectivity MRI and brain positron emission tomography (PET) scans to assess dopamine, opioid, and serotonin activity.

Key findings indicate that individuals with gambling disorder exhibit reduced functional connectivity between the right nucleus accumbens (NAcc) and the right dorsolateral prefrontal cortex (DLPFC). Additionally, there was a significant interaction between group and right NAcc in terms of 11C-MADAM binding in the right DLPFC, suggesting altered serotonin function. This interaction was further supported by voxelwise analysis, which revealed a widespread interaction in the prefrontal cortex.

The study also found that right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder, indicating a link between serotonin function and impulsivity traits in this population.

Overall, these results suggest that gambling disorder is associated with specific alterations in frontostriatal connectivity and serotonergic",True,False,True,
22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,"This study, published in 2012 in Behavioral and Brain Functions (PMID: 22901705), investigates alterations in brain activity patterns associated with internet gaming addiction (IGA). Using resting-state functional magnetic resonance imaging (fMRI) and regional homogeneity (ReHo) analysis, the researchers compared brain function between 15 IGA patients and 14 healthy controls. 

The findings indicate that IGA subjects exhibit increased ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. These regions are primarily involved in sensory-motor coordination. Conversely, IGA subjects showed reduced ReHo in temporal, occipital, and parietal regions, which are crucial for visual and auditory processing. 

These results suggest that prolonged engagement in online gaming may enhance neural synchrony in areas related to sensory-motor coordination while reducing excitability in regions responsible for visual and auditory functions. This study provides insights into the neurobiological mechanisms underlying IGA and highlights the potential heterogeneity within this condition.",True,False,True,
41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,"This study explores the relationship between structural injury and task-based corticomuscular connectivity in individuals with early subacute stroke. The research utilized a combination of electroencephalography (EEG) and electromyography (EMG) to measure corticomuscular coherence (CMC) during a grip task. Structural and diffusion-weighted imaging were used to assess corticospinal tract (CST) injury and integrity.

The study included 30 individuals with early subacute stroke, but only 21 completed the grip task. No significant associations were found across the entire group. However, when analyzing subgroups based on CST injury and integrity, some interesting findings emerged. In the mild to moderate CST injury subgroup, higher CST injury was associated with increased coherence between electrodes overlying the supplementary motor area and the affected extensor digitorum muscle in the high beta frequency band (ρ = 0.83, p = 0.001). Conversely, in the subgroup with higher CST integrity, CST integrity positively correlated with coherence between electrodes overlying the ipsilesional primary motor cortex and the affected biceps muscle in the low beta frequency band (r = 0.94, p = 0.0001).

These results highlight the complexity of structure",False,False,True,
38002468,Insula Connectivity Abnormalities Predict Impulsivity in Chronic Heroin Use Disorder: A Cross-Sectional Resting-State fMRI Study.,"This study, identified by PMID: 38002468, investigates the relationship between impulsivity and neural connectivity in individuals with chronic heroin use disorder (HUD). The research employs a cross-sectional design using resting-state functional magnetic resonance imaging (rs-fMRI) with the insula as a seed point to explore the functional connectivity (FC) between the insula and other brain regions. 

The study included 24 male participants with HUD and 16 healthy controls. The Barratt Impulsiveness Scale (BIS-11) was used to assess trait impulsivity, which encompasses three dimensions: motor impulsivity, attentional impulsivity, and nonplanning impulsivity. The results showed that individuals with HUD had higher scores on all three dimensions of impulsivity compared to the control group.

Key findings indicate that increased FC between the right insula and the lateral occipital cortex and the right angular gyrus was positively associated with total trait impulsivity, motor impulsivity, and nonplanning impulsivity. Conversely, decreased FC between the left insula and the left superior frontal gyrus and left frontopolar brain region was negatively associated with trait impulsivity. These findings suggest that the insula plays a crucial role in the neural mechanisms underlying impulsivity in individuals with",True,False,True,
15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,"This study, published in 2004 (PMID: 15309395), investigated the relationship between impulsiveness and brain activity during response inhibition using functional magnetic resonance imaging (fMRI). Participants were 17 right-handed healthy individuals who completed a Go/No-Go task while their brain activity was measured. Impulsiveness was assessed using the Barratt Impulsiveness Scale, 11th version (BIS-11).

The study found that regions of the brain involved in response inhibition, including the right middle frontal gyrus and inferior parietal lobe, were activated during the No-Go trials. Importantly, a significant negative correlation was observed between the level of motor impulsiveness (as measured by the BIS-11) and the activation in the right dorsolateral prefrontal cortex (RDLPFC) during these trials. This suggests that individuals with higher levels of impulsiveness exhibit less activation in the RDLPFC when inhibiting responses.

The findings indicate that the RDLPFC plays a crucial role in response inhibition and that its activity can serve as an indicator of an individual's capacity for inhibitory control. This research supports the idea that neural circuits involving the prefrontal cortex are key in managing impulsive behaviors",True,False,True,
34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,"This study, as described in the abstract (PMID: 34461353), investigates the relationship between impulsivity and risk-taking behavior in adults with Attention-Deficit/Hyperactivity Disorder (ADHD). Using a computational approach and a task-based functional magnetic resonance imaging (fMRI) dataset, the researchers found that impulsivity is linked to an overhasty shift in beliefs during risk learning, which contributes to increased risk-taking behavior. Specifically, they used the Balloon Analog Risk Task (BART) and a Bayesian modeling approach to estimate the degree of learning bias and its correlation with the Barratt Impulsiveness Scale (BIS) scores. The results showed a significant positive correlation between impulsivity scores and the degree of overhasty learning (r = 0.424, p = 0.009).

Additionally, the study employed a connectome-based predictive model (CPM) to predict the degree of risk-learning bias using fMRI data. This model identified negatively correlated edges in the brain network, particularly in the frontal lobe, including the orbitofrontal area, as predictive of overhasty learning. The findings indicate that weak functional connectivity to both the dorsolateral prefrontal and orbitofrontal lobes is",True,False,True,
28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,"This study, published in 2017 in Psychiatry Research (PMID: 28783574), investigates the relationship between performance on the Go/No-Go task and personality traits associated with impulsivity and compulsivity. The Go/No-Go task is used as a measure of inhibitory control, specifically assessing the ability to appropriately withhold responses to No-Go stimuli. 

The researchers recruited 63 healthy participants and divided them into two groups based on their false alarm rates on the Go/No-Go task. Participants with high false alarms (H-FA) were found to exhibit a high-risk strategy of responding and scored higher on the Maudsley Obsessional Compulsive Questionnaire (MOCI) Total and MOCI Checking subscales compared to those with low false alarms (L-FA). This finding suggests a link between poor inhibitory control, as measured by the Go/No-Go task, and compulsive behaviors.

Surprisingly, no significant correlation was observed between Go/No-Go task performance and the Barratt Impulsiveness Scale (BIS-11), which measures various aspects of impulsivity. These results indicate that while there is a connection between inhibitory control and compulsivity, it may not be directly related to",True,False,True,
