id,set,method,score,native_pred
gptv_0141,s300,minicheck-bespoke-7b,0.201744,0
gptv_0142,s300,minicheck-bespoke-7b,0.012431,0
gptv_0143,s300,minicheck-bespoke-7b,0.020330,0
gptv_0144,s300,minicheck-bespoke-7b,0.004609,0
gptv_0145,s300,minicheck-bespoke-7b,0.037322,0
gptv_0146,s300,minicheck-bespoke-7b,0.008577,0
gptv_0147,s300,minicheck-bespoke-7b,0.530924,1
gptv_0148,s300,minicheck-bespoke-7b,0.042081,0
gptv_0149,s300,minicheck-bespoke-7b,0.053396,0
gptv_0150,s300,minicheck-bespoke-7b,0.015905,0
gptv_0151,s300,minicheck-bespoke-7b,0.047421,0
gptv_0152,s300,minicheck-bespoke-7b,0.004070,0
gptv_0153,s300,minicheck-bespoke-7b,0.025955,0
gptv_0154,s300,minicheck-bespoke-7b,0.132931,0
gptv_0155,s300,minicheck-bespoke-7b,0.014062,0
gptv_0156,s300,minicheck-bespoke-7b,0.060076,0
gptv_0157,s300,minicheck-bespoke-7b,0.592336,1
gptv_0158,s300,minicheck-bespoke-7b,0.047421,0
gptv_0159,s300,minicheck-bespoke-7b,0.678847,1
gptv_0160,s300,minicheck-bespoke-7b,0.164467,0
gptv_0161,s300,minicheck-bespoke-7b,0.468557,0
gptv_0162,s300,minicheck-bespoke-7b,0.042084,0
gptv_0163,s300,minicheck-bespoke-7b,0.047419,0
gptv_0164,s300,minicheck-bespoke-7b,0.730752,1
gptv_0165,s300,minicheck-bespoke-7b,0.029309,0
gptv_0166,s300,minicheck-bespoke-7b,0.010986,0
gptv_0167,s300,minicheck-bespoke-7b,0.033082,0
gptv_0169,s300,minicheck-bespoke-7b,0.004609,0
gptv_0170,s300,minicheck-bespoke-7b,0.014063,0
gptv_0171,s300,minicheck-bespoke-7b,0.060079,0
gptv_0172,s300,minicheck-bespoke-7b,0.053395,0
gptv_0173,s300,minicheck-bespoke-7b,0.012431,0
gptv_0174,s300,minicheck-bespoke-7b,0.201744,0
gptv_0175,s300,minicheck-bespoke-7b,0.622201,1
gptv_0176,s300,minicheck-bespoke-7b,0.022976,0
gptv_0177,s300,minicheck-bespoke-7b,0.085086,0
gptv_0178,s300,minicheck-bespoke-7b,0.037323,0
gptv_0179,s300,minicheck-bespoke-7b,0.222623,0
gptv_0180,s300,minicheck-bespoke-7b,0.047421,0
gptv_0181,s300,minicheck-bespoke-7b,0.268852,0
gptv_0182,s300,minicheck-bespoke-7b,0.025955,0
gptv_0183,s300,minicheck-bespoke-7b,0.377372,0
gptv_0185,s300,minicheck-bespoke-7b,0.651038,1
gptv_0186,s300,minicheck-bespoke-7b,0.754674,1
gptv_0187,s300,minicheck-bespoke-7b,0.095330,0
gptv_0188,s300,minicheck-bespoke-7b,0.106671,0
gptv_0189,s300,minicheck-bespoke-7b,0.377341,0
gptv_0190,s300,minicheck-bespoke-7b,0.407103,0
gptv_0191,s300,minicheck-bespoke-7b,0.009708,0
gptv_0192,s300,minicheck-bespoke-7b,0.008577,0
gptv_0193,s300,minicheck-bespoke-7b,0.025955,0
gptv_0194,s300,minicheck-bespoke-7b,0.067537,0
gptv_0195,s300,minicheck-bespoke-7b,0.047420,0
gptv_0196,s300,minicheck-bespoke-7b,0.268805,0
gptv_0197,s300,minicheck-bespoke-7b,0.010986,0
gptv_0198,s300,minicheck-bespoke-7b,0.008577,0
gptv_0199,s300,minicheck-bespoke-7b,0.012431,0
gptv_0200,s300,minicheck-bespoke-7b,0.106670,0
gptv_0202,s300,minicheck-bespoke-7b,0.029310,0
gptv_0203,s300,minicheck-bespoke-7b,0.033083,0
gptv_0204,s300,minicheck-bespoke-7b,0.025955,0
gptv_0205,s300,minicheck-bespoke-7b,0.015905,0
gptv_0206,s300,minicheck-bespoke-7b,0.119177,0
gptv_0207,s300,minicheck-bespoke-7b,0.085082,0
gptv_0208,s300,minicheck-bespoke-7b,0.106672,0
gptv_0211,s300,minicheck-bespoke-7b,0.022976,0
gptv_0212,s300,minicheck-bespoke-7b,0.320667,0
gptv_0213,s300,minicheck-bespoke-7b,0.037322,0
gptv_0214,s300,minicheck-bespoke-7b,0.132932,0
gptv_0215,s300,minicheck-bespoke-7b,0.148014,0
gptv_0216,s300,minicheck-bespoke-7b,0.754616,1
gptv_0217,s300,minicheck-bespoke-7b,0.377357,0
gptv_0218,s300,minicheck-bespoke-7b,0.022976,0
gptv_0219,s300,minicheck-bespoke-7b,0.106665,0
gptv_0220,s300,minicheck-bespoke-7b,0.022975,0
gptv_0221,s300,minicheck-bespoke-7b,0.047419,0
gptv_0222,s300,minicheck-bespoke-7b,0.029309,0
gptv_0223,s300,minicheck-bespoke-7b,0.012431,0
gptv_0224,s300,minicheck-bespoke-7b,0.033083,0
gptv_0225,s300,minicheck-bespoke-7b,0.201746,0
gptv_0226,s300,minicheck-bespoke-7b,0.047420,0
gptv_0227,s300,minicheck-bespoke-7b,0.022976,0
gptv_0228,s300,minicheck-bespoke-7b,0.835243,1
gptv_0229,s300,minicheck-bespoke-7b,0.017985,0
gptv_0230,s300,minicheck-bespoke-7b,0.022975,0
gptv_0231,s300,minicheck-bespoke-7b,0.033082,0
gptv_0232,s300,minicheck-bespoke-7b,0.042083,0
gptv_0233,s300,minicheck-bespoke-7b,0.164463,0
gptv_0234,s300,minicheck-bespoke-7b,0.678872,1
gptv_0235,s300,minicheck-bespoke-7b,0.015905,0
gptv_0236,s300,minicheck-bespoke-7b,0.029309,0
gptv_0237,s300,minicheck-bespoke-7b,0.182365,0
gptv_0238,s300,minicheck-bespoke-7b,0.348483,0
gptv_0240,s300,minicheck-bespoke-7b,0.119174,0
gptv_0241,s300,minicheck-bespoke-7b,0.008577,0
gptv_0242,s300,minicheck-bespoke-7b,0.053396,0
gptv_0243,s300,minicheck-bespoke-7b,0.651027,1
gptv_0244,s300,minicheck-bespoke-7b,0.022976,0
gptv_0245,s300,minicheck-bespoke-7b,0.060078,0
gptv_0246,s300,minicheck-bespoke-7b,0.060076,0
gptv_0247,s300,minicheck-bespoke-7b,0.244992,0
gptv_0248,s300,minicheck-bespoke-7b,0.148012,0
gptv_0249,s300,minicheck-bespoke-7b,0.022975,0
gptv_0250,s300,minicheck-bespoke-7b,0.437570,0
gptv_0251,s300,minicheck-bespoke-7b,0.010986,0
gptv_0252,s300,minicheck-bespoke-7b,0.012431,0
gptv_0253,s300,minicheck-bespoke-7b,0.022975,0
gptv_0254,s300,minicheck-bespoke-7b,0.268833,0
gptv_0255,s300,minicheck-bespoke-7b,0.009708,0
gptv_0256,s300,minicheck-bespoke-7b,0.294087,0
gptv_0258,s300,minicheck-bespoke-7b,0.010986,0
gptv_0259,s300,minicheck-bespoke-7b,0.095327,0
gptv_0261,s300,minicheck-bespoke-7b,0.053397,0
gptv_0262,s300,minicheck-bespoke-7b,0.320698,0
gptv_0263,s300,minicheck-bespoke-7b,0.622230,1
gptv_0264,s300,minicheck-bespoke-7b,0.007577,0
gptv_0265,s300,minicheck-bespoke-7b,0.007577,0
gptv_0266,s300,minicheck-bespoke-7b,0.268825,0
gptv_0267,s300,minicheck-bespoke-7b,0.075846,0
gptv_0268,s300,minicheck-bespoke-7b,0.005911,0
gptv_0269,s300,minicheck-bespoke-7b,0.222617,0
gptv_0270,s300,minicheck-bespoke-7b,0.005220,0
gptv_0271,s300,minicheck-bespoke-7b,0.320668,0
gptv_0272,s300,minicheck-bespoke-7b,0.164469,0
gptv_0273,s300,minicheck-bespoke-7b,0.004609,0
gptv_0274,s300,minicheck-bespoke-7b,0.033083,0
gptv_0275,s300,minicheck-bespoke-7b,0.075845,0
gptv_0276,s300,minicheck-bespoke-7b,0.042084,0
gptv_0277,s300,minicheck-bespoke-7b,0.268844,0
gptv_0278,s300,minicheck-bespoke-7b,0.047421,0
gptv_0279,s300,minicheck-bespoke-7b,0.020331,0
gptv_0280,s300,minicheck-bespoke-7b,0.075846,0
gptv_0281,s300,minicheck-bespoke-7b,0.015905,0
gptv_0282,s300,minicheck-bespoke-7b,0.009708,0
gptv_0283,s300,minicheck-bespoke-7b,0.029309,0
gptv_0284,s300,minicheck-bespoke-7b,0.132931,0
gptv_0285,s300,minicheck-bespoke-7b,0.022975,0
gptv_0286,s300,minicheck-bespoke-7b,0.004070,0
gptv_0287,s300,minicheck-bespoke-7b,0.650971,1
gptv_0288,s300,minicheck-bespoke-7b,0.085084,0
gptv_0289,s300,minicheck-bespoke-7b,0.085085,0
gptv_0290,s300,minicheck-bespoke-7b,0.008577,0
gptv_0291,s300,minicheck-bespoke-7b,0.060078,0
gptv_0292,s300,minicheck-bespoke-7b,0.148005,0
gptv_0293,s300,minicheck-bespoke-7b,0.530895,1
gptv_0294,s300,minicheck-bespoke-7b,0.009708,0
gptv_0295,s300,minicheck-bespoke-7b,0.015905,0
gptv_0296,s300,minicheck-bespoke-7b,0.437614,0
gptv_0297,s300,minicheck-bespoke-7b,0.320678,0
gptv_0298,s300,minicheck-bespoke-7b,0.561891,1
gptv_0299,s300,minicheck-bespoke-7b,0.268838,0
gptv_0300,s300,minicheck-bespoke-7b,0.029309,0
HV001,s120,minicheck-bespoke-7b,0.164471,0
HV002,s120,minicheck-bespoke-7b,0.037323,0
HV003,s120,minicheck-bespoke-7b,0.075846,0
HV004,s120,minicheck-bespoke-7b,0.014063,0
HV005,s120,minicheck-bespoke-7b,0.060078,0
HV006,s120,minicheck-bespoke-7b,0.468552,0
HV007,s120,minicheck-bespoke-7b,0.033083,0
HV008,s120,minicheck-bespoke-7b,0.042083,0
HV009,s120,minicheck-bespoke-7b,0.095334,0
HV010,s120,minicheck-bespoke-7b,0.132936,0
HV011,s120,minicheck-bespoke-7b,0.017985,0
HV012,s120,minicheck-bespoke-7b,0.014063,0
HV013,s120,minicheck-bespoke-7b,0.033082,0
HV014,s120,minicheck-bespoke-7b,0.010986,0
HV015,s120,minicheck-bespoke-7b,0.037323,0
HV016,s120,minicheck-bespoke-7b,0.075847,0
HV017,s120,minicheck-bespoke-7b,0.022976,0
HV018,s120,minicheck-bespoke-7b,0.009708,0
HV019,s120,minicheck-bespoke-7b,0.085083,0
HV020,s120,minicheck-bespoke-7b,0.017985,0
HV021,s120,minicheck-bespoke-7b,0.148000,0
HV022,s120,minicheck-bespoke-7b,0.025955,0
HV023,s120,minicheck-bespoke-7b,0.053396,0
HV024,s120,minicheck-bespoke-7b,0.268843,0
HV025,s120,minicheck-bespoke-7b,0.053396,0
HV026,s120,minicheck-bespoke-7b,0.164483,0
HV027,s120,minicheck-bespoke-7b,0.085086,0
HV028,s120,minicheck-bespoke-7b,0.499721,0
HV029,s120,minicheck-bespoke-7b,0.010986,0
HV030,s120,minicheck-bespoke-7b,0.047420,0
HV031,s120,minicheck-bespoke-7b,0.022975,0
HV032,s120,minicheck-bespoke-7b,0.148002,0
HV033,s120,minicheck-bespoke-7b,0.012431,0
HV034,s120,minicheck-bespoke-7b,0.005220,0
HV035,s120,minicheck-bespoke-7b,0.182365,0
HV036,s120,minicheck-bespoke-7b,0.182364,0
HV037,s120,minicheck-bespoke-7b,0.201752,0
HV038,s120,minicheck-bespoke-7b,0.132935,0
HV039,s120,minicheck-bespoke-7b,0.320685,0
HV040,s120,minicheck-bespoke-7b,0.037323,0
HV041,s120,minicheck-bespoke-7b,0.561891,1
HV042,s120,minicheck-bespoke-7b,0.148012,0
HV043,s120,minicheck-bespoke-7b,0.010986,0
HV044,s120,minicheck-bespoke-7b,0.009708,0
HV045,s120,minicheck-bespoke-7b,0.015905,0
HV046,s120,minicheck-bespoke-7b,0.004609,0
HV047,s120,minicheck-bespoke-7b,0.010986,0
HV048,s120,minicheck-bespoke-7b,0.012431,0
HV049,s120,minicheck-bespoke-7b,0.012431,0
HV051,s120,minicheck-bespoke-7b,0.294089,0
HV052,s120,minicheck-bespoke-7b,0.294085,0
HV053,s120,minicheck-bespoke-7b,0.017985,0
HV055,s120,minicheck-bespoke-7b,0.182369,0
HV056,s120,minicheck-bespoke-7b,0.222620,0
HV057,s120,minicheck-bespoke-7b,0.222629,0
HV058,s120,minicheck-bespoke-7b,0.201757,0
HV059,s120,minicheck-bespoke-7b,0.730730,1
HV060,s120,minicheck-bespoke-7b,0.164466,0
HV061,s120,minicheck-bespoke-7b,0.033082,0
HV062,s120,minicheck-bespoke-7b,0.148004,0
HV063,s120,minicheck-bespoke-7b,0.029309,0
HV064,s120,minicheck-bespoke-7b,0.008577,0
HV065,s120,minicheck-bespoke-7b,0.022975,0
HV066,s120,minicheck-bespoke-7b,0.010986,0
HV067,s120,minicheck-bespoke-7b,0.106664,0
HV068,s120,minicheck-bespoke-7b,0.201735,0
HV069,s120,minicheck-bespoke-7b,0.020331,0
HV070,s120,minicheck-bespoke-7b,0.004070,0
HV071,s120,minicheck-bespoke-7b,0.164471,0
HV072,s120,minicheck-bespoke-7b,0.348433,0
HV073,s120,minicheck-bespoke-7b,0.067536,0
HV074,s120,minicheck-bespoke-7b,0.042083,0
HV075,s120,minicheck-bespoke-7b,0.132932,0
HV076,s120,minicheck-bespoke-7b,0.678888,1
HV077,s120,minicheck-bespoke-7b,0.106663,0
HV078,s120,minicheck-bespoke-7b,0.797884,1
HV079,s120,minicheck-bespoke-7b,0.407137,0
HV080,s120,minicheck-bespoke-7b,0.003593,0
HV081,s120,minicheck-bespoke-7b,0.075845,0
HV082,s120,minicheck-bespoke-7b,0.010986,0
HV083,s120,minicheck-bespoke-7b,0.060078,0
HV085,s120,minicheck-bespoke-7b,0.017985,0
HV086,s120,minicheck-bespoke-7b,0.348483,0
HV087,s120,minicheck-bespoke-7b,0.164471,0
HV088,s120,minicheck-bespoke-7b,0.320678,0
HV089,s120,minicheck-bespoke-7b,0.407110,0
HV090,s120,minicheck-bespoke-7b,0.025955,0
HV091,s120,minicheck-bespoke-7b,0.053396,0
HV092,s120,minicheck-bespoke-7b,0.268863,0
HV093,s120,minicheck-bespoke-7b,0.053396,0
HV094,s120,minicheck-bespoke-7b,0.075842,0
HV095,s120,minicheck-bespoke-7b,0.029310,0
HV096,s120,minicheck-bespoke-7b,0.245018,0
HV097,s120,minicheck-bespoke-7b,0.005220,0
HV098,s120,minicheck-bespoke-7b,0.010986,0
HV099,s120,minicheck-bespoke-7b,0.047421,0
HV100,s120,minicheck-bespoke-7b,0.017985,0
HV101,s120,minicheck-bespoke-7b,0.025955,0
HV102,s120,minicheck-bespoke-7b,0.268832,0
HV103,s120,minicheck-bespoke-7b,0.075846,0
HV105,s120,minicheck-bespoke-7b,0.148010,0
HV107,s120,minicheck-bespoke-7b,0.095333,0
HV108,s120,minicheck-bespoke-7b,0.201750,0
HV109,s120,minicheck-bespoke-7b,0.437588,0
HV110,s120,minicheck-bespoke-7b,0.592387,1
HV111,s120,minicheck-bespoke-7b,0.119178,0
HV112,s120,minicheck-bespoke-7b,0.075846,0
HV113,s120,minicheck-bespoke-7b,0.029310,0
HV114,s120,minicheck-bespoke-7b,0.164476,0
HV115,s120,minicheck-bespoke-7b,0.499742,0
HV116,s120,minicheck-bespoke-7b,0.095328,0
HV117,s120,minicheck-bespoke-7b,0.201753,0
HV118,s120,minicheck-bespoke-7b,0.009708,0
HV119,s120,minicheck-bespoke-7b,0.004609,0
HV120,s120,minicheck-bespoke-7b,0.047419,0
gptv_0003,s300,minicheck-bespoke-7b,0.000000,0
gptv_0027,s300,minicheck-bespoke-7b,0.000000,0
gptv_0032,s300,minicheck-bespoke-7b,0.000000,0
gptv_0042,s300,minicheck-bespoke-7b,0.000000,0
gptv_0060,s300,minicheck-bespoke-7b,0.000000,0
gptv_0121,s300,minicheck-bespoke-7b,0.000000,0
gptv_0127,s300,minicheck-bespoke-7b,0.000000,0
gptv_0129,s300,minicheck-bespoke-7b,0.000000,0
gptv_0139,s300,minicheck-bespoke-7b,0.000000,0
gptv_0168,s300,minicheck-bespoke-7b,0.000000,0
gptv_0184,s300,minicheck-bespoke-7b,0.000000,0
gptv_0201,s300,minicheck-bespoke-7b,0.000000,0
gptv_0209,s300,minicheck-bespoke-7b,0.000000,0
gptv_0210,s300,minicheck-bespoke-7b,0.000000,0
gptv_0239,s300,minicheck-bespoke-7b,0.000000,0
gptv_0257,s300,minicheck-bespoke-7b,0.000000,0
gptv_0260,s300,minicheck-bespoke-7b,0.000000,0
HV050,s120,minicheck-bespoke-7b,0.000000,0
HV054,s120,minicheck-bespoke-7b,0.000000,0
HV084,s120,minicheck-bespoke-7b,0.000000,0
HV104,s120,minicheck-bespoke-7b,0.000000,0
HV106,s120,minicheck-bespoke-7b,0.000000,0
