id,set,method,score,native_pred
gptv_0093,s300,minicheck-flan-t5,0.071625,0
gptv_0094,s300,minicheck-flan-t5,0.062361,0
gptv_0095,s300,minicheck-flan-t5,0.018544,0
gptv_0096,s300,minicheck-flan-t5,0.179504,0
gptv_0097,s300,minicheck-flan-t5,0.044898,0
gptv_0098,s300,minicheck-flan-t5,0.023051,0
gptv_0099,s300,minicheck-flan-t5,0.095102,0
gptv_0100,s300,minicheck-flan-t5,0.041549,0
gptv_0101,s300,minicheck-flan-t5,0.035511,0
gptv_0102,s300,minicheck-flan-t5,0.950637,1
gptv_0103,s300,minicheck-flan-t5,0.253366,0
gptv_0104,s300,minicheck-flan-t5,0.051232,0
gptv_0105,s300,minicheck-flan-t5,0.018265,0
gptv_0106,s300,minicheck-flan-t5,0.029837,0
gptv_0107,s300,minicheck-flan-t5,0.029954,0
gptv_0108,s300,minicheck-flan-t5,0.030677,0
gptv_0109,s300,minicheck-flan-t5,0.020029,0
gptv_0110,s300,minicheck-flan-t5,0.053974,0
gptv_0111,s300,minicheck-flan-t5,0.041040,0
gptv_0112,s300,minicheck-flan-t5,0.042639,0
gptv_0113,s300,minicheck-flan-t5,0.319893,0
gptv_0114,s300,minicheck-flan-t5,0.045436,0
gptv_0115,s300,minicheck-flan-t5,0.035864,0
gptv_0116,s300,minicheck-flan-t5,0.023956,0
gptv_0117,s300,minicheck-flan-t5,0.023422,0
gptv_0118,s300,minicheck-flan-t5,0.031468,0
gptv_0119,s300,minicheck-flan-t5,0.123638,0
gptv_0120,s300,minicheck-flan-t5,0.024609,0
gptv_0122,s300,minicheck-flan-t5,0.036987,0
gptv_0123,s300,minicheck-flan-t5,0.872345,1
gptv_0124,s300,minicheck-flan-t5,0.017644,0
gptv_0125,s300,minicheck-flan-t5,0.019560,0
gptv_0126,s300,minicheck-flan-t5,0.026447,0
gptv_0128,s300,minicheck-flan-t5,0.036327,0
gptv_0130,s300,minicheck-flan-t5,0.036337,0
gptv_0131,s300,minicheck-flan-t5,0.052486,0
gptv_0132,s300,minicheck-flan-t5,0.017397,0
gptv_0133,s300,minicheck-flan-t5,0.040381,0
gptv_0134,s300,minicheck-flan-t5,0.021906,0
gptv_0135,s300,minicheck-flan-t5,0.032319,0
gptv_0136,s300,minicheck-flan-t5,0.474679,0
gptv_0137,s300,minicheck-flan-t5,0.015176,0
gptv_0138,s300,minicheck-flan-t5,0.028708,0
gptv_0140,s300,minicheck-flan-t5,0.105313,0
gptv_0141,s300,minicheck-flan-t5,0.103529,0
gptv_0142,s300,minicheck-flan-t5,0.045878,0
gptv_0143,s300,minicheck-flan-t5,0.033488,0
gptv_0144,s300,minicheck-flan-t5,0.044897,0
gptv_0145,s300,minicheck-flan-t5,0.040175,0
gptv_0146,s300,minicheck-flan-t5,0.032023,0
gptv_0147,s300,minicheck-flan-t5,0.212209,0
gptv_0148,s300,minicheck-flan-t5,0.036424,0
gptv_0149,s300,minicheck-flan-t5,0.030246,0
gptv_0150,s300,minicheck-flan-t5,0.040156,0
gptv_0151,s300,minicheck-flan-t5,0.044355,0
gptv_0152,s300,minicheck-flan-t5,0.032662,0
gptv_0153,s300,minicheck-flan-t5,0.055504,0
gptv_0154,s300,minicheck-flan-t5,0.742924,1
gptv_0155,s300,minicheck-flan-t5,0.044037,0
gptv_0156,s300,minicheck-flan-t5,0.029947,0
gptv_0157,s300,minicheck-flan-t5,0.062050,0
gptv_0158,s300,minicheck-flan-t5,0.054052,0
gptv_0159,s300,minicheck-flan-t5,0.688317,1
gptv_0160,s300,minicheck-flan-t5,0.056200,0
gptv_0161,s300,minicheck-flan-t5,0.212147,0
gptv_0162,s300,minicheck-flan-t5,0.085403,0
gptv_0163,s300,minicheck-flan-t5,0.022206,0
gptv_0164,s300,minicheck-flan-t5,0.053346,0
gptv_0165,s300,minicheck-flan-t5,0.059168,0
gptv_0166,s300,minicheck-flan-t5,0.022829,0
gptv_0167,s300,minicheck-flan-t5,0.015994,0
gptv_0169,s300,minicheck-flan-t5,0.034113,0
gptv_0170,s300,minicheck-flan-t5,0.048280,0
gptv_0171,s300,minicheck-flan-t5,0.114557,0
gptv_0172,s300,minicheck-flan-t5,0.050250,0
gptv_0173,s300,minicheck-flan-t5,0.056038,0
gptv_0174,s300,minicheck-flan-t5,0.065306,0
gptv_0175,s300,minicheck-flan-t5,0.047887,0
gptv_0176,s300,minicheck-flan-t5,0.030237,0
gptv_0177,s300,minicheck-flan-t5,0.025688,0
gptv_0178,s300,minicheck-flan-t5,0.034819,0
gptv_0179,s300,minicheck-flan-t5,0.073698,0
gptv_0180,s300,minicheck-flan-t5,0.038719,0
gptv_0181,s300,minicheck-flan-t5,0.089258,0
gptv_0182,s300,minicheck-flan-t5,0.028285,0
gptv_0183,s300,minicheck-flan-t5,0.112116,0
gptv_0185,s300,minicheck-flan-t5,0.046446,0
gptv_0186,s300,minicheck-flan-t5,0.079189,0
gptv_0187,s300,minicheck-flan-t5,0.113258,0
gptv_0188,s300,minicheck-flan-t5,0.053928,0
gptv_0189,s300,minicheck-flan-t5,0.052150,0
gptv_0190,s300,minicheck-flan-t5,0.205621,0
gptv_0191,s300,minicheck-flan-t5,0.030823,0
gptv_0192,s300,minicheck-flan-t5,0.036083,0
gptv_0193,s300,minicheck-flan-t5,0.037485,0
gptv_0194,s300,minicheck-flan-t5,0.016256,0
gptv_0195,s300,minicheck-flan-t5,0.145309,0
gptv_0196,s300,minicheck-flan-t5,0.101970,0
gptv_0197,s300,minicheck-flan-t5,0.045092,0
gptv_0198,s300,minicheck-flan-t5,0.026604,0
gptv_0199,s300,minicheck-flan-t5,0.014888,0
gptv_0200,s300,minicheck-flan-t5,0.040275,0
gptv_0202,s300,minicheck-flan-t5,0.060207,0
gptv_0203,s300,minicheck-flan-t5,0.033217,0
gptv_0204,s300,minicheck-flan-t5,0.088014,0
gptv_0205,s300,minicheck-flan-t5,0.037448,0
gptv_0206,s300,minicheck-flan-t5,0.053341,0
gptv_0207,s300,minicheck-flan-t5,0.047921,0
gptv_0208,s300,minicheck-flan-t5,0.038714,0
gptv_0211,s300,minicheck-flan-t5,0.028474,0
gptv_0212,s300,minicheck-flan-t5,0.226379,0
gptv_0213,s300,minicheck-flan-t5,0.024894,0
gptv_0214,s300,minicheck-flan-t5,0.064938,0
gptv_0215,s300,minicheck-flan-t5,0.121638,0
gptv_0216,s300,minicheck-flan-t5,0.699049,1
gptv_0217,s300,minicheck-flan-t5,0.029906,0
gptv_0218,s300,minicheck-flan-t5,0.042379,0
gptv_0219,s300,minicheck-flan-t5,0.043976,0
gptv_0220,s300,minicheck-flan-t5,0.044373,0
gptv_0221,s300,minicheck-flan-t5,0.024586,0
gptv_0222,s300,minicheck-flan-t5,0.043307,0
gptv_0223,s300,minicheck-flan-t5,0.062837,0
gptv_0224,s300,minicheck-flan-t5,0.050906,0
gptv_0225,s300,minicheck-flan-t5,0.036589,0
gptv_0226,s300,minicheck-flan-t5,0.054600,0
gptv_0227,s300,minicheck-flan-t5,0.030544,0
gptv_0228,s300,minicheck-flan-t5,0.156387,0
gptv_0229,s300,minicheck-flan-t5,0.036638,0
gptv_0230,s300,minicheck-flan-t5,0.020436,0
gptv_0231,s300,minicheck-flan-t5,0.065213,0
gptv_0232,s300,minicheck-flan-t5,0.015434,0
gptv_0233,s300,minicheck-flan-t5,0.695791,1
gptv_0234,s300,minicheck-flan-t5,0.050644,0
gptv_0235,s300,minicheck-flan-t5,0.015429,0
gptv_0236,s300,minicheck-flan-t5,0.040972,0
gptv_0237,s300,minicheck-flan-t5,0.094887,0
gptv_0238,s300,minicheck-flan-t5,0.038549,0
gptv_0240,s300,minicheck-flan-t5,0.066904,0
gptv_0241,s300,minicheck-flan-t5,0.025171,0
gptv_0242,s300,minicheck-flan-t5,0.027770,0
gptv_0243,s300,minicheck-flan-t5,0.231912,0
gptv_0244,s300,minicheck-flan-t5,0.036616,0
gptv_0245,s300,minicheck-flan-t5,0.032628,0
gptv_0246,s300,minicheck-flan-t5,0.066226,0
gptv_0247,s300,minicheck-flan-t5,0.060400,0
gptv_0248,s300,minicheck-flan-t5,0.043877,0
gptv_0249,s300,minicheck-flan-t5,0.019481,0
gptv_0250,s300,minicheck-flan-t5,0.467617,0
gptv_0251,s300,minicheck-flan-t5,0.031341,0
gptv_0252,s300,minicheck-flan-t5,0.026098,0
gptv_0253,s300,minicheck-flan-t5,0.032124,0
gptv_0254,s300,minicheck-flan-t5,0.067140,0
gptv_0255,s300,minicheck-flan-t5,0.039443,0
gptv_0256,s300,minicheck-flan-t5,0.134488,0
gptv_0258,s300,minicheck-flan-t5,0.104755,0
gptv_0259,s300,minicheck-flan-t5,0.076293,0
gptv_0261,s300,minicheck-flan-t5,0.026417,0
gptv_0262,s300,minicheck-flan-t5,0.133712,0
gptv_0263,s300,minicheck-flan-t5,0.567973,1
gptv_0264,s300,minicheck-flan-t5,0.052706,0
gptv_0265,s300,minicheck-flan-t5,0.041301,0
gptv_0266,s300,minicheck-flan-t5,0.036546,0
gptv_0267,s300,minicheck-flan-t5,0.081780,0
gptv_0268,s300,minicheck-flan-t5,0.014526,0
gptv_0269,s300,minicheck-flan-t5,0.055883,0
gptv_0270,s300,minicheck-flan-t5,0.022518,0
gptv_0271,s300,minicheck-flan-t5,0.895988,1
gptv_0272,s300,minicheck-flan-t5,0.092741,0
gptv_0273,s300,minicheck-flan-t5,0.024542,0
gptv_0274,s300,minicheck-flan-t5,0.108321,0
gptv_0275,s300,minicheck-flan-t5,0.024282,0
gptv_0276,s300,minicheck-flan-t5,0.039303,0
gptv_0277,s300,minicheck-flan-t5,0.106450,0
gptv_0278,s300,minicheck-flan-t5,0.066630,0
gptv_0279,s300,minicheck-flan-t5,0.026489,0
gptv_0280,s300,minicheck-flan-t5,0.093427,0
gptv_0281,s300,minicheck-flan-t5,0.188244,0
gptv_0282,s300,minicheck-flan-t5,0.018744,0
gptv_0283,s300,minicheck-flan-t5,0.031875,0
gptv_0284,s300,minicheck-flan-t5,0.038367,0
gptv_0285,s300,minicheck-flan-t5,0.023517,0
gptv_0286,s300,minicheck-flan-t5,0.020354,0
gptv_0287,s300,minicheck-flan-t5,0.125960,0
gptv_0288,s300,minicheck-flan-t5,0.016458,0
gptv_0289,s300,minicheck-flan-t5,0.051345,0
gptv_0290,s300,minicheck-flan-t5,0.024951,0
gptv_0291,s300,minicheck-flan-t5,0.057481,0
gptv_0292,s300,minicheck-flan-t5,0.050259,0
gptv_0293,s300,minicheck-flan-t5,0.315539,0
gptv_0294,s300,minicheck-flan-t5,0.032426,0
gptv_0295,s300,minicheck-flan-t5,0.031632,0
gptv_0296,s300,minicheck-flan-t5,0.030552,0
gptv_0297,s300,minicheck-flan-t5,0.169802,0
gptv_0298,s300,minicheck-flan-t5,0.166317,0
gptv_0299,s300,minicheck-flan-t5,0.039406,0
gptv_0300,s300,minicheck-flan-t5,0.063874,0
HV001,s120,minicheck-flan-t5,0.046864,0
HV002,s120,minicheck-flan-t5,0.039004,0
HV003,s120,minicheck-flan-t5,0.028273,0
HV004,s120,minicheck-flan-t5,0.028910,0
HV005,s120,minicheck-flan-t5,0.026206,0
HV006,s120,minicheck-flan-t5,0.102980,0
HV007,s120,minicheck-flan-t5,0.075996,0
HV008,s120,minicheck-flan-t5,0.024177,0
HV009,s120,minicheck-flan-t5,0.084118,0
HV010,s120,minicheck-flan-t5,0.089874,0
HV011,s120,minicheck-flan-t5,0.030232,0
HV012,s120,minicheck-flan-t5,0.028615,0
HV013,s120,minicheck-flan-t5,0.014105,0
HV014,s120,minicheck-flan-t5,0.079331,0
HV015,s120,minicheck-flan-t5,0.128395,0
HV016,s120,minicheck-flan-t5,0.051275,0
HV017,s120,minicheck-flan-t5,0.042379,0
HV018,s120,minicheck-flan-t5,0.043060,0
HV019,s120,minicheck-flan-t5,0.022074,0
HV020,s120,minicheck-flan-t5,0.036638,0
HV021,s120,minicheck-flan-t5,0.119255,0
HV022,s120,minicheck-flan-t5,0.188281,0
HV023,s120,minicheck-flan-t5,0.010266,0
HV024,s120,minicheck-flan-t5,0.578428,1
HV025,s120,minicheck-flan-t5,0.035055,0
HV026,s120,minicheck-flan-t5,0.134507,0
HV027,s120,minicheck-flan-t5,0.053095,0
HV028,s120,minicheck-flan-t5,0.168720,0
HV029,s120,minicheck-flan-t5,0.104755,0
HV030,s120,minicheck-flan-t5,0.036295,0
HV031,s120,minicheck-flan-t5,0.020923,0
HV032,s120,minicheck-flan-t5,0.057060,0
HV033,s120,minicheck-flan-t5,0.044158,0
HV034,s120,minicheck-flan-t5,0.022518,0
HV035,s120,minicheck-flan-t5,0.032265,0
HV036,s120,minicheck-flan-t5,0.224834,0
HV037,s120,minicheck-flan-t5,0.063649,0
HV038,s120,minicheck-flan-t5,0.029082,0
HV039,s120,minicheck-flan-t5,0.077589,0
HV040,s120,minicheck-flan-t5,0.062235,0
HV041,s120,minicheck-flan-t5,0.075118,0
HV042,s120,minicheck-flan-t5,0.062772,0
HV043,s120,minicheck-flan-t5,0.027353,0
HV044,s120,minicheck-flan-t5,0.027231,0
HV045,s120,minicheck-flan-t5,0.062361,0
HV046,s120,minicheck-flan-t5,0.059438,0
HV047,s120,minicheck-flan-t5,0.034086,0
HV048,s120,minicheck-flan-t5,0.014093,0
HV049,s120,minicheck-flan-t5,0.025119,0
HV051,s120,minicheck-flan-t5,0.074331,0
HV052,s120,minicheck-flan-t5,0.121448,0
HV053,s120,minicheck-flan-t5,0.027009,0
HV055,s120,minicheck-flan-t5,0.035702,0
HV056,s120,minicheck-flan-t5,0.025777,0
HV057,s120,minicheck-flan-t5,0.127711,0
HV058,s120,minicheck-flan-t5,0.027338,0
HV059,s120,minicheck-flan-t5,0.381427,0
HV060,s120,minicheck-flan-t5,0.028565,0
HV061,s120,minicheck-flan-t5,0.032978,0
HV062,s120,minicheck-flan-t5,0.032761,0
HV063,s120,minicheck-flan-t5,0.059168,0
HV064,s120,minicheck-flan-t5,0.017628,0
HV065,s120,minicheck-flan-t5,0.044373,0
HV066,s120,minicheck-flan-t5,0.044204,0
HV067,s120,minicheck-flan-t5,0.033188,0
HV068,s120,minicheck-flan-t5,0.620766,1
HV069,s120,minicheck-flan-t5,0.014062,0
HV070,s120,minicheck-flan-t5,0.051084,0
HV071,s120,minicheck-flan-t5,0.433491,0
HV072,s120,minicheck-flan-t5,0.055640,0
HV073,s120,minicheck-flan-t5,0.040961,0
HV074,s120,minicheck-flan-t5,0.040387,0
HV075,s120,minicheck-flan-t5,0.173907,0
HV076,s120,minicheck-flan-t5,0.061651,0
HV077,s120,minicheck-flan-t5,0.017854,0
HV078,s120,minicheck-flan-t5,0.953519,1
HV079,s120,minicheck-flan-t5,0.024312,0
HV080,s120,minicheck-flan-t5,0.022287,0
HV081,s120,minicheck-flan-t5,0.027963,0
HV082,s120,minicheck-flan-t5,0.034970,0
HV083,s120,minicheck-flan-t5,0.033896,0
HV085,s120,minicheck-flan-t5,0.044606,0
HV086,s120,minicheck-flan-t5,0.029016,0
HV087,s120,minicheck-flan-t5,0.028107,0
HV088,s120,minicheck-flan-t5,0.169802,0
HV089,s120,minicheck-flan-t5,0.095888,0
HV090,s120,minicheck-flan-t5,0.032409,0
HV091,s120,minicheck-flan-t5,0.050178,0
HV092,s120,minicheck-flan-t5,0.080466,0
HV093,s120,minicheck-flan-t5,0.030246,0
HV094,s120,minicheck-flan-t5,0.123610,0
HV095,s120,minicheck-flan-t5,0.064508,0
HV096,s120,minicheck-flan-t5,0.041040,0
HV097,s120,minicheck-flan-t5,0.020503,0
HV098,s120,minicheck-flan-t5,0.025046,0
HV099,s120,minicheck-flan-t5,0.066630,0
HV100,s120,minicheck-flan-t5,0.021127,0
HV101,s120,minicheck-flan-t5,0.141966,0
HV102,s120,minicheck-flan-t5,0.044659,0
HV103,s120,minicheck-flan-t5,0.078390,0
HV105,s120,minicheck-flan-t5,0.035564,0
HV107,s120,minicheck-flan-t5,0.033559,0
HV108,s120,minicheck-flan-t5,0.642797,1
HV109,s120,minicheck-flan-t5,0.646334,1
HV110,s120,minicheck-flan-t5,0.077139,0
HV111,s120,minicheck-flan-t5,0.039657,0
HV112,s120,minicheck-flan-t5,0.067787,0
HV113,s120,minicheck-flan-t5,0.176797,0
HV114,s120,minicheck-flan-t5,0.223582,0
HV115,s120,minicheck-flan-t5,0.046314,0
HV116,s120,minicheck-flan-t5,0.026580,0
HV117,s120,minicheck-flan-t5,0.041982,0
HV118,s120,minicheck-flan-t5,0.031951,0
HV119,s120,minicheck-flan-t5,0.013576,0
HV120,s120,minicheck-flan-t5,0.021315,0
gptv_0003,s300,minicheck-flan-t5,0.000000,0
gptv_0027,s300,minicheck-flan-t5,0.000000,0
gptv_0032,s300,minicheck-flan-t5,0.000000,0
gptv_0042,s300,minicheck-flan-t5,0.000000,0
gptv_0060,s300,minicheck-flan-t5,0.000000,0
gptv_0121,s300,minicheck-flan-t5,0.000000,0
gptv_0127,s300,minicheck-flan-t5,0.000000,0
gptv_0129,s300,minicheck-flan-t5,0.000000,0
gptv_0139,s300,minicheck-flan-t5,0.000000,0
gptv_0168,s300,minicheck-flan-t5,0.000000,0
gptv_0184,s300,minicheck-flan-t5,0.000000,0
gptv_0201,s300,minicheck-flan-t5,0.000000,0
gptv_0209,s300,minicheck-flan-t5,0.000000,0
gptv_0210,s300,minicheck-flan-t5,0.000000,0
gptv_0239,s300,minicheck-flan-t5,0.000000,0
gptv_0257,s300,minicheck-flan-t5,0.000000,0
gptv_0260,s300,minicheck-flan-t5,0.000000,0
HV050,s120,minicheck-flan-t5,0.000000,0
HV054,s120,minicheck-flan-t5,0.000000,0
HV084,s120,minicheck-flan-t5,0.000000,0
HV104,s120,minicheck-flan-t5,0.000000,0
HV106,s120,minicheck-flan-t5,0.000000,0
