source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,39218589,motor impulsivity functional connectivity,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,unknown,unknown,unknown,unknown,associated_with,unclear,Functional electrical stimulation (FES) helps promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses,background,0.5,Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction,39218589,vllm:mistral-7b-instruct-v0.3,medium
pubmed,37086305,Barratt Impulsiveness Scale resting-state fMRI,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,unknown,functional connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,indirect,0.7,"Reduced functional connectivity was found in BPD between amygdala and frontal pole, precuneus and temporal pole.",37086305,vllm:mistral-7b-instruct-v0.3,high
pubmed,37992501,impulsivity neuroimaging functional connectivity,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Hyperactivity/impulsivity was associated with increased functional connectivity between the Salience (SN), Central Executive (CEN), and Default Mode Networks (DMN) in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",37992501,vllm:mistral-7b-instruct-v0.3,high
pubmed,40297839,impulsivity resting-state fMRI functional connectivity,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,Hippocampal functional connectivity with brain networks may influence the pathway from impulsivity to future substance use in adolescence.,40297839,vllm:mistral-7b-instruct-v0.3,high
pubmed,24834038,impulsivity resting-state fMRI functional connectivity,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",24834038,vllm:mistral-7b-instruct-v0.3,high
pubmed,34993375,trait impulsivity functional connectivity,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.7,"Individuals are at increased risk of COVID-19 infections if their brain connectome is consistent with reduced connectivity in the top-down attention and executive networks, along with increased internal connectivity in the introspective and instinctive networks.",34993375,vllm:mistral-7b-instruct-v0.3,high
pubmed,28783574,Barratt Impulsiveness Scale neuroimaging,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,unknown,unknown,unknown,unknown,predicts,unclear,,unclear,0.7,"Participants with high false alarms (H-FA) displayed a high-risk strategy of responding, and higher scores in the MOCI Total and MOCI Checking subscale compared to participants with low false alarms (L-FA).",28783574,vllm:mistral-7b-instruct-v0.3,medium
pubmed,29442271,impulsivity fMRI functional connectivity,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,Changes in functional connectivity measured using resting state fMRI within the basal ganglia network (BGN) have been observed in pathologies with altered neurotransmitter systems and conditions involving motor control and dopaminergic processes.,29442271,vllm:mistral-7b-instruct-v0.3,medium
pubmed,12860356,Barratt Impulsiveness Scale neuroimaging,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,inverse relationship,background,0.7,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",12860356,vllm:mistral-7b-instruct-v0.3,high
pubmed,41098388,impulsivity resting-state fMRI functional connectivity,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,41098388,vllm:mistral-7b-instruct-v0.3,medium
pubmed,34964209,impulsivity fMRI functional connectivity,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,34964209,vllm:mistral-7b-instruct-v0.3,medium
pubmed,32699511,impulsivity fMRI functional connectivity,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,"reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward",direct,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward",32699511,vllm:mistral-7b-instruct-v0.3,high
pubmed,14572528,Barratt Impulsiveness Scale fMRI,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Aggressive, suicidal and violent behaviour have been associated with impulsive personality and difficulty in inhibiting responses.",14572528,vllm:mistral-7b-instruct-v0.3,medium
pubmed,10570690,attentional impulsivity functional connectivity,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,,unclear,0.5,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",10570690,vllm:mistral-7b-instruct-v0.3,medium
pubmed,39424632,impulsivity resting-state fMRI functional connectivity,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,unknown,dynamic connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD),associated_with,unclear,,unclear,0.8,Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI),39424632,vllm:mistral-7b-instruct-v0.3,high
pubmed,31073695,impulsivity resting state functional connectivity,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,31073695,vllm:mistral-7b-instruct-v0.3,high
pubmed,27743376,Barratt Impulsiveness Scale fMRI,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",27743376,vllm:mistral-7b-instruct-v0.3,high
pubmed,35277392,motor impulsivity functional connectivity,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,modulates,unclear,0.7,Noradrenergic psychopharmacological studies indicate noradrenergic modulation of prefrontal and frontostriatal stopping-circuits in association with behavioral change.,35277392,vllm:mistral-7b-instruct-v0.3,high
pubmed,39315326,Barratt Impulsiveness Scale resting-state fMRI,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,unknown,functional connectivity,attentional impulsivity,Internet Gaming Disorder,associates with,unclear,unclear,unclear,0.7,"In comparison to the control group, impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN.",39315326,vllm:mistral-7b-instruct-v0.3,high
pubmed,39339712,attentional impulsivity functional connectivity,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,oxidative stress,unclear,0.7,"Individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",39339712,vllm:mistral-7b-instruct-v0.3,high
pubmed,27896939,trait impulsivity functional connectivity,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,BMI was positively associated with functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.,27896939,vllm:mistral-7b-instruct-v0.3,high
pubmed,39592983,attentional impulsivity resting-state fMRI,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,unknown,dynamic connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"We found that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN).",39592983,vllm:mistral-7b-instruct-v0.3,high
pubmed,25944613,Barratt Impulsiveness Scale resting-state fMRI,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,influence,direct,0.8,"Through functional connectivity with the ventral medial prefrontal cortex, the δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex) and the β-network (regions of the reward system involved in the mesocorticolimbic pathway), jointly influence impulsivity measured by the Barratt impulsiveness scale scores.",25944613,vllm:mistral-7b-instruct-v0.3,high
pubmed,38468374,impulsivity fMRI functional connectivity,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,unknown,functional connectivity,unknown,Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,38468374,vllm:mistral-7b-instruct-v0.3,medium
pubmed,28423021,Barratt Impulsiveness Scale fMRI,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,Brain activity was associated with impulsivity scores.,28423021,vllm:mistral-7b-instruct-v0.3,high
pubmed,36963562,impulsivity resting-state fMRI functional connectivity,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group showed higher impulsivity.",36963562,vllm:mistral-7b-instruct-v0.3,high
pubmed,36747838,attentional impulsivity resting-state fMRI,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Delay discounting was associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,36747838,vllm:mistral-7b-instruct-v0.3,high
pubmed,37884552,trait impulsivity functional connectivity,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,unknown,functional connectivity,impulsivity (general),DSM-5 maladaptive traits,associated_with,unclear,"altered interplay between prefrontal and subcortical regions, alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems",unclear,0.7,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,37884552,vllm:mistral-7b-instruct-v0.3,high
pubmed,28040671,motor impulsivity resting-state fMRI,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,unknown,functional connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,higher,stimulation,direct,0.8,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty.,28040671,vllm:mistral-7b-instruct-v0.3,high
pubmed,39284401,attentional impulsivity functional connectivity,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,unknown,functional connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,unclear,unknown,indirect,0.7,Higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.,39284401,vllm:mistral-7b-instruct-v0.3,high
pubmed,39756804,Barratt Impulsiveness Scale resting-state fMRI,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,unknown,functional connectivity,impulsivity (general),Bipolar Disorder,associated_with,unclear,,unclear,0.8,BDSA had higher trait impulsivity than BDNS and the controls. BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,39756804,vllm:mistral-7b-instruct-v0.3,high
pubmed,37058964,trait impulsivity functional connectivity,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,mediatory role of cognitive and self-regulatory capacities,unclear,0.8,"The dual-process model of risky driving (Lazuras, Rowe, Poulter, Powell, & Ypsilanti, 2019) suggested that regulatory processes mediate the effect of impulsivity on risky driving.",37058964,vllm:mistral-7b-instruct-v0.3,high
pubmed,19758706,Barratt Impulsiveness Scale neuroimaging,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.3,Common clinical wisdom suggests that people who engage in self-injury are impulsive.,19758706,vllm:mistral-7b-instruct-v0.3,medium
pubmed,29277650,impulsivity resting-state fMRI functional connectivity,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,background,0.5,"We found that this relationship varied across brain regions in a way that is consistent across animals, with delays increasing by600 ms towards posterior cortical regions.",29277650,vllm:mistral-7b-instruct-v0.3,medium
pubmed,26908392,Barratt Impulsiveness Scale resting-state fMRI,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,associated_with,unclear,,direct,0.8,Results revealed functional coupling of the VSs with bilateral dorsomedial prefrontal cortex (DMPFC) that was correlated with VS MAO-A VT,26908392,vllm:mistral-7b-instruct-v0.3,high
pubmed,36912839,trait impulsivity resting-state fMRI,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C.",36912839,vllm:mistral-7b-instruct-v0.3,medium
pubmed,24373553,Barratt Impulsiveness Scale neuroimaging,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,unclear,0.7,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia, higher Snaith-Hamilton Pleasure Scale (SHAPS) scores, higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale.",24373553,vllm:mistral-7b-instruct-v0.3,medium
pubmed,33426970,Barratt Impulsiveness Scale neuroimaging,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,unknown,unknown,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,"BIS-11 attentional subscales and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.02, respectively) than in the sham group.",33426970,vllm:mistral-7b-instruct-v0.3,medium
pubmed,31383336,trait impulsivity functional connectivity,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.3,"We propose that hoarding disorder may be an ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, that can be activated by traumatic experiences.",31383336,vllm:mistral-7b-instruct-v0.3,medium
pubmed,25928822,attentional impulsivity resting-state fMRI,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,unclear,direct,0.8,"Individuals with ADHD commonly exhibit deficits in executive functions, which are mainly mediated by the frontoparietal control network.",25928822,vllm:mistral-7b-instruct-v0.3,high
pubmed,9571295,attentional impulsivity functional connectivity,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,background,0.3,"The prefrontal cortex is also involved in motor action: in its initiation, planning, designing and sequencing rather than its mere execution.",9571295,vllm:mistral-7b-instruct-v0.3,medium
pubmed,22901705,motor impulsivity resting-state fMRI,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,unknown,BOLD variability,unknown,internet gaming addiction,associated_with,unclear,,unclear,0.6,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",22901705,vllm:mistral-7b-instruct-v0.3,medium
pubmed,34851976,attentional impulsivity resting-state fMRI,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,unknown,functional connectivity,attentional impulsivity,attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",34851976,vllm:mistral-7b-instruct-v0.3,high
pubmed,28174127,attentional impulsivity resting-state fMRI,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,unknown,functional connectivity,impulsivity (general),"Internet gaming disorder, Attention deficit and hyperactivity disorder (ADHD)",associated_with,unclear,unclear,unclear,0.7,"Individuals with IGD showed altered PCC-based FC, the characteristics of which might be dependent upon history of childhood ADHD.",28174127,vllm:mistral-7b-instruct-v0.3,high
pubmed,28860514,trait impulsivity resting-state fMRI,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC),28860514,vllm:mistral-7b-instruct-v0.3,high
pubmed,37673288,impulsivity resting-state fMRI functional connectivity,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,"In particular, resting-state functional magnetic resonance imaging (rs-fMRI) studies have recently suggested various connectivity alterations within and between large-scale brain networks in BPD.",37673288,vllm:mistral-7b-instruct-v0.3,high
pubmed,28777996,impulsivity fMRI functional connectivity,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity.",28777996,vllm:mistral-7b-instruct-v0.3,high
pubmed,37209127,impulsivity neuroimaging functional connectivity,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,unclear,0.7,PIGD performed worse with lower average net score in IGT.,37209127,vllm:mistral-7b-instruct-v0.3,medium
pubmed,26648853,Barratt Impulsiveness Scale neuroimaging,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,direct,0.8,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",26648853,vllm:mistral-7b-instruct-v0.3,high
pubmed,26460483,Barratt Impulsiveness Scale fMRI,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,behavioral and neural signatures,direct,0.7,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,26460483,vllm:mistral-7b-instruct-v0.3,high
pubmed,25738502,impulsivity resting-state fMRI functional connectivity,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.7,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",25738502,vllm:mistral-7b-instruct-v0.3,high
pubmed,29034964,Barratt Impulsiveness Scale fMRI,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,unknown,structural connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,Patients with BPD had reduced cortical thickness in left ACC and less surface area and gray matter volume in left AI.,29034964,vllm:mistral-7b-instruct-v0.3,high
