record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
52,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,lower,unknown,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,lower,,
61,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.3,"Here, an eight-week mindfulness intervention did not reduce impulsivity on the go/no-go task or Barratt Impulsiveness Scale (BIS-11)",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,decrease,"The sentence clearly states that the mindfulness intervention did not reduce impulsivity, which supports the phenotype. The feature is not explicitly stated, but it can be inferred as the reduction of impulsivity. The relationship is association, as the sentence describes the effect of the intervention on impulsivity. The direction is decrease, as the sentence states that the intervention did not reduce impulsivity. The directness is direct, as the sentence describes the effect of the intervention on impulsivity. The brain system, diagnostic context, and mechanism are not mentioned in the sentence, so they are left as unknown.",
65,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,unclear,,unclear,0.7,"FA values in the SLF were negatively correlated with Stroop interference, the Wisconsin Card Sorting Test, and the Trail Making Test (B-A) scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negatively,The sentence clearly supports the claim by mentioning a specific brain region (SLF) and its correlation with impulsivity-related tasks.,
67,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim by stating that METH users have higher impulsivity scores, which matches the phenotype and direction. The feature type is also supported as it is related to behavioral factors.",
69,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim by stating a positive correlation between BIS subscores (phenotype) and cortical folding in several brain areas (feature), which is a direct association (directness) in the direction of higher impulsivity (direction).",
73,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and functional connectivity in the brain regions mentioned.,
75,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,receptor binding,higher,"The sentence clearly supports the extracted claim, mentioning nonplanning impulsivity as the phenotype, receptor binding as the feature type, and a higher association. The relationship is direct and the direction is clearly stated.",
83,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Aggressive, suicidal and violent behaviour have been associated with impulsive personality and difficulty in inhibiting responses.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioural traits,positive,"The sentence partially supports the claim, but the feature type is not clearly stated as 'functional connectivity'. The direction is also unclear, but the phenotype is supported. The relationship is supported as 'associated_with'.",
88,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,overhasty updating of beliefs during risk learning,direct,0.8,The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,yes,no,impulsivity (general),behavioral,,The sentence does not directly support the feature type 'functional connectivity' but rather 'behavioral' as it mentions a correlation with a behavioral score (BIS).,
89,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,shifted toward habitual end,direct,0.8,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that high-impulsive individuals have reduced lateral prefrontal model-based signatures, which matches the extracted claim.",
107,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,Brain activity was associated with impulsivity scores.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention a specific phenotype-feature association, and the relationship is not clearly stated.",
113,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,attentional impulsivity,borderline personality disorder,associated_with,unclear,,unclear,0.7,Patients with BPD had reduced cortical thickness in left ACC and less surface area and gray matter volume in left AI.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,structural connectivity,decreased,"The sentence clearly supports the association between attentional impulsivity and reduced cortical thickness, surface area, and gray matter volume in the left ACC and AI, respectively. The direction of the association is implied to be decreased, as the sentence mentions 'reduced' cortical thickness and 'less' surface area and gray matter volume.",
137,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"presence of impulse control disorders, mood/anxiety disorders, post-traumatic stress disorder, and substance use disorder",correlates_with,unclear,,unclear,0.8,Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,positive,The sentence clearly supports the claim that impulsivity (general) correlates with a positive direction (worse quality of life is explained by higher impulsiveness).,
151,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Self-injurers reported greater impulsiveness,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,greater,"The sentence clearly supports the extracted claim, mentioning a phenotype (impulsivity), a feature (impulsiveness), a relationship (association), a direction (greater), and a directness (direct).",
161,29337234,Electrophysiological Activity Prior to Self-initiated Movements is Related to Impulsive Personality Traits.,2018,Neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,less effective preparatory inhibition mechanisms,unclear,0.8,"The RP showed an earlier negative rising phase and a greater amplitude, with the increasing of BIS-11 scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),EEG amplitude,,"The sentence partially supports the claim, but the feature type is not specified as EEG connectivity. The direction is also unclear.",
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,"BIS-11 attentional subscales and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention a feature or relationship that would support the extracted claim.",
171,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,predicts,unclear,,unclear,0.6,The Go/No-Go task is one of the most effective means to assess response inhibition measured by the ability to appropriately withhold responding to No-Go stimuli.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention a feature or relationship with impulsivity.",
173,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),alcohol-related problems,associated_with,unclear,,unclear,0.6,Craving and impulsivity are key psychological dimensions involved in the development and maintenance of severe alcohol-use disorders.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the association between impulsivity and alcohol-use disorders, which matches the extracted claim's phenotype. The feature type is unknown, but the sentence implies a general association. The direction is unclear, but the sentence does not contradict the extracted claim's direction. The directness is also unclear, but the sentence does not contradict the extracted claim's directness. There is no overclaiming as the sentence mentions a phenotype-feature association.",
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,direct,0.8,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and higher metabolism in specific brain regions.,
180,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,unclear,,unclear,0.8,Internet addiction is related to impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral trait,,"The sentence does not specify the type of feature, which should be corrected to 'behavioral trait' to match the extracted claim. The direction is also unclear and should be revised.",
182,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,unclear,,unclear,0.5,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly states that both clinical groups reported higher levels of impulsivity compared to controls, which supports the claim of impulsivity (general) being associated with obsessive-compulsive disorder and eating disorder, with an unclear feature type and increased direction.",
187,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,unclear,0.7,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia, higher Snaith-Hamilton Pleasure Scale (SHAPS) scores, higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,increased,The sentence clearly supports the claim by stating a higher incidence of anhedonia and higher levels of impulsivity traits in the PG-group compared to the ICDs-group and PD-controls.,
192,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,inverse relationship,background,0.7,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),central serotonergic function,inverse relationship,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, central serotonergic function as the feature, and an inverse relationship between the two.",
219,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased/increased,"The sentence clearly supports the phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (decreased/increased), and directness (direct) when stated. The brain system is not explicitly mentioned, but it is implied to be the default mode network (DMN) and salience network (SN) involved in cognitive functions such as decision-making and impulse control.",
235,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,"In particular, resting-state functional magnetic resonance imaging (rs-fMRI) studies have recently suggested various connectivity alterations within and between large-scale brain networks in BPD.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim by mentioning alterations in functional connectivity, but it does not specify the direction or directness of the association. The phenotype and feature type are correctly identified as impulsivity (general) and functional connectivity, respectively.",
237,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a positive correlation between impulsivity and the functional connectivity between the amygdala and the DLPFC, which matches the extracted direction of 'higher'.",
246,29040723,Resting-state functional connectivity in combat veterans suffering from impulsive aggression.,2017,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),combat veterans,associated_with,unclear,top-down regulation,direct,0.8,Impulsive aggression is common among military personnel after deployment and may arise because of impaired top-down regulation of the amygdala by prefrontal regions.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreased,"The sentence implies a relationship between impulsivity and impaired top-down regulation, but does not explicitly state the direction. The directness is also not fully supported as the sentence does not name both phenotype and feature.",
247,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Baseline brain-wide rsFC of the hippocampus mediates the relationship between impulsivity and subsequent substance use, specifically tobacco and marijuana use, in adolescents.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,direct,"The sentence clearly supports the extracted claim, mentioning a specific relationship between impulsivity and functional connectivity of the hippocampus, which is associated with subsequent substance use.",
254,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,unclear,direct,0.8,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity (general) and enhanced functional connectivity in IGD subjects compared to HCs.,
