record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
11,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,unknown,unknown,unknown,unknown,associated_with,unclear,Functional electrical stimulation (FES) helps promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses,background,0.5,Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction,yes,,yes,yes,yes,,,,,,,,,
12,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,indirect,0.7,"Reduced functional connectivity was found in BPD between amygdala and frontal pole, precuneus and temporal pole.",yes,,yes,yes,yes,,,,,,,,,
13,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Hyperactivity/impulsivity was associated with increased functional connectivity between the Salience (SN), Central Executive (CEN), and Default Mode Networks (DMN) in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,no,,,,,,,,,
14,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,Hippocampal functional connectivity with brain networks may influence the pathway from impulsivity to future substance use in adolescence.,yes,,yes,yes,yes,,,,,,,,,
15,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",yes,,yes,yes,yes,,,,,,,,,
16,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.7,"Individuals are at increased risk of COVID-19 infections if their brain connectome is consistent with reduced connectivity in the top-down attention and executive networks, along with increased internal connectivity in the introspective and instinctive networks.",yes,,yes,yes,yes,,,,,,,,,
17,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,unknown,unknown,predicts,unclear,,unclear,0.7,"Participants with high false alarms (H-FA) displayed a high-risk strategy of responding, and higher scores in the MOCI Total and MOCI Checking subscale compared to participants with low false alarms (L-FA).",yes,,yes,yes,no,,,,,,,,,
18,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,Changes in functional connectivity measured using resting state fMRI within the basal ganglia network (BGN) have been observed in pathologies with altered neurotransmitter systems and conditions involving motor control and dopaminergic processes.,yes,,yes,yes,no,,,,,,,,,
19,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,inverse relationship,background,0.7,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,
20,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,
21,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,yes,,yes,yes,yes,,,,,,,,,
22,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,"reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward",direct,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward",yes,,yes,yes,yes,,,,,,,,,
23,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Aggressive, suicidal and violent behaviour have been associated with impulsive personality and difficulty in inhibiting responses.",yes,,yes,yes,yes,,,,,,,,,
24,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,,unclear,0.5,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",yes,,yes,yes,yes,,,,,,,,,
25,39424632,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD),associated_with,unclear,,unclear,0.8,Resting-state functional connectivity analysis has emerged as a promising approach for ADHD classification using resting-state functional magnetic resonance imaging (rs-fMRI),yes,,yes,yes,yes,,,,,,,,,
26,31073695,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,impulsivity resting state functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,yes,,yes,yes,no,,,,,,,,,
27,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",yes,,yes,yes,no,,,,,,,,,
28,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,modulates,unclear,0.7,Noradrenergic psychopharmacological studies indicate noradrenergic modulation of prefrontal and frontostriatal stopping-circuits in association with behavioral change.,yes,,yes,yes,yes,,,,,,,,,
29,39315326,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Internet Gaming Disorder,associates with,unclear,unclear,unclear,0.7,"In comparison to the control group, impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN.",yes,,yes,yes,no,,,,,,,,,
30,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,oxidative stress,unclear,0.7,"Individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",yes,,yes,yes,no,,,,,,,,,
31,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,BMI was positively associated with functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.,yes,,yes,yes,no,,,,,,,,,
32,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"We found that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN).",yes,,yes,yes,no,,,,,,,,,
33,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,influence,direct,0.8,"Through functional connectivity with the ventral medial prefrontal cortex, the δ-network (regions of the executive control system, such as the dorsolateral prefrontal cortex) and the β-network (regions of the reward system involved in the mesocorticolimbic pathway), jointly influence impulsivity measured by the Barratt impulsiveness scale scores.",yes,,yes,yes,no,,,,,,,,,
34,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,
35,28423021,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,Brain activity was associated with impulsivity scores.,yes,,yes,yes,no,,,,,,,,,
36,36963562,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,"Compared with the lower-frequency SMA pattern group, the video-centric higher-frequency SMA pattern group showed higher impulsivity.",yes,,yes,yes,no,,,,,,,,,
37,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Delay discounting was associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,
38,37884552,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),DSM-5 maladaptive traits,associated_with,unclear,"altered interplay between prefrontal and subcortical regions, alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems",unclear,0.7,alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD,yes,,yes,yes,yes,,,,,,,,,
39,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,higher,stimulation,direct,0.8,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty.,yes,,yes,yes,no,,,,,,,,,
40,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,unclear,unknown,indirect,0.7,Higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.,yes,,yes,yes,no,,,,,,,,,
41,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),Bipolar Disorder,associated_with,unclear,,unclear,0.8,BDSA had higher trait impulsivity than BDNS and the controls. BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,yes,,yes,yes,yes,,,,,,,,,
42,37058964,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,mediatory role of cognitive and self-regulatory capacities,unclear,0.8,"The dual-process model of risky driving (Lazuras, Rowe, Poulter, Powell, & Ypsilanti, 2019) suggested that regulatory processes mediate the effect of impulsivity on risky driving.",yes,,yes,yes,yes,,,,,,,,,
43,19758706,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.3,Common clinical wisdom suggests that people who engage in self-injury are impulsive.,yes,,yes,yes,yes,,,,,,,,,
44,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,background,0.5,"We found that this relationship varied across brain regions in a way that is consistent across animals, with delays increasing by600 ms towards posterior cortical regions.",yes,,yes,yes,yes,,,,,,,,,
45,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,associated_with,unclear,,direct,0.8,Results revealed functional coupling of the VSs with bilateral dorsomedial prefrontal cortex (DMPFC) that was correlated with VS MAO-A VT,yes,,yes,yes,yes,,,,,,,,,
46,36912839,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,trait impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C.",yes,,yes,yes,no,,,,,,,,,
47,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,unclear,0.7,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia, higher Snaith-Hamilton Pleasure Scale (SHAPS) scores, higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale.",yes,,yes,yes,no,,,,,,,,,
48,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,"BIS-11 attentional subscales and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.02, respectively) than in the sham group.",yes,,yes,yes,no,,,,,,,,,
49,31383336,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.3,"We propose that hoarding disorder may be an ancestral mammalian behavior, possibly hard-wired but dormant in present-day humans, that can be activated by traumatic experiences.",yes,,yes,yes,no,,,,,,,,,
50,25928822,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,unclear,direct,0.8,"Individuals with ADHD commonly exhibit deficits in executive functions, which are mainly mediated by the frontoparietal control network.",yes,,yes,yes,no,,,,,,,,,
51,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,background,0.3,"The prefrontal cortex is also involved in motor action: in its initiation, planning, designing and sequencing rather than its mere execution.",yes,,yes,yes,yes,,,,,,,,,
52,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,unknown,BOLD variability,unknown,internet gaming addiction,associated_with,unclear,,unclear,0.6,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",yes,,yes,yes,yes,,,,,,,,,
53,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",yes,,yes,yes,yes,,,,,,,,,
54,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),"Internet gaming disorder, Attention deficit and hyperactivity disorder (ADHD)",associated_with,unclear,unclear,unclear,0.7,"Individuals with IGD showed altered PCC-based FC, the characteristics of which might be dependent upon history of childhood ADHD.",yes,,yes,yes,yes,,,,,,,,,
55,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,DD was positively correlated with the RSFC between the dACC and the left dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,
56,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,"In particular, resting-state functional magnetic resonance imaging (rs-fMRI) studies have recently suggested various connectivity alterations within and between large-scale brain networks in BPD.",yes,,yes,yes,yes,,,,,,,,,
57,28777996,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity.",yes,,yes,yes,no,,,,,,,,,
58,37209127,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,,unclear,0.7,PIGD performed worse with lower average net score in IGT.,yes,,yes,yes,yes,,,,,,,,,
59,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,direct,0.8,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,
60,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,behavioral and neural signatures,direct,0.7,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,
61,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,unclear,direct,0.7,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,
62,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,,unclear,0.7,Patients with BPD had reduced cortical thickness in left ACC and less surface area and gray matter volume in left AI.,yes,,yes,yes,no,,,,,,,,,
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,yes,,,,,,,,,
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,unknown,EEG connectivity,nonplanning impulsivity,alcohol use disorder,associated_with,higher,hyperconnectivity,direct,1.0,"The AUD group showed a predominant pattern of hyperconnectivity among 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",yes,,yes,yes,no,,,,,,,,,
