source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,39756804,Barratt Impulsiveness Scale resting-state fMRI,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,unknown,functional connectivity,impulsivity (general),bipolar disorder,associated_with,higher,,direct,0.8,BDSA exhibited reduced FC between the PFC and sensorimotor (postcentral and precentral gyri) and thalamic regions compared to BDNS.,39756804,vllm:llama-3.1-8b-instruct,high
pubmed,37058964,trait impulsivity functional connectivity,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.8,Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors.,37058964,vllm:llama-3.1-8b-instruct,medium
pubmed,19758706,Barratt Impulsiveness Scale neuroimaging,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,unknown,unknown,impulsivity (general),self-injury,associated_with,unclear,,background,0.5,"In both studies, self-injurers reported greater impulsiveness; however, performance-based measures of impulsiveness failed to detect any between-group differences.",19758706,vllm:llama-3.1-8b-instruct,low
pubmed,29277650,impulsivity resting-state fMRI functional connectivity,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,unknown,unknown,unknown,unknown,unknown,unclear,,unclear,0.0,,29277650,vllm:llama-3.1-8b-instruct,low
pubmed,26908392,Barratt Impulsiveness Scale resting-state fMRI,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,associated_with,unclear,monoamine oxidase-A binding,indirect,0.8,"The ventral striatum (VS) is a key region of the neural circuitry mediating impulsive behavior, and low monoamine oxidase-A (MAO-A) level in the VS has shown a specific relationship to the impulsivity of ASPD.",26908392,vllm:llama-3.1-8b-instruct,high
pubmed,36912839,trait impulsivity resting-state fMRI,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,unknown,unknown,impulsivity (general),neurodevelopmental conditions,unknown,unclear,,background,0.5,"For example, there was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C (median [IQR], 2.50 [0.00-7.00] vs 1.00 [0.00-5.00]; U = 1.19 × 104; P = .01; η2 = 0.02).",36912839,vllm:llama-3.1-8b-instruct,low
pubmed,24373553,Barratt Impulsiveness Scale neuroimaging,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,,indirect,0.8,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia (45% vs. 9% vs. 14% respectively), higher Snaith-Hamilton Pleasure Scale (SHAPS) scores (2.0±1.3 vs. 1.0±1.1 vs. 1.0±1.2), higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3) and more severe frontal dysfunctions (Frontal Assessment Battery, FAB: 12.4±4.9 vs. 15.5±1.6 vs. 14.4±3).",24373553,vllm:llama-3.1-8b-instruct,medium
pubmed,33426970,Barratt Impulsiveness Scale neuroimaging,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,unknown,unknown,impulsivity (general),opioid use disorder,correlates_with,lower,repetitive transcranial magnetic stimulation,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",33426970,vllm:llama-3.1-8b-instruct,high
pubmed,31383336,trait impulsivity functional connectivity,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.0,"We highlight the potential of using shrews as animal models for hoarding behavior and, considering the current knowledge on the molecular underpinnings of the disorder, we also point to limitations of the proposed connection.",31383336,vllm:llama-3.1-8b-instruct,low
pubmed,25928822,attentional impulsivity resting-state fMRI,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,frontoparietal/control network,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,lower,disconnection model and executive dysfunction model,direct,0.8,"Furthermore, this aberrant connectivity of the frontoparietal control network in ADHD was associated with symptoms of impulsivity and opposition-defiance, as well as impaired response inhibition and attentional control.",25928822,vllm:llama-3.1-8b-instruct,high
pubmed,9571295,attentional impulsivity functional connectivity,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.5,"The prefrontal cortex is also involved in motor action: in its initiation, planning, designing and sequencing rather than its mere execution.",9571295,vllm:llama-3.1-8b-instruct,low
pubmed,22901705,motor impulsivity resting-state fMRI,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,unknown,BOLD variability,impulsivity (general),internet gaming addiction,associated_with,unclear,,background,0.8,Our results suggest that long-time online game playing enhanced the brain synchronization in sensory-motor coordination related brain regions and decreased the excitability in visual and auditory related brain regions.,22901705,vllm:llama-3.1-8b-instruct,medium
pubmed,34851976,attentional impulsivity resting-state fMRI,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,unknown,unknown,attentional impulsivity,ADHD,correlates_with,lower,,indirect,0.8,"Relative to TDC, children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",34851976,vllm:llama-3.1-8b-instruct,medium
pubmed,28174127,attentional impulsivity resting-state fMRI,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,default mode network,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,higher,altered neural networks,direct,0.8,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",28174127,vllm:llama-3.1-8b-instruct,high
pubmed,28860514,trait impulsivity resting-state fMRI,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation.",28860514,vllm:llama-3.1-8b-instruct,high
pubmed,37673288,impulsivity resting-state fMRI functional connectivity,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,,background,0.8,Several structural and functional neuroimaging abnormalities have been described in BPD.,37673288,vllm:llama-3.1-8b-instruct,low
pubmed,28777996,impulsivity fMRI functional connectivity,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,default mode network,functional connectivity,impulsivity (general),unknown,moderates the association between,unclear,,direct,0.8,"Although public and scientific attention focuses on sleep duration, we report individual differences in sleep quality, not duration, in fifty-five adolescents (ages 14-18) yielded significant differences in functional connectivity between the prefrontal cortex and default mode network.",28777996,vllm:llama-3.1-8b-instruct,medium
pubmed,37209127,impulsivity neuroimaging functional connectivity,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,lower,edge-centric functional connectivity,direct,0.8,"However, there were significant group differences in the overlapping community features of eFC1. Furthermore, in Con-PIGD, loss aversion was positively correlated with the edge community proﬁle similarity of the edge2 between left IFG and right hippocampus at right caudate. This relationship was suppressed by response consistency3 in PIGD. In addition, reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.",37209127,vllm:llama-3.1-8b-instruct,high
pubmed,26648853,Barratt Impulsiveness Scale neuroimaging,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,fronto-insular network,BOLD variability,impulsivity (general),Parkinson's disease,associated_with,higher,increased metabolism,direct,0.9,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",26648853,vllm:llama-3.1-8b-instruct,high
pubmed,26460483,Barratt Impulsiveness Scale fMRI,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,background,0.8,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,26460483,vllm:llama-3.1-8b-instruct,medium
pubmed,25738502,impulsivity resting-state fMRI functional connectivity,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,altered interhemispheric rsFC in the bilateral prefrontal lobe,direct,0.8,"IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",25738502,vllm:llama-3.1-8b-instruct,high
