source,source_id,query,title,year,journal,brain_system,feature_type,phenotype,diagnostic_context,relationship,direction,mechanism,directness,evidence_strength,supporting_sentence,citation_id,extraction_model,extraction_confidence
pubmed,37992501,impulsivity neuroimaging functional connectivity,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,"Salience Network (SN), Central Executive Network (CEN), Default Mode Network (DMN)",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental cohort,associated,higher,altered connectivity,unclear,positive association,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",37992501,single_stage:llama-3.1-8b-instruct,high
pubmed,40297839,impulsivity resting-state fMRI functional connectivity,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,hippocampus,functional connectivity,impulsivity (general),adolescence,mediates,higher,resting-state fMRI,unclear,marginal associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use.",40297839,single_stage:llama-3.1-8b-instruct,high
pubmed,24834038,impulsivity resting-state fMRI functional connectivity,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,default mode network (DMN),functional connectivity,impulsivity (general),typically developing children,negatively correlated,lower,modulatory influence,direct,first evidence,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,24834038,single_stage:llama-3.1-8b-instruct,high
pubmed,34993375,trait impulsivity functional connectivity,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",default mode network,functional connectivity,unknown,general population,associated with,higher,reduced connectivity,direct,strong,"COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks;",34993375,single_stage:llama-3.1-8b-instruct,high
pubmed,28783574,Barratt Impulsiveness Scale neuroimaging,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,inhibitory control,unknown,unknown,healthy participants,predicts,higher,Go/No-Go task performance,direct,supporting evidence,"Results showed that participants with high false alarms (H-FA) displayed a high-risk strategy of responding, and higher scores in the MOCI Total and MOCI Checking subscale compared to participants with low false alarms (L-FA).",28783574,single_stage:llama-3.1-8b-instruct,high
pubmed,29442271,impulsivity fMRI functional connectivity,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,basal ganglia,functional connectivity,impulsivity (general),healthy aging,association,higher,dopaminergic processes,unclear,significant,Age was the only correlate of FC in the BGN that was consistently significant with both analyses.,29442271,single_stage:llama-3.1-8b-instruct,high
pubmed,12860356,Barratt Impulsiveness Scale neuroimaging,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,central serotonergic function,unknown,impulsivity (general),borderline personality disorder,associated with,unclear,"independent of suicidal behavior, depression or alcohol use disorder",unclear,strong,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",12860356,single_stage:llama-3.1-8b-instruct,1.0
pubmed,41098388,impulsivity resting-state fMRI functional connectivity,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,"default mode network (DMN), salience network (SN), executive control network (ECN)",functional connectivity,impulsivity (general),opioid use disorder,disruptions,lower,opioid addiction,direct,significant,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,41098388,single_stage:llama-3.1-8b-instruct,high
pubmed,34964209,impulsivity fMRI functional connectivity,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,thalamic activation,unknown,unknown,CPTSD vs PTSD vs controls,reduced,lower,involving the thalamus,unclear,initial evidence,"There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region.",34964209,single_stage:llama-3.1-8b-instruct,high
pubmed,32699511,impulsivity fMRI functional connectivity,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,cognitive control,functional connectivity,unknown,internet gaming disorder,involved in,lower,impaired decision making,direct,high,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward.",32699511,single_stage:llama-3.1-8b-instruct,high
pubmed,14572528,Barratt Impulsiveness Scale fMRI,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,orbitofrontal cortex,unknown,impulsivity (general),normal subjects,association,higher,blood oxygen level dependent (BOLD) response,direct,moderate,Neural response during response inhibition was most prominent in the right lateral orbitofrontal cortex.,14572528,single_stage:llama-3.1-8b-instruct,high
pubmed,10570690,attentional impulsivity functional connectivity,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,frontal cortical-basal ganglia connections,structural connectivity,unknown,individuals with ADHD,may be,unclear,neurobiologic studies,unclear,suggestive,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",10570690,single_stage:llama-3.1-8b-instruct,high
pubmed,39424632,impulsivity resting-state fMRI functional connectivity,Enhanced ADHD classification through deep learning and dynamic resting state fMRI analysis.,2024,Scientific reports,functional connectivity,dynamic connectivity,impulsivity (general),ADHD classification,classification,higher,deep learning-based network,direct,high,"Using Skip-Vote-Net, we achieved mean classification accuracies of 97% ± 1.87 and 97.7% ± 2.2 for the balanced and unbalanced classification cases, respectively.",39424632,single_stage:llama-3.1-8b-instruct,high
pubmed,31073695,impulsivity resting state functional connectivity,Binge drinking is associated with altered resting state functional connectivity of reward-salience and top down control networks.,2020,Brain imaging and behavior,reward-salience and top down control networks,functional connectivity,unknown,young adult binge and light drinkers,association,unclear,dysregulation of neurofunctional networks,unclear,study,BDs demonstrated lower connectivity between the IFC and hippocampus which was associated with higher craving.,31073695,single_stage:llama-3.1-8b-instruct,high
pubmed,27743376,Barratt Impulsiveness Scale fMRI,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,cerebral cortex,unknown,impulsivity (general),healthy young adults,association,higher,early brain development,unclear,moderate,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus (each p < 0.05 CWP corr.).",27743376,single_stage:llama-3.1-8b-instruct,high
pubmed,35277392,motor impulsivity functional connectivity,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,prefrontal cortical,functional connectivity,unknown,healthy adults,mediates,higher,noradrenergic regulation,unclear,significant,"We confirmed a significant role of prefrontal connectivity in mediating the effect of individual differences in the locus coeruleus on behavior, where this effect was moderated by age, over and above adjustment for the mean effects of age.",35277392,single_stage:llama-3.1-8b-instruct,high
pubmed,39315326,Barratt Impulsiveness Scale resting-state fMRI,Resting-state brain networks alterations in adolescents with Internet Gaming Disorder associate with cognitive control impairments.,2024,Frontiers in psychiatry,Executive Control Network (ECN),functional connectivity,impulsivity (general),Internet Gaming Disorder (IGD),positive correlation,higher,decrease in functional connectivity between the Salience Network (SN) and ECN,direct,strong,"impulsivity in adolescent IGD subjects showed a positive correlation with the severity of IGD (r=0.6350, p < 0.001), linked to impairments in the Executive Control Network (ECN) and a decrease in functional connectivity between the Salience Network (SN) and ECN (r=0.4307, p=0.0021; r=-0.5147, p=0.0034).",39315326,single_stage:llama-3.1-8b-instruct,high
pubmed,39339712,attentional impulsivity functional connectivity,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,,unknown,unknown,Attention deficit hyperactivity disorder (ADHD),association,higher,oxidative stress,unclear,strong,"Studies have shown that individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",39339712,single_stage:llama-3.1-8b-instruct,1.0
pubmed,27896939,trait impulsivity functional connectivity,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",cognitive control regions,unknown,unknown,obesity,positive correlation,higher,functional connectivity,direct,positive correlation,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",27896939,single_stage:llama-3.1-8b-instruct,high
pubmed,39592983,attentional impulsivity resting-state fMRI,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,default mode network (DMN),unknown,attentional impulsivity,drug-naïve children,decreased,lower,dynamic functional connectivity (FC),unclear,significant,"We found that children with ADHD exhibited (1) decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN);",39592983,single_stage:llama-3.1-8b-instruct,high
pubmed,25944613,Barratt Impulsiveness Scale resting-state fMRI,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,ventral medial prefrontal cortex,functional connectivity,impulsivity (general),abstinent heroin-dependent subjects,mutually reinforce,higher,β-network connectivity,indirect,moderate,"However, in abstinent heroin-dependent subjects, the link is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity.",25944613,single_stage:llama-3.1-8b-instruct,high
pubmed,38468374,impulsivity fMRI functional connectivity,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,significant increases or decreases,higher,neuroimaging,unclear,systematic review,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,38468374,single_stage:llama-3.1-8b-instruct,high
pubmed,28423021,Barratt Impulsiveness Scale fMRI,Trait impulsivity components correlate differently with proactive and reactive control.,2017,PloS one,fronto-parietal network,unknown,impulsivity (general),,correlate,higher,increased activity,unclear,,Higher motor impulsiveness was associated with a larger proactive control effect in the inferior parietal lobule and a smaller reactive control effect in the right dorsolateral prefrontal cortex (DLPFC) and anterior cingulate cortex.,28423021,single_stage:llama-3.1-8b-instruct,
pubmed,36963562,impulsivity resting-state fMRI functional connectivity,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,resting-state brain functional connectivity,functional connectivity,impulsivity (general),,association,higher,,unclear,,The video-centric higher-frequency SMA pattern group demonstrated higher impulsivity,36963562,single_stage:llama-3.1-8b-instruct,1.0
pubmed,36747838,attentional impulsivity resting-state fMRI,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,default mode network,functional connectivity,impulsivity (general),youth,association,higher,greater functional connectivity,unclear,,"Delay discounting was associated with greater functional connectivity between the dorsal prefrontal cortex and other parts of the default mode network, and reduced connectivity with regions in the dorsal and ventral attention networks.",36747838,single_stage:llama-3.1-8b-instruct,1.0
pubmed,37884552,trait impulsivity functional connectivity,Neural correlates of aggression in personality disorders from the perspective of DSM-5 maladaptive traits: a systematic review.,2023,Translational psychiatry,fronto-temporal-limbic regions,functional connectivity,impulsivity (general),Borderline personality disorder (BPD) and antisocial personality disorder (ASPD),link,higher,alterations,unclear,key finding,ii) alterations of fronto-temporal-limbic regions and serotonergic and endocannabinoid signaling systems may link impulsivity to aggression in BPD and ASPD;,37884552,single_stage:llama-3.1-8b-instruct,high
pubmed,28040671,motor impulsivity resting-state fMRI,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,subthalamic nucleus,unknown,impulsivity (general),obsessive-compulsive disorder,stimulation,unclear,increasing evidence accumulation,direct,strong,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity with less accumulation of evidence during probabilistic uncertainty and in enhancing delay discounting.,28040671,single_stage:llama-3.1-8b-instruct,high
pubmed,39284401,attentional impulsivity functional connectivity,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,prefrontal cortex,functional connectivity,unknown,obsessive-compulsive disorder (OCD),correlated with,higher,rTMS,unclear,correlation,"In the presupplementary motor area group, higher error-related activation and lower inhibition-related insular-amygdalar connectivity were associated with symptom reduction.",39284401,single_stage:llama-3.1-8b-instruct,high
pubmed,39756804,Barratt Impulsiveness Scale resting-state fMRI,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,,unknown,unknown,,,unclear,,unclear,,,39756804,single_stage:llama-3.1-8b-instruct,
pubmed,37058964,trait impulsivity functional connectivity,Impulsivity and self-regulation: A dual-process model of risky driving in young drivers in Iran.,2023,Accident; analysis and prevention,,unknown,impulsivity (general),,mediated,higher,executive functions,direct,,Executive functions and driving self-regulation mediated the effect of attention impulsivity on driving errors.,37058964,single_stage:llama-3.1-8b-instruct,1.0
pubmed,19758706,Barratt Impulsiveness Scale neuroimaging,Are self-injurers impulsive?: Results from two behavioral laboratory studies.,2009,Psychiatry research,,unknown,unknown,non-suicidal self-injury (NSSI),,unclear,,unclear,,"In Study 2, we compared adult female self-injurers (n=20) with age- and race/ethnicity-matched, non-injurious controls (n=20) on self-reported impulsiveness (Barratt Impulsiveness Scale-11), and performance-based measures of behavioral disinhibition, risky decision-making, and two measures of delay discounting.",19758706,single_stage:llama-3.1-8b-instruct,
pubmed,29277650,impulsivity resting-state fMRI functional connectivity,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,neuronal activity,functional connectivity,impulsivity (general),resting-state,correlated,higher,calcium signal,direct,moderate,"We found that overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",29277650,single_stage:llama-3.1-8b-instruct,high
pubmed,26908392,Barratt Impulsiveness Scale resting-state fMRI,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,ventral striatum,unknown,impulsivity (general),resting-state fMRI,functional connectivity,higher,positron emission tomography and functional magnetic resonance imaging,direct,moderate,"Results revealed functional coupling of the VSs with bilateral dorsomedial prefrontal cortex (DMPFC) that was correlated with VS MAO-A VT (r=0.47, p=0.04), and functional coupling of the VSi with right hippocampus that was anti-correlated with VS MAO-A VT (r=-0.55, p=0.01).",26908392,single_stage:llama-3.1-8b-instruct,high
pubmed,36912839,trait impulsivity resting-state fMRI,Identifying Replicable Subgroups in Neurodevelopmental Conditions Using Resting-State Functional Magnetic Resonance Imaging Data.,2023,JAMA network open,functional connectome,unknown,impulsivity (general),neurodevelopmental conditions,associated with,higher,data-driven clustering procedure,unclear,moderate,"In both data sets, subgroups with similar biology that differed significantly in intelligence as well as hyperactivity and impulsivity problems were identified, yet these groups showed no consistent alignment with current diagnostic categories.",36912839,single_stage:llama-3.1-8b-instruct,high
pubmed,24373553,Barratt Impulsiveness Scale neuroimaging,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,frontal,unknown,impulsivity (general),Parkinson's disease,associated with,higher,neuropsychological dysfunction,direct,strong,higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale (70.0±10.6 vs. 64.8±11 vs. 60.9±9.3),24373553,single_stage:llama-3.1-8b-instruct,high
pubmed,33426970,Barratt Impulsiveness Scale neuroimaging,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,,unknown,unknown,,,unclear,,unclear,,,33426970,single_stage:llama-3.1-8b-instruct,
pubmed,31383336,trait impulsivity functional connectivity,Hypothesis: Compulsive hoarding as an atavism.,2019,Medical hypotheses,,unknown,unknown,,,unclear,,unclear,,We highlight the potential of using shrews as animal models for hoarding behavior,31383336,single_stage:llama-3.1-8b-instruct,
pubmed,25928822,attentional impulsivity resting-state fMRI,Altered resting-state frontoparietal control network in children with attention-deficit/hyperactivity disorder.,2015,Journal of the International Neuropsychological Society : JINS,frontoparietal control network,functional connectivity,attentional impulsivity,children,association,unclear,neurobiological,unclear,supportive,"Compared with TD children, children with ADHD demonstrated weaker connectivity between the right anterior prefrontal cortex (PFC) and the right ventrolateral PFC, and between the left anterior PFC and the right inferior parietal lobule.",25928822,single_stage:llama-3.1-8b-instruct,high
pubmed,9571295,attentional impulsivity functional connectivity,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),frontal lobe,functional connectivity,attentional impulsivity,,,unclear,working memory,unclear,,"A special form of frontal-motor cortex disconnection may occur in childhood: in the rare Rett syndrome and, with limitation to the prefrontal cortex, in the common Attention Deficit Hyperactivity Disorder (ADHD).",9571295,single_stage:llama-3.1-8b-instruct,
pubmed,22901705,motor impulsivity resting-state fMRI,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,sensory-motor coordination,BOLD variability,unknown,resting-state fMRI,enhanced,higher,long-time online game playing,unclear,study results,"IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus.",22901705,single_stage:llama-3.1-8b-instruct,high
pubmed,34851976,attentional impulsivity resting-state fMRI,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,"default mode (DMN), executive control (ECN), and salience (SAN) intrinsic networks",functional connectivity,unknown,children diagnosed with the combined subtype (ADHD-C),had higher SC-FC coupling,higher,diminished cognitive flexibility,direct,supporting evidence,"Children with ADHD-C had higher SC-FC coupling, a finding consistent with diminished cognitive flexibility, for all subnetworks compared to TDC.",34851976,single_stage:llama-3.1-8b-instruct,high
pubmed,28174127,attentional impulsivity resting-state fMRI,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,default mode network,functional connectivity,unknown,childhood ADHD,influence,higher,altered neural networks for executive control,unclear,positive correlation,"IGD subjects with childhood ADHD showed expanded FC between the PCC and cerebellum (crus II), a region involved in executive control. The strength of connectivity between the PCC and cerebellum (crus II) was positively correlated with self-reporting scales reflecting impulsiveness.",28174127,single_stage:llama-3.1-8b-instruct,high
pubmed,28860514,trait impulsivity resting-state fMRI,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,cognitive control network,BOLD variability,impulsivity (general),late adolescence,association,higher,neural underpinnings,direct,strong,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC), which is involved in conflict monitoring and strategy adaptation.",28860514,single_stage:llama-3.1-8b-instruct,high
pubmed,37673288,impulsivity resting-state fMRI functional connectivity,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,"default mode network (DMN), salience network (SN), central executive network (CEN)",functional connectivity,unknown,healthy controls,aberrant,unclear,rs-fMRI studies,unclear,systematic review,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",37673288,single_stage:llama-3.1-8b-instruct,high
pubmed,28777996,impulsivity fMRI functional connectivity,Neural connectivity moderates the association between sleep and impulsivity in adolescents.,2017,Developmental cognitive neuroscience,prefrontal cortex and default mode network,functional connectivity,impulsivity (general),adolescence,moderates,higher,neural functioning,unclear,significant,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity, suggesting neural functioning relates to individual differences linking sleep quality and impulsivity.",28777996,single_stage:llama-3.1-8b-instruct,high
pubmed,37209127,impulsivity neuroimaging functional connectivity,Reduced loss aversion in value-based decision-making and edge-centric functional connectivity in patients with internet gaming disorder.,2023,Journal of behavioral addictions,functional connectivity,unknown,unknown,internet gaming disorder,correlated,lower,bottom-to-up neuromodulation,direct,significant,Reduced loss aversion was negatively correlated with the promoted bottom-to-up neuromodulation from the right hippocampus to the left IFG in PIGD.,37209127,single_stage:llama-3.1-8b-instruct,high
pubmed,26648853,Barratt Impulsiveness Scale neuroimaging,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,fronto-insular network,unknown,impulsivity (general),Parkinson's disease,association,higher,increased metabolism,unclear,,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",26648853,single_stage:llama-3.1-8b-instruct,
