pmid,raw_response,parse_error
39218589,"{""kb_record"": {""source"": ""Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi"", ""source_id"": ""PMID: 39218589"", ""query"": ""motor impulsivity functional connectivity"", ""title"": ""A review of functional electrical stimulation based on brain-computer interface"", ""year"": 2024, ""journal"": ""Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi"", ""brain_system"": ""central nervous system"", ""feature_type"": ""nerve function"", ""phenotype"": ""motor dysfunction"", ""diagnostic_context"": ""sequelae of neurological diseases"", ""relationship"": ""promotes reconstruction"", ""direction"": ""stimulates"", ""mechanism"": ""electrical impulses"", ""directness"": ""recognizing nerve signals"", ""evidence_strength"": ""effective treatment"", ""supporting_sentence"": ""Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements."", ""citation_id"": ""PMID: 39218589"", ""extraction_model"": ""manual"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence clearly describes the relationship between FES and nerve function reconstruction, and the evidence strength is stated as an effective treatment.""}}",
37086305,"{""kb_record"": {""source"": ""European archives of psychiatry and clinical neuroscience"", ""source_id"": ""PMID: 37086305"", ""query"": ""Barratt Impulsiveness Scale resting-state fMRI"", ""title"": ""Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula."", ""year"": 2024, ""journal"": ""European archives of psychiatry and clinical neuroscience"", ""brain_system"": ""amygdala"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""impulsivity"", ""diagnostic_context"": ""borderline personality disorder"", ""relationship"": ""correlation"", ""direction"": ""negative"", ""mechanism"": null, ""directness"": null, ""evidence_strength"": null, ""supporting_sentence"": ""Reduced functional connectivity was found in BPD between amygdala and frontal pole, precuneus and temporal pole. This functional connectivity alterations correlated with Barratt Impulsiveness Scale (p = 0.020; r = - 0.447)."", ""citation_id"": ""PMID: 37086305"", ""extraction_model"": ""manual"", ""extraction_confidence"": 1.0}, ""self_verification"": {""support_score"": 1.0, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""rationale"": ""The supporting sentence explicitly states that reduced functional connectivity between amygdala and other brain regions correlated with Barratt Impulsiveness Scale, supporting the claim.""}}",
37992501,"{""kb_record"": {""source"": ""PMID: 37992501"", ""source_id"": ""PMID: 37992501"", ""query"": ""impulsivity neuroimaging functional connectivity"", ""title"": ""Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort."", ""year"": 2023, ""journal"": ""NeuroImage. Clinical"", ""brain_system"": ""Salience Network (SN), Central Executive Network (CEN), Default Mode Network (DMN)"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""hyperactivity/impulsivity"", ""diagnostic_context"": ""transdiagnostic neurodevelopmental cohort"", ""relationship"": ""associated"", ""direction"": ""positive"", ""mechanism"": ""altered connectivity"", ""directness"": ""dimensionally related"", ""evidence_strength"": ""positive association"", ""supporting_sentence"": ""Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children."", ""citation_id"": ""PMID: 37992501"", ""extraction_model"": ""manual extraction"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly states the relationship between hyperactivity/impulsivity and functional connectivity between the SN, CEN, and DMN.""}}",
40297839,"{""kb_record"": {""source"": ""Journal of cellular neuroscience"", ""source_id"": ""40297839"", ""query"": ""impulsivity resting-state fMRI functional connectivity"", ""title"": ""Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use"", ""year"": 2025, ""journal"": ""Journal of cellular neuroscience"", ""brain_system"": ""hippocampus"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""impulsivity"", ""diagnostic_context"": ""adolescence"", ""relationship"": ""mediates"", ""direction"": ""positive"", ""mechanism"": ""resting-state fMRI"", ""directness"": ""baseline"", ""evidence_strength"": ""marginal associations"", ""supporting_sentence"": ""Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use."", ""citation_id"": ""40297839"", ""extraction_model"": ""manual"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 0.8, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence provides evidence for the relationship between hippocampal functional connectivity and future substance use, and the direction of the relationship is consistent with the expected positive association between impulsivity and substance use.""}}",
24834038,"{""kb_record"": {""source"": ""Frontiers in behavioral neuroscience"", ""source_id"": ""PMID: 24834038"", ""query"": ""impulsivity resting-state fMRI functional connectivity"", ""title"": ""Brain functional connectivity changes in children that differ in impulsivity temperamental trait"", ""year"": 2014, ""journal"": ""Frontiers in behavioral neuroscience"", ""brain_system"": ""default mode network (DMN)"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""impulsivity"", ""diagnostic_context"": ""typically developing children"", ""relationship"": ""negatively correlated"", ""direction"": ""decreased"", ""mechanism"": ""modulatory influence"", ""directness"": ""direct"", ""evidence_strength"": ""first evidence"", ""supporting_sentence"": ""We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores."", ""citation_id"": ""PMID: 24834038"", ""extraction_model"": ""manual extraction"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly states the relationship between impulsivity and functional connectivity in the DMN.""}}",
34993375,"{""kb_record"": {""source"": ""UK Biobank Resource"", ""source_id"": null, ""query"": ""trait impulsivity functional connectivity"", ""title"": ""Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants."", ""year"": 2021, ""journal"": ""Chronic stress (Thousand Oaks, Calif.)"", ""brain_system"": ""default mode network"", ""feature_type"": ""connectivity"", ""phenotype"": ""COVID-19 positive status"", ""diagnostic_context"": ""general population"", ""relationship"": ""associated with"", ""direction"": ""positive"", ""mechanism"": ""reduced connectivity"", ""directness"": ""direct"", ""evidence_strength"": ""strong"", ""supporting_sentence"": ""COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks;"", ""citation_id"": ""34993375"", ""extraction_model"": ""manual"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly states the relationship between the default mode network and COVID-19 positive status.""}}",
28783574,"{""kb_record"": {""source"": ""PMID: 28783574"", ""source_id"": ""PMID: 28783574"", ""query"": ""Barratt Impulsiveness Scale neuroimaging"", ""title"": ""Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits."", ""year"": 2017, ""journal"": ""Psychiatry research"", ""brain_system"": ""inhibitory control"", ""feature_type"": ""response inhibition"", ""phenotype"": ""compulsivity"", ""diagnostic_context"": ""healthy participants"", ""relationship"": ""predicts"", ""direction"": ""positive"", ""mechanism"": ""Go/No-Go task performance"", ""directness"": ""direct"", ""evidence_strength"": ""supporting evidence"", ""supporting_sentence"": ""Results showed that participants with high false alarms (H-FA) displayed a high-risk strategy of responding, and higher scores in the MOCI Total and MOCI Checking subscale compared to participants with low false alarms (L-FA)."", ""citation_id"": ""PMID: 28783574"", ""extraction_model"": ""manual extraction"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 0.8, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence clearly states that participants with high false alarms displayed higher scores in the MOCI Total and MOCI Checking subscale, indicating a positive relationship between Go/No-Go task performance and compulsivity.""}}",
29442271,"{""kb_record"": {""source"": ""Brain imaging and behavior"", ""source_id"": ""PMID: 29442271"", ""query"": ""impulsivity fMRI functional connectivity"", ""title"": ""Exploring variability in basal ganglia connectivity with functional MRI in healthy aging"", ""year"": 2018, ""journal"": ""Brain imaging and behavior"", ""brain_system"": ""basal ganglia"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""impulsive behavior"", ""diagnostic_context"": ""healthy aging"", ""relationship"": ""association"", ""direction"": ""positive"", ""mechanism"": ""dopaminergic processes"", ""directness"": ""linear correlation"", ""evidence_strength"": ""significant"", ""supporting_sentence"": ""Age was the only correlate of FC in the BGN that was consistently significant with both analyses."", ""citation_id"": ""PMID: 29442271"", ""extraction_model"": ""manual"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly states that age is the only correlate of FC in the BGN, which is consistent with the query and the context of the study.""}}",
12860356,"{""kb_record"": {""source"": ""PMID: 12860356"", ""source_id"": ""PMID: 12860356"", ""query"": ""Barratt Impulsiveness Scale neuroimaging"", ""title"": ""Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder"", ""year"": 2003, ""journal"": ""Psychiatry research"", ""brain_system"": ""central serotonergic function"", ""feature_type"": ""impulsivity"", ""phenotype"": ""behavioral impulsivity"", ""diagnostic_context"": ""borderline personality disorder"", ""relationship"": ""associated with"", ""direction"": ""diminished"", ""mechanism"": ""independent of suicidal behavior, depression or alcohol use disorder"", ""directness"": ""independent"", ""evidence_strength"": ""strong"", ""supporting_sentence"": ""Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder."", ""citation_id"": ""PMID: 12860356"", ""extraction_model"": ""manual"", ""extraction_confidence"": 1.0}, ""self_verification"": {""support_score"": 1.0, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly states the relationship between behavioral impulsivity and central serotonergic function in borderline personality disorder.""}}",
41098388,"{
  ""kb_record"": {
    ""source"": ""The European physical journal. Special topics"",
    ""source_id"": ""41098388"",
    ""query"": ""impulsivity resting-state fMRI functional connectivity"",
    ""title"": ""Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder"",
    ""year"": 2025,
    ""journal"": ""The European physical journal. Special topics"",
    ""brain_system"": ""default mode network (DMN), salience network (SN), executive control network (ECN)"",
    ""feature_type"": ""functional connectivity"",
    ""phenotype"": ""impulsivity"",
    ""diagnostic_context"": ""opioid use disorder"",
    ""relationship"": ""disruptions"",
    ""direction"": ""decreased"",
    ""mechanism"": ""opioid addiction"",
    ""directness"": ""direct"",
    ""evidence_strength"": ""significant"",
    ""supporting_sentence"": ""Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control."",
    ""citation_id"": ""41098388"",
    ""extraction_model"": ""manual"",
    ""extraction_confidence"": ""high""
  },
  ""self_verification"": {
    ""support_score"": 1,
    ""decision"": ""verified"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""rationale"": ""The supporting sentence clearly states that there are significant disruptions in functional connectivity in individuals with opioid addiction, which supports the relationship between opioid addiction and impulsivity.""
  }
}",
34964209,"{""kb_record"": {""source"": ""PMID: 34964209"", ""source_id"": ""34964209"", ""query"": ""impulsivity fMRI functional connectivity"", ""title"": ""Neural processes during response inhibition in complex posttraumatic stress disorder"", ""year"": 2022, ""journal"": ""Depression and anxiety"", ""brain_system"": ""thalamic activation"", ""feature_type"": ""response inhibition"", ""phenotype"": ""complex posttraumatic stress disorder (CPTSD)"", ""diagnostic_context"": ""CPTSD vs PTSD vs controls"", ""relationship"": ""reduced"", ""direction"": ""decreased"", ""mechanism"": ""involving the thalamus"", ""directness"": ""aberrant functioning in the neurocircuitry"", ""evidence_strength"": ""initial evidence"", ""supporting_sentence"": ""There was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, but no activation differences between PTSD and controls for this brain region."", ""citation_id"": ""PMID: 34964209"", ""extraction_model"": ""manual extraction"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The abstract clearly states that there was reduced bilateral thalamic activation in participants with CPTSD relative to PTSD and controls during inhibition trials, which supports the extraction.""}}",
32699511,"{""kb_record"": {""source"": ""Dialogues in clinical neuroscience"", ""source_id"": ""32699511"", ""query"": ""impulsivity fMRI functional connectivity"", ""title"": ""Neurobiological mechanisms underlying internet gaming disorder"", ""year"": 2020, ""journal"": ""Dialogues in clinical neuroscience"", ""brain_system"": ""cognitive control"", ""feature_type"": ""functional connectivity"", ""phenotype"": ""reduced functional connectivity"", ""diagnostic_context"": ""internet gaming disorder"", ""relationship"": ""involved in"", ""direction"": ""reduced"", ""mechanism"": ""impaired decision making"", ""directness"": ""direct"", ""evidence_strength"": ""high"", ""supporting_sentence"": ""reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward."", ""citation_id"": ""32699511"", ""extraction_model"": ""manual"", ""extraction_confidence"": ""high""}, ""self_verification"": {""support_score"": 1, ""decision"": ""verified"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""rationale"": ""The supporting sentence directly mentions reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward, which is a key finding in the study.""}}",
