record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
19,32651411,Increased large-scale inter-network connectivity in relation to impulsivity in Parkinson's disease.,2020,Scientific reports,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,nonplanning impulsivity,Parkinson's disease,associated_with,higher,,direct,0.9,FC between the right frontoparietal network (FPN) and medial visual network (MVN) was significantly higher in PD-HI patients than PD-LI patients (false discovery rate [FDR]-adjusted p = 0.0315).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence directly supports the claim by mentioning a higher functional connectivity between two brain networks in PD-HI patients compared to PD-LI patients, which is associated with nonplanning impulsivity in Parkinson's disease.",,Qwen 2.5 7B
21,34012386,Association of Disinhibited Eating and Trait of Impulsivity With Insula and Amygdala Responses to Palatable Liquid Consumption.,2021,Frontiers in systems neuroscience,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"the resting-state fMRI experiment showed that increased disinhibited eating was positively correlated with strengthened intrinsic functional connectivity between the insula and the amygdala, adjusting for sex (estimates of the beta coefficients = 0.146, standard error = 0.068, p = 0.040)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity between the insula and amygdala.",,Qwen 2.5 7B
23,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,unknown,structural connectivity,impulsivity (general),BPD,correlates_with,lower,,direct,0.7,BPD patients showed a lower cortical thickness of the left insula (p = 0.027) that negatively correlated with the Anger Rumination Scale (p = 0.019; r = - 0.450).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the claim by stating a lower cortical thickness of the left insula in BPD patients, which correlates with the Anger Rumination Scale. The phenotype (impulsivity) is implied by the diagnostic context (BPD), and the feature type (structural connectivity) is supported by the mention of cortical thickness.",,Qwen 2.5 7B
25,26364127,Neurobiological underpinnings of sensation seeking trait in heroin abusers.,2015,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,"ventromedial prefrontal cortex, dorsolateral prefrontal cortex",functional connectivity,impulsivity (general),heroin abusers,correlates_with,unclear,,direct,0.8,there was stronger coupling between the midbrain and ventromedial prefrontal cortex and weaker coupling between the midbrain and dorsolateral prefrontal cortex in heroin users.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence directly states a correlation between functional connectivity in the brain and a phenotype, and the direction of the correlation is clear (stronger coupling is positive).",,Qwen 2.5 7B
26,33158664,Delta resting-state functional connectivity in the cognitive control network as a prognostic factor for maintaining abstinence: An eLORETA preliminary study.,2021,Drug and alcohol dependence,Barratt Impulsiveness Scale resting-state fMRI,cognitive control network,functional connectivity,impulsivity (general),alcohol-dependent patients,predicts,higher,,direct,0.9,Regression analysis showed that the increased left frontoparietal delta connectivity in the early period of abstinence significantly predicted maintaining abstinence over the ensuing 12 months.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct relationship between increased left frontoparietal delta connectivity and maintaining abstinence in alcohol-dependent patients.",,Qwen 2.5 7B
27,28185093,Altered spontaneous brain activity in adolescent boys with pure conduct disorder revealed by regional homogeneity analysis.,2017,European child & adolescent psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,BOLD variability,impulsivity (general),conduct disorder,correlates_with,higher,,direct,0.8,"In the CD group, mean ReHo values in the left and the right insula correlated positively with Barratt Impulsivity Scale (BIS) total scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,higher,The sentence directly supports the claim by stating a positive correlation between ReHo values in the insula and impulsivity scores.,,Qwen 2.5 7B
28,25944613,Nature of functional links in valuation networks differentiates impulsive behaviors between abstinent heroin-dependent subjects and nondrug-using subjects.,2015,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),abstinent heroin-dependent subjects and nondrug-using subjects,associated_with,higher,imbalanced functional connectivity between β- and δ-networks,direct,0.85,"the functional link between the β- and δ-networks is imbalanced, with stronger β-network connectivity and weaker δ-network connectivity. The imbalanced link is associated with impulsivity",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Qwen 2.5 7B
30,24971323,A functional polymorphism of the MAOA gene modulates spontaneous brain activity in pons.,2014,BioMed research international,Barratt Impulsiveness Scale resting-state fMRI,unknown,BOLD variability,impulsivity (general),unknown,correlates_with,lower,,direct,0.8,"Compared with the MAOA-H group, the MAOA-L group showed significantly lower ALFFs in the pons. There was a significant correlation between the BIS scores and the ALFF values in the pons for MAOA-L group, but not for the MAOA-H group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,lower,"The sentence directly supports the claim by stating a correlation between BIS scores and ALFF values in the pons for the MAOA-L group, which is associated with lower impulsivity.",,Qwen 2.5 7B
31,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,correlates_with,unclear,,direct,0.75,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (cognitive),functional connectivity,positive,"The sentence clearly supports the extracted claim. The phenotype is 'impulsivity (cognitive)', which is a specific type of impulsivity. The feature type is 'functional connectivity', which matches the sentence. The relationship is 'correlates_with', which is supported by the sentence. The direction is 'positive', which is supported by the sentence. The directness is 'direct', which is supported by the sentence naming both phenotype and feature. There is no overclaiming as the sentence mentions a group difference and a phenotype-feature association.",,Qwen 2.5 7B
32,24200212,Striatal-insula circuits in cocaine addiction: implications for impulsivity and relapse risk.,2013,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),cocaine addiction,associated_with,higher,reduced connectivity in putamen-posterior insula/postcentral gyrus circuits,direct,0.85,"Impulsivity (BIS-11a) was higher in cocaine-addicted participants, an effect that was partially mediated by reduced putamen-posterior insula connectivity in this group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Qwen 2.5 7B
35,28602816,Neurobiological correlates of impulsivity in healthy adults: Lower prefrontal gray matter volume and spontaneous eye-blink rate but greater resting-state functional connectivity in basal ganglia-thalamo-cortical circuitry.,2017,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.9,"greater resting-state functional connectivity between the basal ganglia and thalamus, motor cortices, and prefrontal cortex was associated with worse no-go trial accuracy on the task and with higher BIS-11 motor impulsivity scores",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between higher functional connectivity and higher impulsivity scores.",,Qwen 2.5 7B
36,20851718,Identification of hyperactive intrinsic amygdala network connectivity associated with impulsivity in abstinent heroin addicts.,2011,Behavioural brain research,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),abstinent heroin dependent,associated_with,higher,,direct,0.9,"In the HD group, higher impulsivity scores and significantly enhanced iAFC network activity were found, especially in bilateral thalamus, right insula, and inferior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,The sentence clearly supports the extracted claim by stating a direct association between higher impulsivity scores and enhanced iAFC network activity in specific brain regions.,,Qwen 2.5 7B
37,39756804,Altered Functional Connectivity of Prefrontal Cortex-Related Circuitry and Trait Impulsivity in Patients With Bipolar Disorder and History of Suicide Attempts.,2025,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),Bipolar Disorder,associated_with,higher,,direct,0.85,BDSA had higher trait impulsivity than BDNS and the controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait level,higher,"The sentence clearly supports the extracted claim by stating that BDSA had higher trait impulsivity, which is a direct association between impulsivity (general) and a feature of trait level, in the context of Bipolar Disorder.",,Qwen 2.5 7B
38,29988765,Abnormal degree centrality in chronic users of codeine-containing cough syrups: A resting-state functional magnetic resonance imaging study.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale resting-state fMRI,unknown,unknown,impulsivity (general),chronic users of codeine-containing cough syrups,correlated_with,unclear,,direct,0.8,"The degree centrality (DC) changes were correlated to the Barratt Impulsiveness Scale (BIS-11) total score, dose, duration of CCS use, and the age at first use of cough syrups.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,correlated_with,"The sentence clearly supports the extracted claim by stating a correlation between degree centrality changes and the Barratt Impulsiveness Scale (BIS-11) total score, which is a measure of impulsivity.",,Qwen 2.5 7B
40,24223847,Reduced regional homogeneity in bilateral frontostriatal system relates to higher impulsivity behavior in codeine-containing cough syrups dependent individuals.,2013,PloS one,Barratt Impulsiveness Scale resting-state fMRI,unknown,BOLD variability,impulsivity (general),codeine-containing cough syrups dependence,correlates_with,higher,,direct,0.8,"There were negative correlations between mean ReHo in the bilateral medial OFC, left dorsal striatum and duration of CCS use, BIS.11 total scores, and the subscale of attentional impulsivity in CCS-dependent individuals.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),BOLD variability,higher,"The sentence clearly supports the extracted claim by mentioning a correlation between BOLD variability (ReHo) in specific brain regions and impulsivity behavior in CCS-dependent individuals. The direction of the correlation is also clearly stated as negative, which corresponds to the extracted direction of 'higher'.",,Qwen 2.5 7B
41,26908392,Association of ventral striatum monoamine oxidase-A binding and functional connectivity in antisocial personality disorder with high impulsivity: A positron emission tomography and functional magnetic resonance imaging study.,2016,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),antisocial personality disorder,correlates_with,lower,,direct,0.85,"Additionally, VSs-DMPFC FC was negatively correlated with NEO Personality Inventory-Revised impulsivity (r=-0.49, p=0.03), as was VSi-hippocampus FC with Barratt Impulsiveness Scale-11 motor impulsiveness (r=-0.50, p=0.03).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly supports the association between impulsivity and functional connectivity in the brain, with a specific direction (lower) and a direct relationship.",,Qwen 2.5 7B
42,25008351,Altered intrinsic hippocmapus declarative memory network and its association with impulsivity in abstinent heroin dependent subjects.,2014,Behavioural brain research,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),abstinent heroin dependent subjects,correlates_with,higher,"enhanced coherence between hippocampus and non-declarative reward-guided learning memory system, and attenuated intrinsic functional link between hippocampus and top-down control system",direct,0.9,This alteration was furthered found to have behavioral significance over the behavioral index 'impulsivity' measured with Barratt Impulsiveness Scale (BIS).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral index,higher,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated. The phenotype is 'impulsivity' which is a behavioral index measured with Barratt Impulsiveness Scale (BIS). The feature is a behavioral index which is a type of functional connectivity. The relationship is 'correlates_with' which is supported by the sentence. The direction is 'higher' which is also supported by the sentence. The directness is 'direct' which is supported by the sentence as it names both phenotype and feature.",,Qwen 2.5 7B
43,25496980,Abnormal regional homogeneity in young adult suicide attempters with no diagnosable psychiatric disorder: a resting state functional magnetic imaging study.,2015,Psychiatry research,Barratt Impulsiveness Scale resting-state fMRI,unknown,BOLD variability,impulsivity (general),suicide attempters without a psychiatric diagnosis,correlates_with,higher,,direct,0.8,The SA group also had significantly higher total Barratt Impulsiveness Scale scores compared with the HC group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),Barratt Impulsiveness Scale scores,higher,The sentence directly supports the claim by stating a higher impulsivity score in the SA group compared to the HC group.,,Qwen 2.5 7B
45,35040662,Role of White Matter Microstructure in Impulsive Behavior.,2022,The Journal of neuropsychiatry and clinical neurosciences,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,nonplanning impulsivity,unknown,correlates_with,lower,,direct,0.85,"Whole-brain total average FA was inversely correlated with motor impulsiveness (r=-0.32, p=0.007) and positively correlated with nonplanning impulsiveness (r=0.29, p=0.02); these correlations were significant after correction for multiple comparisons.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning both nonplanning impulsivity and structural connectivity, and stating a direct correlation.",,Qwen 2.5 7B
46,37137256,Transdiagnostic brain correlates of self-reported trait impulsivity: A dimensional structure-symptom investigation.,2023,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),"healthy controls, opioid use disorder, cocaine use disorder, borderline personality disorder, schizophrenia",negatively correlated,lower,,direct,0.8,"Volume of the left opercular part of the inferior frontal gyrus (IFG) was negatively related to global impulsivity across the entire sample and specifically to motor impulsivity in the subsample of HCs, OUD and BPD patients.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct relationship between the volume of the left opercular part of the inferior frontal gyrus and impulsivity, both globally and specifically to motor impulsivity in a subsample of healthy controls and patients with opioid use disorder and borderline personality disorder.",,Qwen 2.5 7B
47,37004979,Chronic cannabis use alters dACC-striatal glutamatergic balance.,2023,"Pharmacology, biochemistry, and behavior",Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),chronic cannabis use disorder,correlates_with,unclear,,direct,0.8,"Self-reported BIS and its subscales were significantly altered among the users compared to the controls across the study timeline (total F(1,28) = 7.0, p = 0.013; non-planning F(1,28) = 16.1, p < 0.0005; motor F(1,28) = 5.9, p = 0.022; cognitive F(1,28) = 6.1, p = 0.019).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,increased,"The sentence directly supports the claim by stating that self-reported BIS and its subscales were significantly altered among the users compared to the controls, which implies a correlation between chronic cannabis use disorder and impulsivity. The direction of the correlation is implied to be increased, as the users showed significant alterations in the subscales, which are related to impulsivity. The directness of the claim is also supported, as the sentence names both the phenotype (impulsivity) and the feature (BIS subscales).",,Qwen 2.5 7B
48,37556131,Alcohol Cue Processing in Co-Occurring Bipolar Disorder and Alcohol Use Disorder.,2023,JAMA psychiatry,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),"BD + AUD, AUD alone, BD alone, healthy controls",associated_with,higher,,direct,0.8,These hypoactivations were associated with increased impulsivity and obsessive-compulsive alcohol craving exclusively among individuals with BD + AUD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),alcohol craving,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between hypoactivations and increased impulsivity and obsessive-compulsive alcohol craving in individuals with BD + AUD.",,Qwen 2.5 7B
51,37080490,Brain structural abnormalities and trait impulsivity in suicidal and non-suicidal patients with bipolar disorder.,2023,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,higher,,direct,0.85,"In patients with SA history, higher BIS scores were associated with greater GMV in the left pars triangularis and greater surface area in left pars opercularis (all p < 0.01).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and structural connectivity in the brain, specifically in the left pars triangularis and left pars opercularis, with a higher BIS score indicating higher impulsivity.",,Qwen 2.5 7B
52,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,correlates_with,lower,,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,lower,"The sentence directly supports the claim by stating a correlation between motor impulsiveness and activation in the right dorsolateral prefrontal cortex, which is a specific brain region.",,Qwen 2.5 7B
53,33360853,Novel circuit biomarker of impulsivity and craving in male heroin-dependent individuals.,2021,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),heroin-dependent individuals,correlates_with,lower,,direct,0.85,"HDI showed significantly weaker tract strength of the left striatum-medial orbitofrontal cortex (mOFC) (Bonferroni corrected, p < 0.05/20 = 0.0025) and significantly higher BIS total, attention, motor, and non-planning scores (Bonferroni corrected, p < 0.05/4 = 0.0125) than controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the claim by stating a correlation between impulsivity and weaker tract strength in a specific brain region, and also mentions higher impulsivity scores in HDI compared to controls.",,Qwen 2.5 7B
