record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
11,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,unknown,unknown,unknown,unknown,associated_with,unclear,Functional electrical stimulation (FES) helps promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses,background,0.5,Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction,yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,revise,unclear,unclear,unclear,unclear,unclear,unclear,Muscle contraction,Physiological response,,"The sentence describes a connection between FES and muscle contraction, but it does not explicitly state that FES helps promote the reconstruction of nerve function or associates with a specific brain system. The claim also mentions electrical impulses, which is not directly mentioned in the sentence.",," {""support_score"": null, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""Muscle contraction"", ""corrected_feature_type"": ""Physiological response"", ""corrected_direction"": null, ""rationale"": ""The sentence describes a connection between FES and muscle contraction, but it does not explicitly state that FES helps promote the reconstruction of nerve function or associates with a specific brain system. The claim also mentions electrical impulses, which is not directly mentioned in the sentence.""}"
12,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,indirect,0.7,"Reduced functional connectivity was found in BPD between amygdala and frontal pole, precuneus and temporal pole.",yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,1,revise,unclear,unclear,unclear,unclear,unclear,unclear,impulsivity (specific to Borderline Personality Disorder),,reduced,The sentence mentions a group difference (BPD) but not a specific phenotype-feature association for impulsivity. The direction is also unclear as it does not specify whether the reduced functional connectivity is directly related to impulsivity.,," {""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""associated_with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (specific to Borderline Personality Disorder)"", ""corrected_direction"": ""reduced"", ""rationale"": ""The sentence mentions a group difference (BPD) but not a specific phenotype-feature association for impulsivity. The direction is also unclear as it does not specify whether the reduced functional connectivity is directly related to impulsivity.""}"
13,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Hyperactivity/impulsivity was associated with increased functional connectivity between the Salience (SN), Central Executive (CEN), and Default Mode Networks (DMN) in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that impulsivity (general) is associated with increased and decreased functional connectivity, which supports the claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""general impulsivity"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""associated_with"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that impulsivity (general) is associated with increased and decreased functional connectivity, which supports the claim.""}"
14,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,Hippocampal functional connectivity with brain networks may influence the pathway from impulsivity to future substance use in adolescence.,yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,impulsivity (general),Hippocampal functional connectivity,,"The sentence clearly supports the association of impulsivity with the feature of Hippocampal functional connectivity, but does not specify the direction of the relationship.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""Hippocampal functional connectivity"", ""relationship_supported"": ""associated_with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""Hippocampal functional connectivity"", ""corrected_direction"": null, ""rationale"": ""The sentence clearly supports the association of impulsivity with the feature of Hippocampal functional connectivity, but does not specify the direction of the relationship.""}"
15,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,unclear,yes,unclear,,,,The sentence directly states the association between impulsivity (general) and brain functional connectivity in children.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": null, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states the association between impulsivity (general) and brain functional connectivity in children.""}"
16,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.7,"Individuals are at increased risk of COVID-19 infections if their brain connectome is consistent with reduced connectivity in the top-down attention and executive networks, along with increased internal connectivity in the introspective and instinctive networks.",yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,COVID-19 infections,,increased risk,,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""associated_with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""COVID-19 infections"", ""corrected_direction"": ""increased risk""}

Rationale: The sentence clearly states that individuals with a specific pattern of functional connectivity (reduced top-down attention and executive networks, increased introspective and instinctive networks) are at an increased risk of COVID-19 infections, which aligns with the extracted claim's relationship and direction. However, the phenotype in the claim is ""unknown"", and the sentence provides the specific phenotype of ""COVID-19 infections"". Therefore, the corrected_phenotype is set to ""COVID-19 infections"". The direction is also clarified as ""increased risk"" based on the sentence."
17,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,unknown,unknown,predicts,unclear,,unclear,0.7,"Participants with high false alarms (H-FA) displayed a high-risk strategy of responding, and higher scores in the MOCI Total and MOCI Checking subscale compared to participants with low false alarms (L-FA).",yes,,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence clearly indicates a relationship between the phenotype (participants with high false alarms and participants with low false alarms) and the feature (MOCI Total and MOCI Checking subscale), with the former displaying a higher score in the latter.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""MOCI Total and MOCI Checking subscale"", ""relationship_supported"": ""displays a higher score"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly indicates a relationship between the phenotype (participants with high false alarms and participants with low false alarms) and the feature (MOCI Total and MOCI Checking subscale), with the former displaying a higher score in the latter.""}"
18,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,Changes in functional connectivity measured using resting state fMRI within the basal ganglia network (BGN) have been observed in pathologies with altered neurotransmitter systems and conditions involving motor control and dopaminergic processes.,yes,,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,0,revise,unclear,unclear,unclear,unclear,unclear,unclear,"impulsivity (general, possibly related to dopaminergic processes)",,,"The sentence mentions a connection between functional connectivity and conditions involving motor control and dopaminergic processes, which could be related to impulsivity. However, the sentence does not directly state an association between impulsivity and functional connectivity in the basal ganglia network.",," {""support_score"": null, ""decision"": ""revise"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general, possibly related to dopaminergic processes)"", ""corrected_feature_type"": null, ""rationale"": ""The sentence mentions a connection between functional connectivity and conditions involving motor control and dopaminergic processes, which could be related to impulsivity. However, the sentence does not directly state an association between impulsivity and functional connectivity in the basal ganglia network.""}"
19,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),borderline personality disorder,associated_with,unclear,inverse relationship,background,0.7,"Behavioral impulsivity in borderline personality disorder (BPD) is associated with indices of diminished central serotonergic function, independent of suicidal behavior, depression or alcohol use disorder.",yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,no,no,unclear,,,,"The sentence mentions 'Behavioral impulsivity' and 'central serotonergic function', which are associated according to the text. However, the direction of the relationship is not explicitly stated in the sentence.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""general impulsivity"", ""feature_supported"": ""central serotonergic function"", ""relationship_supported"": ""associated_with"", ""direction_supported"": false, ""directness_supported"": false, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence mentions 'Behavioral impulsivity' and 'central serotonergic function', which are associated according to the text. However, the direction of the relationship is not explicitly stated in the sentence.""}"
20,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),opioid use disorder,associated_with,unclear,,unclear,0.5,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,yes,yes,unclear,impulsivity (general),functional connectivity,,"The sentence directly mentions 'impulse control' as a cognitive function affected by the disruptions in functional connectivity in individuals with opioid addiction, which aligns with the general impulsivity phenotype. The functional connectivity is also clearly stated as being disrupted in the DMN and SN networks.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""functional connectivity"", ""rationale"": ""The sentence directly mentions 'impulse control' as a cognitive function affected by the disruptions in functional connectivity in individuals with opioid addiction, which aligns with the general impulsivity phenotype. The functional connectivity is also clearly stated as being disrupted in the DMN and SN networks.""}"
21,34964209,Neural processes during response inhibition in complex posttraumatic stress disorder.,2022,Depression and anxiety,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),complex posttraumatic stress disorder,associated_with,unclear,,unclear,0.5,A common feature of complex posttraumatic stress disorder (CPTSD) is impulsivity.,yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,revise,yes,unclear,unclear,unclear,unclear,unclear,impulsivity (general),,,"The sentence mentions impulsivity, which is the phenotype in the claim, but it does not provide any information about the feature type, relationship, direction, or directness.",," {""support_score"": null, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence mentions impulsivity, which is the phenotype in the claim, but it does not provide any information about the feature type, relationship, direction, or directness.""}"
22,32699511,Neurobiological mechanisms underlying internet gaming disorder .,2020,Dialogues in clinical neuroscience,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,unclear,"reduced functional connectivity in brain networks involved in cognitive control, executive function, motivation, and reward",direct,0.8,"reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward",yes,,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly mentions the reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward, which aligns with the extracted claim's feature type and relationship.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly mentions the reduced functional connectivity in brain networks that are involved in cognitive control, executive function, motivation, and reward, which aligns with the extracted claim's feature type and relationship.""}"
