record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
13,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,"sensorimotor cortex, corticospinal tract, muscles",structural connectivity,unknown,early subacute stroke,correlation,lower,post-stroke structural injury modulates task-based corticomuscular connectivity,indirect,moderate,Findings exclusive to CST injury/integrity subgroups underscore the complexity of structure-function relationships in stroke. Associations between CMC measures in motor-relevant frequency bands with measures reflecting CST microstructure suggest that post-stroke structural injury modulates task-based corticomuscular connectivity.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,motor-relevant frequency bands,CST microstructure,modulates,"The sentence does not explicitly state the phenotype, and the direction and directness are not clearly supported. It also suggests a broader context of structure-function relationships rather than a specific phenotype-feature association.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""motor-relevant frequency bands"",
  ""corrected_feature_type"": ""CST microstructure"",
  ""corrected_direction"": ""modulates"",
  ""rationale"": ""The sentence does not explicitly state the phenotype, and the direction and directness are not clearly supported. It also suggests a broader context of structure-function relationships rather than a specific phenotype-feature association.""
}"
1,38002468,Insula Connectivity Abnormalities Predict Impulsivity in Chronic Heroin Use Disorder: A Cross-Sectional Resting-State fMRI Study.,2023,Brain sciences,Barratt Impulsiveness Scale resting-state fMRI,insula,functional connectivity,impulsivity (general),heroin use disorder,predicts,higher,changes in FC between the insula and other brain regions,direct,strong,"Changes in FC between the right insula and the lateral occipital cortex and the right angular gyrus were significantly positively correlated with total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity, whereas changes in the FC between the left insula and the left superior frontal gyrus and left frontopolar brain region were significantly negatively correlated with trait impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states that changes in functional connectivity (FC) between the insula and other brain regions are correlated with impulsivity traits, which matches the extracted claim. The direction of the relationship is clearly specified as positive or negative, and the relationship is described as direct.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states that changes in functional connectivity (FC) between the insula and other brain regions are correlated with impulsivity traits, which matches the extracted claim. The direction of the relationship is clearly specified as positive or negative, and the relationship is described as direct.""
}"
2,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,right dorsolateral prefrontal cortex (RDLPFC),unknown,motor impulsivity,Go/No-Go task,negative correlation,lower,response inhibition,indirect,moderate,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,motor impulsivity,activation,lower,The sentence mentions a group difference but does not directly state a phenotype-feature association. The direction and directness need to be clarified.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""motor impulsiveness"",
  ""feature_supported"": ""No-Go-related activation"",
  ""relationship_supported"": ""negative correlation"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""motor impulsivity"",
  ""corrected_feature_type"": ""activation"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference but does not directly state a phenotype-feature association. The direction and directness need to be clarified.""
}"
3,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,"frontal lobe, including the orbitofrontal area",unknown,unknown,attention-deficit/hyperactivity disorder (ADHD),is related to,higher,overhasty updating of beliefs during risk learning,direct,moderate,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,attention-deficit/hyperactivity disorder (ADHD),impulsivity,higher,"The sentence indicates a correlation between overhasty learning and BIS score, which is an indirect measure of impulsivity. It does not directly state that impulsivity is related to overhasty learning, nor does it specify the direction or directness of the relationship.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""attention-deficit/hyperactivity disorder (ADHD)"",
  ""feature_supported"": ""BIS score"",
  ""relationship_supported"": ""correlated with"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""attention-deficit/hyperactivity disorder (ADHD)"",
  ""corrected_feature_type"": ""impulsivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence indicates a correlation between overhasty learning and BIS score, which is an indirect measure of impulsivity. It does not directly state that impulsivity is related to overhasty learning, nor does it specify the direction or directness of the relationship.""
}"
4,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,predicts,higher,,indirect,moderate,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence states that no relation was found, which contradicts the claim of prediction. It also does not specify a phenotype or feature type, making it impossible to directly support the claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence states that no relation was found, which contradicts the claim of prediction. It also does not specify a phenotype or feature type, making it impossible to directly support the claim.""
}"
5,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN), and central executive network (CEN)",functional connectivity,unknown,comparative study with healthy controls,aberrant,unclear,not explicitly stated in the abstract,indirect,moderate,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls, as well as selective functional impairments in bilateral amygdala, anterior and posterior cingulate cortex, hippocampus, and prefrontal cortex.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,no,yes,borderline personality disorder (BPD),resting-state functional connectivity (rs-FC),compared to healthy controls,"The sentence supports the feature type and relationship but not the phenotype or direction. It also mentions additional features not specified in the claim, leading to overclaiming.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""borderline personality disorder (BPD)"",
  ""corrected_feature_type"": ""resting-state functional connectivity (rs-FC)"",
  ""corrected_direction"": ""compared to healthy controls"",
  ""rationale"": ""The sentence supports the feature type and relationship but not the phenotype or direction. It also mentions additional features not specified in the claim, leading to overclaiming.""
}"
6,37887440,"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk.",2023,"Behavioral sciences (Basel, Switzerland)",impulsivity resting-state fMRI functional connectivity,Reward network,functional connectivity,unknown,Differentiating individuals with and without Alcohol Use Disorder,predicting,higher,Impulsivity measures,indirect,moderate,"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,Alcohol Use Disorder,Resting-State fMRI functional connectivity of Reward network,,"The sentence mentions differentiating between individuals with and without Alcohol Use Disorder, which implies a phenotype. However, it does not specify the direction (positive or negative) or the exact nature of the relationship (predicting, associated with, etc.). The feature type is partially supported as it mentions functional connectivity of the reward network, but the relationship and direction need to be clarified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Alcohol Use Disorder"",
  ""corrected_feature_type"": ""Resting-State fMRI functional connectivity of Reward network"",
  ""corrected_direction"": null,
  ""rationale"": ""The sentence mentions differentiating between individuals with and without Alcohol Use Disorder, which implies a phenotype. However, it does not specify the direction (positive or negative) or the exact nature of the relationship (predicting, associated with, etc.). The feature type is partially supported as it mentions functional connectivity of the reward network, but the relationship and direction need to be clarified.""
}"
7,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,"prefrontal cortex, fronto-parietal regions, frontal gyrus, insula lobe, cingulate cortex and striatum",functional connectivity,unknown,fMRI scans,alterations,higher,"uncontrolled use of technologies, loss of inhibitory control in decision-making, transforming leisure into dependence",direct,moderate,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,unknown,functional connectivity,higher or lower,"The sentence does not specify the exact phenotype, the direction of change (increase or decrease), and the directness of the relationship between the phenotype and the feature. It also implies a broader context of changes rather than a specific alteration in a particular brain system.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""unknown"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher or lower"",
  ""rationale"": ""The sentence does not specify the exact phenotype, the direction of change (increase or decrease), and the directness of the relationship between the phenotype and the feature. It also implies a broader context of changes rather than a specific alteration in a particular brain system.""
}"
8,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,cognitive control network (CCN) and default mode network (DMN),functional connectivity,unknown,healthy individuals,association,higher,plastic change in intrinsic connectivity,direct,moderate,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,cognitive performance,functional connectivity,lower,The sentence mentions a group difference in connectivity but does not directly state a phenotype-feature association. The direction of the relationship is opposite to what is claimed.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""cognitive performance"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference in connectivity but does not directly state a phenotype-feature association. The direction of the relationship is opposite to what is claimed.""
}"
9,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,"hippocampus, cerebellum, prefrontal cortex",unknown,impulsivity (general),substance use disorders,influences,unclear,modulation of impulsive behavior through connectivity with prefrontal and limbic circuits,indirect,strong,"In particular, the hippocampus and cerebellum contribute to the modulation of impulsive behavior through their connectivity with prefrontal and limbic circuits.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,no,yes,no,no,yes,impulsivity (general),connectivity with prefrontal and limbic circuits,unclear,"The sentence mentions the contribution of the hippocampus and cerebellum to the modulation of impulsive behavior, which supports the phenotype. However, it does not specify the feature type, direction, or directness of the relationship. Additionally, it overclaims by mentioning a mechanism that goes beyond the extracted claim.",,"{
  ""support_score"": 1,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""connectivity with prefrontal and limbic circuits"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions the contribution of the hippocampus and cerebellum to the modulation of impulsive behavior, which supports the phenotype. However, it does not specify the feature type, direction, or directness of the relationship. Additionally, it overclaims by mentioning a mechanism that goes beyond the extracted claim.""
}"
10,27896939,"A multimodal study of impulsivity and body weight: Integrating behavioral, cognitive, and neuroimaging approaches.",2017,"Obesity (Silver Spring, Md.)",trait impulsivity functional connectivity,right inferior frontal gyrus and right middle frontal gyrus,functional connectivity,unknown,impulsivity,positive association,higher,mediation by ImpSS,indirect,moderate,"Further, there was a positive association between BMI and functional connectivity between the right inferior frontal gyrus and right middle frontal gyrus during successful response inhibition.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,unclear,unclear,unclear,yes,no,no,BMI,functional connectivity,higher,"The sentence clearly states a positive association between BMI and functional connectivity, which matches the claim. However, the direction is not directly stated as 'higher', so directness_supported is false.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": null,
  ""feature_supported"": ""functional connectivity"",
  ""relationship_supported"": ""positive association"",
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""BMI"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly states a positive association between BMI and functional connectivity, which matches the claim. However, the direction is not directly stated as 'higher', so directness_supported is false.""
}"
11,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network (DMN),functional connectivity,unknown,influence of childhood ADHD,expanded,unclear,executive control,indirect,moderate,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,Internet gaming disorder (IGD),functional connectivity (FC),expanded,The sentence mentions a group difference but does not explicitly state the phenotype. The direction and feature are correct but not clearly stated as direct.,,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""Internet gaming disorder (IGD)"",
    ""corrected_feature_type"": ""functional connectivity (FC)"",
    ""corrected_direction"": ""expanded"",
    ""rationale"": ""The sentence mentions a group difference but does not explicitly state the phenotype. The direction and feature are correct but not clearly stated as direct.""
}"
12,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,corticostriatal,functional connectivity,impulsivity (general),Parkinson disease,association,unclear,altered connectivity between an associative striatal area (the left anterior putamen) and associative and limbic cortical regions (the left inferior temporal gyrus and the left anterior cingulate gyrus),indirect,moderate,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence supports the phenotype of impulsivity in Parkinson's disease patients, the feature type of functional connectivity, and the relationship of association. However, the direction of the association is unclear, and the evidence is indirect.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence supports the phenotype of impulsivity in Parkinson's disease patients, the feature type of functional connectivity, and the relationship of association. However, the direction of the association is unclear, and the evidence is indirect.""
}"
13,31907881,Human Brain Imaging Links Dopaminergic Systems to Impulsivity.,2020,Current topics in behavioral neurosciences,motor impulsivity functional connectivity,striatal,unknown,motor impulsivity,,correlation,higher,functional connectivity,indirect,strong,"Low levels of striatal and midbrain D2-type receptor availability correlate with self-reported impulsivity, whereas striatal D2-type receptor availability shows positive correlation with motor response inhibition and cognitive flexibility.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,motor impulsivity,D2-type receptor availability,higher,"The sentence mentions a correlation between striatal D2-type receptor availability and motor response inhibition, which indirectly relates to motor impulsivity. However, the feature type is not explicitly named, and the directness is not directly stated.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""motor impulsivity"",
  ""corrected_feature_type"": ""D2-type receptor availability"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a correlation between striatal D2-type receptor availability and motor response inhibition, which indirectly relates to motor impulsivity. However, the feature type is not explicitly named, and the directness is not directly stated.""
}"
1,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,amygdala and insula,functional connectivity,unknown,BPD patients,correlation,lower,alterations in amygdala and insula contribute to neuropsychiatric symptoms,indirect,moderate,"Amygdala and insula are altered in BPD patients, and these two limbic structures are implicated in specific neuropsychiatric symptoms, such as difficulty in emotion regulation, depression, anger and depressive rumination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The evidence sentence does not specify a clear phenotype or feature type, and the relationship, direction, and directness are not directly supported. Additionally, the sentence implies a broader mechanism than the extracted claim, leading to overclaiming.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The evidence sentence does not specify a clear phenotype or feature type, and the relationship, direction, and directness are not directly supported. Additionally, the sentence implies a broader mechanism than the extracted claim, leading to overclaiming.""
}"
2,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,"frontostriatal, cortico-striatal-thalamic",structural connectivity,impulsivity (general),healthy adults,no change,unclear,mindfulness intervention,indirect,moderate,"an eight-week mindfulness intervention did not reduce impulsivity on the go/no-go task or Barratt Impulsiveness Scale (BIS-11), nor produce changes in neural correlates of impulsivity (i.e. frontostriatal gray matter, functional connectivity, and dopamine levels) compared to active or wait-list control groups.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,no,no,impulsivity (general),"frontostriatal gray matter, functional connectivity",unclear,"The sentence clearly states that there was no change in impulsivity and its neural correlates after an eight-week mindfulness intervention. However, it does not specify the direction of the relationship or the directness of the evidence.",,"{
    ""support_score"": 2,
    ""decision"": ""keep"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""frontostriatal gray matter, functional connectivity"",
    ""corrected_direction"": ""unclear"",
    ""rationale"": ""The sentence clearly states that there was no change in impulsivity and its neural correlates after an eight-week mindfulness intervention. However, it does not specify the direction of the relationship or the directness of the evidence.""
}"
3,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,lateral prefrontal cortex,unknown,impulsivity (general),healthy individuals,reduced,lower,behavioral and neural signatures,direct,moderate,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,no,yes,yes,no,no,impulsivity (high),model-based signatures,lower,"The sentence directly states that model-based signatures were reduced in high-impulsive individuals, supporting the relationship and direction. However, it does not explicitly mention the lateral prefrontal cortex as the brain system or specify that the individuals are healthy.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (high)"",
  ""corrected_feature_type"": ""model-based signatures"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence directly states that model-based signatures were reduced in high-impulsive individuals, supporting the relationship and direction. However, it does not explicitly mention the lateral prefrontal cortex as the brain system or specify that the individuals are healthy.""
}"
4,30616125,A multi-dimensional evaluation of craving and impulsivity among people admitted for alcohol-related problems in emergency department.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,alcohol misuse,predicts,higher,,direct,moderate,"Regression analyses showed that the scores obtained at the compulsive subscale of the OCDS, at the VAS and at the Urgency subscale of impulsivity constitute the main predictors of the severity of alcohol-use disorders (indexed by the AUDIT).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,yes,yes,no,yes,severity of alcohol-use disorders,"compulsive subscale of the OCDS, VAS, Urgency subscale of impulsivity",higher,The sentence mentions predictors but does not explicitly state the phenotype and feature types. It also suggests a group difference rather than a direct association between the features and the phenotype.,,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": false,
    ""relationship_supported"": true,
    ""direction_supported"": true,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""severity of alcohol-use disorders"",
    ""corrected_feature_type"": ""compulsive subscale of the OCDS, VAS, Urgency subscale of impulsivity"",
    ""corrected_direction"": ""higher"",
    ""rationale"": ""The sentence mentions predictors but does not explicitly state the phenotype and feature types. It also suggests a group difference rather than a direct association between the features and the phenotype.""
}"
5,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,amygdala and its subregions,functional connectivity,impulsivity (general),,correlation,higher,genetic overlap,indirect,strong,"Bivariate genetic modelling analyses found genetic overlaps between trait impulsivity and the rsFC of the left full amygdala or the left BL amygdala with the right DLPFC. The proportions of phenotypic associations accounted for by overlapping genes were 82% and 60%, respectively.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,impulsivity (general),resting-state functional connectivity (rsFC),higher,"The sentence directly supports the phenotype (trait impulsivity), feature type (rsFC of the amygdala), and relationship (genetic overlap). The direction is also supported as higher genetic overlap implies a stronger association.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""resting-state functional connectivity (rsFC)"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence directly supports the phenotype (trait impulsivity), feature type (rsFC of the amygdala), and relationship (genetic overlap). The direction is also supported as higher genetic overlap implies a stronger association.""
}"
6,29277650,"Macroscale variation in resting-state neuronal activity and connectivity assessed by simultaneous calcium imaging, hemodynamic imaging and electrophysiology.",2018,NeuroImage,impulsivity resting-state fMRI functional connectivity,neuronal activity and connectivity,functional connectivity,unknown,"simultaneous resting-state measurements of electrophysiology, calcium, and hemodynamic imaging in lightly anesthetized mice",hemodynamic signal and calcium signal,unclear,regional variation in the hemodynamic response,indirect,moderate,"Furthermore, while overall functional connectivity (FC) measured by the hemodynamic signal is significantly correlated with FC measured by calcium, the two estimates were found to be significantly different.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,functional connectivity,functional connectivity,unclear,"The sentence mentions a correlation between hemodynamic and calcium signals, which supports the relationship but does not specify a phenotype. The direction of the relationship is unclear, and the directness is indirect as the sentence does not directly state that the hemodynamic signal and calcium signal are measures of the same phenotype.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""functional connectivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence mentions a correlation between hemodynamic and calcium signals, which supports the relationship but does not specify a phenotype. The direction of the relationship is unclear, and the directness is indirect as the sentence does not directly state that the hemodynamic signal and calcium signal are measures of the same phenotype.""
}"
