record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
11,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,nonplanning impulsivity,unknown,associated_with,higher,,direct,0.85,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,no,yes,yes,no,yes,nonplanning impulsivity,connectivity from the left dorsal prefrontal cortex,higher,The sentence mentions an association but does not specify the exact feature (functional connectivity) and the directness is not fully supported as the connectivity is from the left dorsal prefrontal cortex to other regions.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""nonplanning impulsivity"",
  ""corrected_feature_type"": ""connectivity from the left dorsal prefrontal cortex"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions an association but does not specify the exact feature (functional connectivity) and the directness is not fully supported as the connectivity is from the left dorsal prefrontal cortex to other regions.""
}"
12,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,obsessive-compulsive disorder,associated_with,lower,,direct,0.75,Lower precuneus activation with increased planning taskload was correlated with symptom reduction in the dorsolateral prefrontal cortex group.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses a correlation between precuneus activation and symptom reduction in a specific brain region (dorsolateral prefrontal cortex) under a certain task condition, which does not directly support the extracted claim about attentional impulsivity and functional connectivity. It also does not specify the direction of the relationship or the directness of the association.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses a correlation between precuneus activation and symptom reduction in a specific brain region (dorsolateral prefrontal cortex) under a certain task condition, which does not directly support the extracted claim about attentional impulsivity and functional connectivity. It also does not specify the direction of the relationship or the directness of the association.""
}"
13,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,mediates,unclear,,direct,0.8,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence discusses correlation with locus coeruleus integrity and connectivity, but does not directly address nonplanning impulsivity or functional connectivity as specified in the claim. It also introduces additional information about volumes of prefrontal cortical regions which is not mentioned in the claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence discusses correlation with locus coeruleus integrity and connectivity, but does not directly address nonplanning impulsivity or functional connectivity as specified in the claim. It also introduces additional information about volumes of prefrontal cortical regions which is not mentioned in the claim.""
}"
1,29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,default mode network,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,"Barratt impulsivity, stop signal reaction time",,lower,"The sentence mentions a group difference (Barratt impulsivity and stop signal reaction time) but does not directly state a correlation between impulsivity and functional connectivity. The direction is inverse, not higher, and the relationship is indirect.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Barratt impulsivity, stop signal reaction time"",
  ""corrected_direction"": ""lower"",
  ""corrected_direction_rationale"": ""The sentence states an inverse correlation, which implies a lower relationship."",
  ""corrected_directness"": ""indirect"",
  ""corrected_directness_rationale"": ""The sentence describes connectivity within a network rather than a direct association between the phenotype and the feature."",
  ""rationale"": ""The sentence mentions a group difference (Barratt impulsivity and stop signal reaction time) but does not directly state a correlation between impulsivity and functional connectivity. The direction is inverse, not higher, and the relationship is indirect.""
}"
2,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,correlates_with,higher,,indirect,0.7,"The TBI group had higher NSI, PCL-5, BSI-18, BPAQ, ESS, and ISI scores compared with the controls (p < 0.001-0.042).",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence mentions a group difference but does not specify a phenotype-feature association. It also does not directly state that impulsivity correlates with any feature, making the claim overclaimed.",,"{
    ""support_score"": 0,
    ""decision"": ""drop"",
    ""phenotype_supported"": false,
    ""feature_supported"": false,
    ""relationship_supported"": false,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": null,
    ""corrected_feature_type"": null,
    ""corrected_direction"": null,
    ""rationale"": ""The sentence mentions a group difference but does not specify a phenotype-feature association. It also does not directly state that impulsivity correlates with any feature, making the claim overclaimed.""
}"
3,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,BOLD variability,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,"Subjects with greater scores on impulsivity scales and who made more errors had greater activation of paralimbic areas during response inhibition, while less impulsive individuals and those with least errors activated higher order association areas.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,keep,yes,yes,yes,no,no,yes,impulsivity (general),activation of paralimbic areas,higher,"The sentence mentions a correlation between impulsivity and activation of paralimbic areas, but it does not directly state that BOLD variability correlates with impulsivity. The direction and directness are not explicitly supported.",,"{
  ""support_score"": 1,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""activation of paralimbic areas"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence mentions a correlation between impulsivity and activation of paralimbic areas, but it does not directly state that BOLD variability correlates with impulsivity. The direction and directness are not explicitly supported.""
}"
4,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),OUD participants undergoing MMT,correlates_with,lower,,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,no,no,yes,no,yes,impulsivity (general),cognitive function,lower,"The sentence mentions a group difference in cognitive function measures but does not directly state a correlation between impulsivity and any cognitive measure. The direction of the effect is supported, but the phenotype and feature are not clearly identified.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""cognitive function"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence mentions a group difference in cognitive function measures but does not directly state a correlation between impulsivity and any cognitive measure. The direction of the effect is supported, but the phenotype and feature are not clearly identified.""
}"
5,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,"default mode network, salience/ventral attention network",functional connectivity,impulsivity (general),opioid use disorder,correlates_with,unclear,,indirect,0.6,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,impulsivity (general),functional connectivity,unclear,"The sentence mentions functional connectivity disruptions in networks involved in decision-making and impulse control, which indirectly supports the phenotype of impulsivity. However, it does not directly state that impulsivity correlates with functional connectivity. The direction and directness are unclear.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": false,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": ""impulsivity (general)"",
    ""corrected_feature_type"": ""functional connectivity"",
    ""corrected_direction"": ""unclear"",
    ""rationale"": ""The sentence mentions functional connectivity disruptions in networks involved in decision-making and impulse control, which indirectly supports the phenotype of impulsivity. However, it does not directly state that impulsivity correlates with functional connectivity. The direction and directness are unclear.""
}"
6,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,correlates_with,lower,,direct,0.9,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states a negative correlation between impulsivity scores and functional connectivity in the default mode network, which matches the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states a negative correlation between impulsivity scores and functional connectivity in the default mode network, which matches the extracted claim.""
}"
7,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,unknown,structural connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.85,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,no,yes,no,"reward impulsivity, motor impulsivity",white matter connectivity,unclear,"The sentence clearly states associations between white matter connectivity and impulsivity, but the direction of the relationship is not specified.",,"{
    ""support_score"": 2,
    ""decision"": ""keep"",
    ""phenotype_supported"": true,
    ""feature_supported"": true,
    ""relationship_supported"": true,
    ""direction_supported"": false,
    ""directness_supported"": true,
    ""overclaiming"": false,
    ""corrected_phenotype"": ""reward impulsivity, motor impulsivity"",
    ""corrected_feature_type"": ""white matter connectivity"",
    ""corrected_direction"": ""unclear"",
    ""rationale"": ""The sentence clearly states associations between white matter connectivity and impulsivity, but the direction of the relationship is not specified.""
}"
8,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,correlates_with,unclear,,direct,0.75,Young males with IGD showed an altered FC pattern in the dorsal striatum during follow-up. FC of the dorsal striatum in IGD increased in the mPFC and decreased in the MOG.,yes,,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,Internet gaming disorder,functional connectivity,"increased in some areas, decreased in others",The sentence mentions a group difference (IGD) but does not directly state that impulsivity correlates with functional connectivity. The direction of the relationship is unclear and the directness is not fully supported as the sentence does not specify the exact relationship between impulsivity and functional connectivity.,,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""Internet gaming disorder"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""increased in some areas, decreased in others"",
  ""rationale"": ""The sentence mentions a group difference (IGD) but does not directly state that impulsivity correlates with functional connectivity. The direction of the relationship is unclear and the directness is not fully supported as the sentence does not specify the exact relationship between impulsivity and functional connectivity.""
}"
