record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
11,39218589,[A review of functional electrical stimulation based on brain-computer interface].,2024,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,motor impulsivity functional connectivity,,unknown,unknown,,,unclear,,unclear,,"Functional electrical stimulation (FES) based on brain-computer interface (BCI) connects the patient's intentions with muscle contraction, and helps to promote the reconstruction of nerve function by recognizing nerve signals and stimulating the moving muscle group with electrical impulses to produce muscle convulsions or limb movements.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,,,,"The sentence describes the mechanism of FES based on BCI but does not specify a clear phenotype or feature. The direction and directness are unclear as the sentence does not explicitly state the relationship between the patient's intentions and muscle contractions. Additionally, the sentence suggests a broader benefit than the extracted claim, indicating overclaiming.",,"{
    ""support_score"": 1,
    ""decision"": ""revise"",
    ""phenotype_supported"": null,
    ""feature_supported"": null,
    ""relationship_supported"": null,
    ""direction_supported"": false,
    ""directness_supported"": false,
    ""overclaiming"": true,
    ""corrected_phenotype"": null,
    ""corrected_feature_type"": null,
    ""corrected_direction"": null,
    ""rationale"": ""The sentence describes the mechanism of FES based on BCI but does not specify a clear phenotype or feature. The direction and directness are unclear as the sentence does not explicitly state the relationship between the patient's intentions and muscle contractions. Additionally, the sentence suggests a broader benefit than the extracted claim, indicating overclaiming.""
}"
12,37086305,"Emotion dysregulation, impulsivity and anger rumination in borderline personality disorder: the role of amygdala and insula.",2024,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale resting-state fMRI,amygdala and insula,functional connectivity,unknown,BPD patients,correlation,lower,alterations in amygdala and insula,indirect,moderate,"Amygdala and insula are altered in BPD patients, and these two limbic structures are implicated in specific neuropsychiatric symptoms, such as difficulty in emotion regulation, depression, anger and depressive rumination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,The sentence does not provide a specific phenotype-feature association with a correlation and a direction. It also mentions alterations in the amygdala and insula but does not establish a direct relationship between these brain regions and the given phenotype-feature association.,,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not provide a specific phenotype-feature association with a correlation and a direction. It also mentions alterations in the amygdala and insula but does not establish a direct relationship between these brain regions and the given phenotype-feature association.""
}"
13,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,"Salience Network (SN), Central Executive Network (CEN), Default Mode Network (DMN)",functional connectivity,impulsivity (general),transdiagnostic neurodevelopmental difficulties,connectivity between networks,higher,"delayed network segregation, difficulties sustaining CEN activity to regulate behavior, and/or a heightened developmental mismatch between neural systems",indirect,moderate,"Hyperactivity/impulsivity was associated with increased functional connectivity between the SN, CEN, and DMN in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,yes,yes,yes,no,no,yes,impulsivity (general),functional connectivity,increased,"The sentence mentions increased and decreased connectivity, which does not capture the exact direction of the relationship as specified in the claim. Additionally, the sentence is indirect and does not directly state the relationship between impulsivity and connectivity.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""increased"",
  ""rationale"": ""The sentence mentions increased and decreased connectivity, which does not capture the exact direction of the relationship as specified in the claim. Additionally, the sentence is indirect and does not directly state the relationship between impulsivity and connectivity.""
}"
14,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,hippocampus,functional connectivity,unknown,adolescence,mediates,unclear,hippocampal rsFC with brain networks,unclear,marginal associations and significant associations,"Baseline hippocampal rsFC with the cingulo-parietal network, visual network, sensory-motor network, and DMN showed marginal associations with future tobacco and marijuana use. Additionally, hippocampal rsFC was significantly associated with impulsivity, which, in turn, predicted higher substance use at follow-up.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,no,no,no,yes,tobacco and marijuana use,hippocampal rsFC with brain networks,indirect,"The sentence mentions associations between hippocampal rsFC and future substance use, but it also introduces an intermediate variable (impulsivity) that mediates the relationship. The direction of causality is not clear, and the directness of the relationship is not supported as the sentence does not directly link hippocampal rsFC to substance use.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""tobacco and marijuana use"",
  ""corrected_feature_type"": ""hippocampal rsFC with brain networks"",
  ""corrected_direction"": ""indirect"",
  ""rationale"": ""The sentence mentions associations between hippocampal rsFC and future substance use, but it also introduces an intermediate variable (impulsivity) that mediates the relationship. The direction of causality is not clear, and the directness of the relationship is not supported as the sentence does not directly link hippocampal rsFC to substance use.""
}"
15,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network (DMN),functional connectivity,impulsivity (general),typically developing children,modulation,lower,alteration of functional connectivity,direct,strong,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence directly states a negative correlation between impulsivity scores and functional connectivity in the default mode network, which aligns with the extracted claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence directly states a negative correlation between impulsivity scores and functional connectivity in the default mode network, which aligns with the extracted claim.""
}"
16,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,"central executive, ventral salience, dorsal salience, default mode, subcortical, sensorimotor networks",functional connectivity,unknown,"pandemic up to February fourth, 2021",association,higher,not explicitly stated in the abstract,indirect,moderate,"More specifically, COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks; 2) increased internal connectivity within the default mode, ventral salience, subcortical and sensorimotor networks; and 3) increased connectivity between the ventral salience, subcortical and sensorimotor networks.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,yes,yes,yes,yes,no,no,COVID-19 positive status,connectivity,reduced or increased,"The sentence clearly states associations between COVID-19 positive status and various types of connectivity, though it does not specify directness.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""COVID-19 positive status"",
  ""corrected_feature_type"": ""connectivity"",
  ""corrected_direction"": ""reduced or increased"",
  ""rationale"": ""The sentence clearly states associations between COVID-19 positive status and various types of connectivity, though it does not specify directness.""
}"
17,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,predicts,higher,,indirect,moderate,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,0,drop,no,no,no,no,no,yes,,,,"The sentence states that no relation was found, which contradicts the claim of prediction. It also does not specify a phenotype or feature type, making it impossible to directly support the claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence states that no relation was found, which contradicts the claim of prediction. It also does not specify a phenotype or feature type, making it impossible to directly support the claim.""
}"
18,29442271,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging.,2018,Brain imaging and behavior,impulsivity fMRI functional connectivity,basal ganglia network,functional connectivity,unknown,none,association,lower,alterations of the dopaminergic system,indirect,moderate,Age was the only correlate of FC in the BGN that was consistently significant with both analyses.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,no,yes,yes,no,no,yes,age,functional connectivity,unknown,"The sentence indicates an association between age and functional connectivity in the basal ganglia network, but it does not specify the direction of the relationship or the directness of the association. It also overclaims by suggesting alterations of the dopaminergic system, which is not supported by the given sentence.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""age"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""unknown"",
  ""rationale"": ""The sentence indicates an association between age and functional connectivity in the basal ganglia network, but it does not specify the direction of the relationship or the directness of the association. It also overclaims by suggesting alterations of the dopaminergic system, which is not supported by the given sentence.""
}"
19,12860356,"Impulsivity, gender, and response to fenfluramine challenge in borderline personality disorder.",2003,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,central serotonergic system,unknown,unknown,community setting,predicts,lower,diminished central serotonergic function,indirect,moderate,Impulsivity and aggression were inversely related to delta-prolactin and peak-prolactin responses among male but not female subjects.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,1,revise,unclear,unclear,unclear,no,no,yes,impulsivity,prolactin responses,inverse,"The sentence mentions an inverse relationship between impulsivity and prolactin responses, but it does not specify that this relationship predicts diminished central serotonergic function. It also does not directly state that the relationship is with male subjects only.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": ""impulsivity"",
  ""feature_supported"": ""delta-prolactin and peak-prolactin responses"",
  ""relationship_supported"": ""inverse"",
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""impulsivity"",
  ""corrected_feature_type"": ""prolactin responses"",
  ""corrected_direction"": ""inverse"",
  ""rationale"": ""The sentence mentions an inverse relationship between impulsivity and prolactin responses, but it does not specify that this relationship predicts diminished central serotonergic function. It also does not directly state that the relationship is with male subjects only.""
}"
20,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,"default mode network (DMN), salience network (SN)",functional connectivity,unknown,resting-state fMRI,disruption,unclear,influences the functional connectivity of key brain networks,direct,preliminary,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,qwen2.5-7b-instruct,2,keep,no,yes,yes,no,yes,yes,opioid addiction,,unclear,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": false,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": true,
  ""overclaiming"": true,
  ""corrected_phenotype"": ""opioid addiction"",
  ""corrected_direction"": ""unclear""
}"
