record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
11,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,"Dorsal Prefrontal Cortex, Default Mode Network, Dorsal Attention Network, Ventral Attention Network",functional connectivity,impulsivity (general),,Associated with,unclear,,unclear,,"These analyses revealed that individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex, a hub of the default mode network.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states that individual differences in delay discounting (a measure of impulsivity) are associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""impulsivity (general)"", ""feature_supported"": ""functional connectivity emanating from the left dorsal prefrontal cortex"", ""relationship_supported"": ""Associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that individual differences in delay discounting (a measure of impulsivity) are associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.""}"
12,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,"['dorsolateral prefrontal cortex', 'presupplementary motor area', 'precuneus', 'insular-amygdalar']",functional connectivity,unknown,Obsessive-Compulsive Disorder (OCD),"['corresponds with', 'correlated with', 'associated with']",unclear,,unclear,,"For the vertex group, but not the dorsolateral prefrontal cortex/presupplementary motor area rTMS conditions, higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement. Lower precuneus activation with increased planning taskload was correlated with symptom reduction in the dorsolateral prefrontal cortex group. In the presupplementary motor area group, higher error-related activation and lower inhibition-related insular-amygdalar connectivity were associated with symptom reduction.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that higher activation, error-related activation, and lower inhibition-related insular-amygdalar connectivity correspond with, are correlated with, and are associated with better short-term clinical improvement. The sentence also mentions that lower precuneus activation with increased planning taskload is correlated with symptom reduction in the dorsolateral prefrontal cortex group, and higher error-related activation in the presupplementary motor area group is associated with symptom reduction.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""short-term clinical improvement"", ""feature_supported"": [""activation"", ""error-related activation"", ""inhibition-related insular-amygdalar connectivity""], ""relationship_supported"": [""corresponded with"", ""correlated with"", ""associated with""], ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that higher activation, error-related activation, and lower inhibition-related insular-amygdalar connectivity correspond with, are correlated with, and are associated with better short-term clinical improvement. The sentence also mentions that lower precuneus activation with increased planning taskload is correlated with symptom reduction in the dorsolateral prefrontal cortex group, and higher error-related activation in the presupplementary motor area group is associated with symptom reduction.""}"
13,35277392,Prefrontal Cortical Connectivity Mediates Locus Coeruleus Noradrenergic Regulation of Inhibitory Control in Older Adults.,2022,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,Locus Coeruleus,unknown,unknown,Healthy adults,Associated with,higher,Noradrenergic regulation,indirect,,"We confirm that better response inhibition is correlated with locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG), but not volumes of the prefrontal cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence clearly states that better response inhibition is associated with locus coeruleus integrity and stronger connectivity between preSMA and rIFG, which supports the claim that the Locus Coeruleus is associated with a higher feature (integrity and connectivity) in the context of a phenotype (response inhibition). The direction is also supported as the sentence mentions a correlation with better response inhibition, which implies a higher level of the feature.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""better response inhibition"", ""feature_supported"": ""locus coeruleus integrity and stronger connectivity between presupplementary motor area (preSMA) and right inferior frontal gyrus (rIFG)"", ""relationship_supported"": ""Associated with"", ""direction_supported"": ""higher"", ""directness_supported"": ""indirect"", ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly states that better response inhibition is associated with locus coeruleus integrity and stronger connectivity between preSMA and rIFG, which supports the claim that the Locus Coeruleus is associated with a higher feature (integrity and connectivity) in the context of a phenotype (response inhibition). The direction is also supported as the sentence mentions a correlation with better response inhibition, which implies a higher level of the feature.""}"
1,29454934,Time scale properties of task and resting-state functional connectivity: Detrended partial cross-correlation analysis.,2018,NeuroImage,Barratt Impulsiveness Scale resting-state fMRI,pre-supplementary motor area,functional connectivity,impulsivity (general),,correlated inversely with,unclear,,unclear,,"In regions of interest analysis, the within-network connectivity time scale of the pre-supplementary motor area - a medial prefrontal cortical structure of the task network and critical to proactive inhibitory control - correlated inversely with Barratt impulsivity and stop signal reaction time.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,The sentence directly states that the within-network connectivity time scale of the pre-supplementary motor area correlates inversely with Barratt impulsivity.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""Barratt impulsivity"", ""feature_supported"": ""within-network connectivity time scale of the pre-supplementary motor area"", ""relationship_supported"": ""correlated inversely with"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that the within-network connectivity time scale of the pre-supplementary motor area correlates inversely with Barratt impulsivity.""}"
2,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,,unknown,unknown,,,unclear,,unclear,,"Surveys included the Neurobehavioral Symptom Inventory (NSI), Insomnia Severity Index (ISI), Epworth Sleepiness Severity (ESS), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Satisfaction with Life Scale (SWLS), Barratt Impulsivity Scale (BIS), and Buss Perry Aggression Questionnaire (BPAQ).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,drop,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The evidence sentence does not provide any information about a specific phenotype, feature, relationship, direction, or directness. It only lists various surveys used in the study, none of which are directly related to the extracted claim.",," {""support_score"": null, ""decision"": ""drop"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The evidence sentence does not provide any information about a specific phenotype, feature, relationship, direction, or directness. It only lists various surveys used in the study, none of which are directly related to the extracted claim.""}"
3,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,"right lateral orbitofrontal cortex, superior temporal gyrus, medial orbitofrontal cortex, cingulate gyrus, inferior parietal lobule",unknown,unknown,,associated with,unclear,,unclear,,Neural response during response inhibition was most prominent in the right lateral orbitofrontal cortex.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,neural response,,"The sentence directly states that the neural response during response inhibition is most prominent in the right lateral orbitofrontal cortex, which aligns with the phenotype (neural response) and feature type (during response inhibition). The relationship (associated with) is also supported as the sentence implies a connection between the neural response and the brain regions mentioned.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""neural response during response inhibition"", ""relationship_supported"": ""associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": ""neural response"", ""corrected_direction"": null, ""rationale"": ""The sentence directly states that the neural response during response inhibition is most prominent in the right lateral orbitofrontal cortex, which aligns with the phenotype (neural response) and feature type (during response inhibition). The relationship (associated with) is also supported as the sentence implies a connection between the neural response and the brain regions mentioned.""}"
4,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,Left dorsolateral prefrontal cortex (DLPFC),unknown,impulsivity (general),Opioid use disorder (OUD) participants undergoing methadone maintenance therapy (MMT),Lower,unclear,,unclear,,"HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence reports a significant lowering of CPTs commission T-scores, which is a measure of impulsivity, in the active rTMS group compared to the sham group. This supports the claim of lower impulsivity in the active rTMS group.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""impulsivity (general)"", ""feature_supported"": ""CPTs commission T-scores (C-TS)"", ""relationship_supported"": ""Lower"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence reports a significant lowering of CPTs commission T-scores, which is a measure of impulsivity, in the active rTMS group compared to the sham group. This supports the claim of lower impulsivity in the active rTMS group.""}"
5,41098388,Functional connectivity in resting-state fMRI (rs-fMRI) in opioid use disorder.,2025,The European physical journal. Special topics,impulsivity resting-state fMRI functional connectivity,"['Default mode network (DMN)', 'Salience network (SN)']",functional connectivity,unknown,,Disruption,unclear,,unclear,,Our preliminary rs-fMRI findings reveal significant disruptions in functional connectivity in individuals with opioid addiction within DMN and SN networks involved in cognitive functions such as decision-making and impulse control.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states a disruption in functional connectivity in individuals with opioid addiction within DMN and SN networks, which aligns with the extracted claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""individuals with opioid addiction"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Disruption"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a disruption in functional connectivity in individuals with opioid addiction within DMN and SN networks, which aligns with the extracted claim.""}"
6,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,Default mode network (DMN),functional connectivity,impulsivity (general),Typically developing children,Negatively correlated,lower,,unclear,,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly mentions the phenotype 'impulsivity scores' and the feature 'functional connectivity' as being negatively correlated with the impulsivity scores. The direction 'lower' is also supported as the clusters are negatively correlated with the impulsivity scores.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""Negatively correlated"", ""direction_supported"": ""lower"", ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly mentions the phenotype 'impulsivity scores' and the feature 'functional connectivity' as being negatively correlated with the impulsivity scores. The direction 'lower' is also supported as the clusters are negatively correlated with the impulsivity scores.""}"
7,28189592,Dissociable frontostriatal white matter connectivity underlies reward and motor impulsivity.,2017,NeuroImage,impulsivity fMRI functional connectivity,"['ventral striatum', 'dorsal striatum', 'ventromedial prefrontal cortex', 'dorsolateral prefrontal cortex', 'supplementary motor area']",functional connectivity,motor impulsivity,,associated with,unclear,structural connectivity,unclear,,"We found a double dissociation such that individual differences in white matter connectivity between the ventral striatum and the ventromedial prefrontal cortex and dorsolateral prefrontal cortex was associated with reward impulsivity, as measured by delay discounting, whereas connectivity between dorsal striatum and supplementary motor area was associated with motor impulsivity, but not vice versa.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that connectivity between dorsal striatum and supplementary motor area is associated with motor impulsivity, which supports the claim of motor impulsivity being associated with white matter connectivity.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""motor impulsivity"", ""feature_supported"": ""white matter connectivity"", ""relationship_supported"": ""associated with"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that connectivity between dorsal striatum and supplementary motor area is associated with motor impulsivity, which supports the claim of motor impulsivity being associated with white matter connectivity.""}"
8,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,dorsal striatum,functional connectivity,unknown,,decreased,unclear,,unclear,,They exhibited decreased FC between the left dorsal putamen and left medial prefrontal cortex (mPFC) compared with controls.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence clearly states a decreased functional connectivity between the left dorsal putamen and left medial prefrontal cortex in the group compared to controls, which aligns with the extracted claim's feature type, relationship, and brain system.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""decreased"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly states a decreased functional connectivity between the left dorsal putamen and left medial prefrontal cortex in the group compared to controls, which aligns with the extracted claim's feature type, relationship, and brain system.""}"
9,28860514,Delay discounting is associated with the fractional amplitude of low-frequency fluctuations and resting-state functional connectivity in late adolescence.,2017,Scientific reports,trait impulsivity resting-state fMRI,dorsal anterior cingulate cortex (dACC),BOLD variability,impulsivity (general),,association,unclear,,unclear,,"At the regional level, we found an association between higher DD and greater fALFF in the dorsal anterior cingulate cortex (dACC)",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence directly states an association between higher DD (a potential indicator of impulsivity) and greater fALFF (a measure of BOLD variability) in the dorsal anterior cingulate cortex (dACC).,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""BOLD variability (fALFF)"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states an association between higher DD (a potential indicator of impulsivity) and greater fALFF (a measure of BOLD variability) in the dorsal anterior cingulate cortex (dACC).""}"
10,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,"['central executive', 'ventral salience', 'dorsal salience', 'default mode', 'subcortical', 'sensorimotor']",functional connectivity,unknown,,associated with,unclear,,unclear,,"COVID-19 positive status was associated with 1) reduced connectivity between the central executive and ventral salience, as well as between the dorsal salience and default mode networks; 2) increased internal connectivity within the default mode, ventral salience, subcortical and sensorimotor networks; 3) increased connectivity between the ventral salience, subcortical and sensorimotor networks.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence clearly states that COVID-19 positive status is associated with changes in functional connectivity, specifically reduced connectivity between certain networks and increased connectivity within and between others.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""COVID-19 positive status"", ""feature_supported"": [""functional connectivity""], ""relationship_supported"": ""associated with"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly states that COVID-19 positive status is associated with changes in functional connectivity, specifically reduced connectivity between certain networks and increased connectivity within and between others.""}"
11,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,right nucleus accumbens (NAcc) and right dorsolateral prefrontal cortex (DLPFC),functional connectivity,unknown,,associated with,unclear,serotonergic function,unclear,,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that the Right NAcc 11C-MADAM binding potential is associated with a phenotype (attentional impulsivity) in individuals with gambling disorder, which aligns with the extracted claim's relationship and phenotype.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""individuals with gambling disorder"", ""feature_supported"": ""Right NAcc 11C-MADAM binding potential"", ""relationship_supported"": ""associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that the Right NAcc 11C-MADAM binding potential is associated with a phenotype (attentional impulsivity) in individuals with gambling disorder, which aligns with the extracted claim's relationship and phenotype.""}"
12,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,sensory-motor coordination,unknown,unknown,,enhanced,unclear,long-time online game playing,unclear,,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,Internet Gaming Addicts,ReHo (Regional Homogeneity),,The sentence clearly indicates an enhancement in ReHo in specific brain regions in Internet Gaming Addicts compared to healthy controls. These regions are associated with sensory-motor coordination.,," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": null, ""feature_supported"": ""enhanced"", ""relationship_supported"": ""association"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": ""Internet Gaming Addicts"", ""corrected_feature_type"": ""ReHo (Regional Homogeneity)"", ""rationale"": ""The sentence clearly indicates an enhancement in ReHo in specific brain regions in Internet Gaming Addicts compared to healthy controls. These regions are associated with sensory-motor coordination.""}"
13,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,cortical and muscular systems,structural connectivity,unknown,stroke,associations,unclear,structural injury modulates task-based corticomuscular connectivity,unclear,,"In the mild-moderate CST injury subgroup (n = 11), greater injury correlated with higher coherence between electrodes overlying the supplementary motor area and affected extensor digitorum (high beta: ρ = 0.83, p = 0.001). Similarly, in the subgroup depicting higher CST integrity (n = 9), CST integrity positively related to coherence between electrodes overlying the ipsilesional primary motor cortex and affected biceps (low beta: r = 0.94, p = 0.0001).",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence clearly supports the phenotype (extensor digitorum), feature (coherence between electrodes overlying the supplementary motor area and affected extensor digitorum), relationship (associations), and direction (greater injury correlated with higher coherence). The directness is also supported as both the phenotype and feature are named.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""extensor digitorum (affected)"", ""feature_supported"": ""coherence between electrodes overlying the supplementary motor area and affected extensor digitorum (high beta)"", ""relationship_supported"": ""associations"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence clearly supports the phenotype (extensor digitorum), feature (coherence between electrodes overlying the supplementary motor area and affected extensor digitorum), relationship (associations), and direction (greater injury correlated with higher coherence). The directness is also supported as both the phenotype and feature are named.""}"
1,38002468,Insula Connectivity Abnormalities Predict Impulsivity in Chronic Heroin Use Disorder: A Cross-Sectional Resting-State fMRI Study.,2023,Brain sciences,Barratt Impulsiveness Scale resting-state fMRI,insula,functional connectivity,impulsivity (general),Heroin Use Disorder,correlation,higher,,unclear,,"Changes in FC between the right insula and the lateral occipital cortex and the right angular gyrus were significantly positively correlated with total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,unclear,unclear,,,,"The sentence directly states a significant positive correlation between changes in functional connectivity (FC) and total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity. The brain regions involved are the right insula, lateral occipital cortex, and right angular gyrus, which are all located in the brain system mentioned in the claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""general impulsivity"", ""feature_supported"": ""functional connectivity"", ""relationship_supported"": ""correlation"", ""direction_supported"": true, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a significant positive correlation between changes in functional connectivity (FC) and total trait impulsivity scores, motor impulsivity, and nonplanning impulsivity. The brain regions involved are the right insula, lateral occipital cortex, and right angular gyrus, which are all located in the brain system mentioned in the claim.""}"
2,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,['Right dorsolateral prefrontal cortex (RDLPFC)'],unknown,motor impulsivity,,Negative correlation,unclear,,unclear,,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,yes,yes,yes,yes,yes,unclear,,,,"The sentence directly states a negative correlation between motor impulsiveness (phenotype) and No-Go-related activation in the right dorsolateral prefrontal cortex (feature), which aligns with the extracted claim.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states a negative correlation between motor impulsiveness (phenotype) and No-Go-related activation in the right dorsolateral prefrontal cortex (feature), which aligns with the extracted claim.""}"
3,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,"frontal lobe, including the orbitofrontal area",unknown,impulsivity (general),Attention-deficit/hyperactivity disorder (ADHD),associated with,unclear,overhasty updating of beliefs during risk learning,unclear,,"The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score (r = 0.424, p = 0.009).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,unclear,unclear,unclear,,,,"The sentence directly states that the degree of overhasty learning in ADHD patients is significantly correlated with the BIS score, which is a measure of impulsivity. The correlation supports the association between impulsivity and the BIS score.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""impulsivity (general)"", ""feature_supported"": ""BIS score"", ""relationship_supported"": ""associated with"", ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that the degree of overhasty learning in ADHD patients is significantly correlated with the BIS score, which is a measure of impulsivity. The correlation supports the association between impulsivity and the BIS score.""}"
4,28783574,Go/No-Go task performance predicts differences in compulsivity but not in impulsivity personality traits.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,impulsivity (general),,Does not predict,unclear,,unclear,,"Surprisingly, no relation was found between the Go/No-Go task and the BIS-11 scale.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,mistral-7b-instruct-v0.3,0,drop,unclear,unclear,unclear,unclear,unclear,unclear,,,,The sentence does not provide evidence for the claim about general impulsivity as it does not mention any phenotype-feature association or direction.,," {""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": null, ""feature_supported"": null, ""relationship_supported"": null, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not provide evidence for the claim about general impulsivity as it does not mention any phenotype-feature association or direction.""}"
5,37673288,Resting-state functional magnetic resonance imaging alterations in borderline personality disorder: A systematic review.,2023,Journal of affective disorders,impulsivity resting-state fMRI functional connectivity,"['default mode network (DMN)', 'salience network (SN)', 'central executive network (CEN)']",functional connectivity,unknown,,observed,unclear,,unclear,,"Overall, aberrant resting-state functional connectivity (rs-FC) within and between default mode network (DMN), salience network (SN), and central executive network (CEN) were observed in BPD compared to healthy controls.",no,evidence_strength not a number,yes,yes,no,,,,,,,,,,mistral-7b-instruct-v0.3,2,keep,unclear,unclear,unclear,yes,yes,unclear,,,,"The sentence directly states that aberrant rs-FC is observed in BPD compared to healthy controls within and between DMN, SN, and CEN.",," {""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": ""BPD"", ""feature_supported"": ""rs-FC"", ""relationship_supported"": ""observed"", ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": null, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence directly states that aberrant rs-FC is observed in BPD compared to healthy controls within and between DMN, SN, and CEN.""}"
